Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
1,Matt Shaw,CHC,RF,23.0,23.899,81.0,110,1.42,97.6,90.0,100.0,93.6,98.4,74.1,80.5,74.4,80.1,74.2,90.5,84.0,93.5,84.4,98.9,85.3,92.2,-4.5,99.6,20.0,92.4,81.897,49.7,21.739,80.4,109.9,57.6,105.5,76.1,44.3,78.3,7.273,87.1,10.0,15.3,0.297,99.1,0.475,93.2,7.678,90.6,0.045,74.9,1.0,91.4
2,Jacob Melton,TBR,LF,24.0,25.062,62.4,150,1.27,91.4,84.9,99.2,77.3,84.5,93.7,98.9,88.4,92.8,91.1,99.8,82.8,92.0,80.0,96.0,74.2,79.1,-25.3,75.6,24.497,75.6,86.127,79.3,20.732,84.1,113.0,89.3,107.7,92.9,57.9,98.9,11.333,98.3,21.6,77.9,0.289,97.4,0.561,98.0,5.89,64.7,0.08,93.9,0.8,61.8
3,Noelvi Marte,CIN,RF,23.0,23.956,80.6,53,1.4,96.3,84.9,99.2,68.6,75.8,94.2,99.5,98.4,99.8,96.3,100.0,83.5,93.0,75.6,92.0,59.7,60.4,-11.3,95.4,35.354,11.8,91.525,96.7,20.213,86.9,112.8,87.1,107.3,91.0,54.1,96.7,11.321,98.0,24.3,89.0,0.344,100.0,0.59,99.3,4.837,44.4,0.057,83.2,0.75,51.3
4,Dylan Beavers,BAL,RF,23.0,24.137,77.7,418,1.21,87.7,84.3,98.4,88.0,94.7,76.4,83.0,86.5,91.1,81.4,96.7,87.2,96.1,83.4,97.9,75.6,81.3,-20.1,85.7,20.423,91.3,86.705,81.5,19.663,88.7,111.6,76.4,105.4,74.9,40.2,60.6,5.742,72.9,18.8,65.8,0.27,91.5,0.453,89.4,6.485,74.7,0.055,81.8,0.821,68.4
5,Zach Cole,HOU,LF,24.0,25.155,60.9,61,1.65,98.9,83.1,97.9,61.9,67.1,95.1,99.8,72.8,78.0,83.9,97.8,67.4,75.5,67.6,83.4,68.0,71.7,-39.4,41.0,17.91,96.5,82.051,51.4,25.49,62.1,113.5,92.3,110.1,99.7,46.9,86.6,11.475,98.5,20.6,73.3,0.275,94.2,0.575,98.5,6.108,69.5,0.049,78.3,0.75,51.3
6,Luis Matos,MIL,RF,23.0,23.671,83.8,159,1.33,94.4,82.8,97.3,64.7,72.3,80.6,87.8,96.0,98.0,88.3,99.1,80.4,89.3,77.2,92.5,70.8,75.7,-20.2,85.4,35.65,9.4,91.005,96.1,16.287,95.9,110.0,59.0,105.4,74.9,42.9,74.7,6.918,84.7,23.8,86.9,0.282,95.9,0.478,93.8,5.78,62.1,0.038,66.0,1.0,91.4
7,Sal Stewart,CIN,1B,21.0,21.815,97.8,165,1.54,98.4,82.3,96.8,65.1,73.2,92.8,98.1,69.0,75.2,80.9,96.3,67.0,74.8,60.1,66.0,46.2,42.8,-20.1,85.7,31.085,32.0,80.861,41.8,25.397,63.0,113.7,93.9,107.1,89.3,51.3,93.2,15.152,100.0,17.6,57.6,0.283,96.2,0.625,100.0,4.105,31.4,0.024,52.1,0.8,61.8
8,Jac Caglianone,KCR,RF,22.0,22.639,94.1,129,1.68,99.5,81.7,96.3,58.0,63.1,92.8,98.1,89.0,93.2,90.9,99.6,73.5,82.5,63.1,75.7,42.4,37.4,-21.7,83.2,35.361,11.5,86.331,80.0,25.0,65.0,113.6,93.0,109.5,99.1,53.2,95.5,8.527,92.6,20.2,71.0,0.291,98.1,0.568,98.3,3.549,24.8,0.008,27.5,1.0,91.4
9,Jordan Lawlar,ARI,LF,22.0,23.206,89.7,300,1.28,92.0,80.7,95.5,59.0,64.8,77.2,83.7,64.8,69.3,71.0,87.1,61.9,68.0,70.9,88.2,89.0,97.3,-34.6,53.7,25.113,72.5,83.641,62.5,27.289,51.9,113.3,90.4,104.0,58.1,42.7,74.0,6.333,80.2,24.3,89.0,0.241,67.2,0.398,72.2,8.276,96.1,0.067,89.6,0.87,77.0
10,Brooks Baldwin,CHW,LF,24.0,25.125,61.6,132,1.69,100.0,80.7,95.5,68.4,75.6,70.3,77.0,78.6,85.0,74.4,91.1,73.5,82.5,67.7,84.2,56.1,55.6,-24.3,78.2,28.631,46.0,84.181,66.0,22.358,77.3,109.1,41.6,102.2,32.7,40.6,62.4,9.091,95.2,16.5,50.5,0.269,91.1,0.489,94.9,6.472,74.2,0.03,59.4,0.5,22.5
11,Adael Amador,COL,2B,22.0,22.472,95.3,371,1.23,89.6,80.4,94.7,90.4,95.6,42.6,42.2,84.4,89.9,63.5,76.9,87.4,96.3,79.2,95.2,62.7,63.6,-11.9,95.2,23.766,78.9,89.401,90.4,16.532,95.6,110.8,69.2,103.3,46.8,41.3,67.2,2.156,24.9,15.6,44.3,0.251,78.5,0.35,46.5,5.72,60.6,0.054,81.3,0.69,40.1
12,Junior Perez,ATH,CF,23.0,24.241,75.8,182,1.4,96.3,79.1,93.9,58.6,64.1,84.7,91.3,25.5,19.2,55.1,58.4,42.0,40.2,54.1,54.5,78.2,84.0,-37.3,45.9,18.49,95.9,78.44,24.4,30.104,34.6,113.7,93.9,107.0,88.5,39.8,58.6,9.341,95.9,11.7,22.1,0.209,26.6,0.437,85.2,6.977,83.9,0.06,85.8,0.786,58.3
13,Chandler Simpson,TBR,LF,24.0,24.865,66.2,156,1.26,90.9,79.1,93.9,85.0,92.2,13.5,5.2,99.4,100.0,56.4,61.5,92.2,98.0,92.6,100.0,93.4,99.5,-13.4,94.0,26.792,60.7,94.667,99.6,11.765,98.9,107.4,22.5,96.9,1.1,15.3,0.7,0.0,2.4,6.1,3.3,0.299,99.3,0.341,41.3,9.004,98.7,0.122,99.5,0.864,76.5
14,Ben Williamson,TBR,2B,24.0,24.901,65.1,240,1.24,90.4,78.6,92.8,78.6,86.3,40.8,37.9,95.2,97.6,68.0,83.9,86.9,95.9,83.2,97.3,75.9,82.4,-16.2,91.7,28.685,45.8,89.691,91.7,17.012,94.8,109.7,52.7,103.4,48.9,35.6,40.5,2.083,23.9,7.8,7.1,0.294,98.7,0.392,69.8,6.509,75.8,0.042,72.2,0.909,81.3
15,Nathan Church,STL,CF,24.0,25.218,59.9,242,1.3,93.3,78.6,92.8,79.0,86.8,40.8,37.9,96.6,98.9,68.7,85.2,87.8,96.7,80.5,96.8,66.0,68.7,-10.7,96.0,29.851,37.9,92.754,98.0,13.221,98.3,108.0,28.5,103.3,46.8,38.9,54.5,2.479,29.5,13.8,33.6,0.278,95.2,0.391,69.2,6.876,82.8,0.037,64.7,0.692,40.9
16,Brayan Rocchio,CLE,SS,24.0,24.712,69.4,188,1.18,84.8,78.4,92.0,86.8,94.0,62.9,66.9,71.2,76.9,67.0,82.7,79.0,87.7,74.3,90.4,65.0,65.8,-16.6,91.0,22.802,83.9,86.808,82.6,21.698,80.6,106.4,12.5,103.0,41.8,37.8,49.8,6.383,80.6,25.9,94.1,0.236,59.8,0.412,78.0,6.717,79.3,0.037,64.7,0.7,42.5
17,Jakob Marsee,MIA,CF,24.0,24.257,75.5,429,1.06,80.5,78.2,91.4,87.5,94.3,56.8,59.9,60.8,63.3,58.8,66.7,74.2,83.2,78.0,93.6,85.7,93.6,-21.9,82.7,17.824,96.9,86.678,81.3,20.502,85.4,107.7,25.3,102.4,35.3,30.7,18.4,5.594,70.8,21.6,77.9,0.222,40.4,0.388,67.9,7.794,91.9,0.11,98.9,0.783,57.2
18,Cole Young,SEA,2B,21.0,22.174,96.9,245,1.06,80.5,77.9,90.9,89.4,95.2,64.2,69.7,83.1,88.7,73.6,89.8,86.2,95.2,74.8,91.2,52.0,52.9,-10.1,96.9,24.624,74.9,90.106,93.7,17.874,92.6,109.2,43.9,104.4,64.1,44.4,78.9,6.122,77.9,10.7,18.3,0.246,72.4,0.421,80.4,6.47,73.9,0.016,39.0,0.667,35.3
19,Carter Jensen,KCR,C,21.0,22.245,96.5,184,1.29,92.5,77.5,90.4,51.0,54.1,84.3,90.8,75.0,80.6,79.6,95.9,63.0,69.3,61.8,70.6,59.3,59.4,-40.3,37.9,21.652,86.9,86.207,79.5,31.0,29.7,110.0,59.0,107.3,91.0,58.8,99.2,8.152,91.7,18.6,64.4,0.244,70.4,0.52,96.7,5.451,57.1,0.016,39.0,1.0,91.4
20,Marcelo Mayer,BOS,2B,22.0,22.801,92.8,193,1.18,84.8,77.4,89.8,71.2,79.1,80.4,87.5,73.6,79.0,77.0,93.8,72.4,81.0,66.5,82.4,54.8,55.1,-29.0,67.4,23.545,80.0,85.022,71.5,24.684,67.5,111.2,72.5,106.3,84.4,48.5,89.8,6.736,83.2,17.9,59.3,0.249,75.8,0.453,89.4,5.231,52.7,0.01,31.0,1.0,91.4
21,Cody Freeman,TEX,3B,24.0,24.734,68.9,426,1.42,97.6,76.7,89.3,79.9,87.8,38.6,34.9,92.6,96.1,65.6,79.5,86.2,95.2,68.9,86.1,34.2,26.2,-9.9,97.2,29.833,38.1,91.966,97.6,10.65,99.3,108.9,38.7,100.9,17.9,39.8,58.6,2.582,30.6,18.5,63.4,0.262,87.7,0.371,58.7,3.849,27.9,0.019,44.4,0.615,29.9
22,Daylen Lile,WSN,LF,22.0,22.834,92.4,119,1.16,84.0,76.6,88.8,63.4,70.2,69.7,76.4,77.4,83.7,73.6,89.8,70.4,78.3,72.2,89.0,75.8,81.8,-24.4,77.8,30.594,34.9,82.857,56.4,24.155,70.4,110.2,61.9,105.3,73.3,41.2,66.3,5.042,63.1,20.0,70.3,0.292,98.5,0.435,84.5,7.368,88.0,0.05,79.4,0.75,51.3
23,Abimelec Ortiz,WSN,1B,23.0,23.603,84.3,165,1.22,88.5,74.7,88.2,57.4,62.2,85.0,91.7,83.4,88.9,84.2,98.0,70.4,78.3,59.8,64.2,38.7,33.7,-30.9,63.1,30.618,34.6,85.99,78.2,22.468,77.1,112.7,86.2,106.9,87.6,53.8,96.3,6.061,77.1,24.0,87.9,0.263,88.7,0.483,94.1,5.798,62.5,0.006,23.0,0.5,22.5
24,Nelson Rada,LAA,CF,19.0,20.101,100.0,201,1.05,78.9,74.4,87.7,89.8,95.4,12.8,4.8,74.4,80.1,43.6,34.5,82.1,90.6,83.6,98.4,86.5,94.7,-19.9,86.5,17.602,97.8,85.663,76.5,20.402,85.8,106.3,11.9,98.3,2.8,18.3,1.5,1.493,12.6,9.0,12.4,0.246,72.4,0.312,23.3,8.196,95.4,0.1,98.4,0.769,55.6
25,Graham Pauley,MIA,3B,24.0,25.016,63.3,155,1.23,89.6,73.6,87.2,76.8,84.1,41.4,39.5,55.7,56.3,48.6,47.1,66.2,74.4,64.2,78.3,60.0,61.5,-14.2,93.5,28.125,50.1,84.577,69.5,23.05,75.2,106.8,15.3,101.7,26.8,35.0,38.1,3.226,40.5,25.0,91.7,0.223,41.9,0.361,53.1,4.665,39.4,0.032,61.2,1.0,91.4
26,Chase DeLauter,CLE,RF,23.0,23.978,80.1,149,1.05,78.9,73.3,86.6,93.9,98.9,78.4,85.4,62.0,65.4,70.2,86.7,78.0,86.3,56.5,59.9,13.5,13.4,-16.0,91.9,16.216,99.6,82.564,54.9,18.93,90.4,110.1,60.5,107.0,88.5,51.9,94.1,8.725,93.5,12.5,26.7,0.243,69.2,0.432,83.7,3.172,20.5,0.0,8.8,0.0,8.8
27,Ryan Ritter,COL,2B,24.0,24.887,65.6,260,1.3,93.3,73.2,86.1,59.5,65.7,77.5,83.9,43.8,42.0,60.6,71.7,51.6,52.0,48.3,41.2,41.5,36.9,-28.5,69.0,26.792,60.7,76.972,17.3,30.283,33.8,110.5,65.5,104.1,59.4,41.3,67.2,7.692,89.4,19.6,69.0,0.244,70.4,0.446,87.4,5.428,56.6,0.012,33.4,0.6,28.6
28,Luke Keaschall,MIN,2B,22.0,23.127,90.2,118,0.92,61.0,72.8,85.6,91.9,97.1,49.5,51.6,92.9,96.5,71.2,87.4,92.4,98.3,90.7,99.5,87.4,95.5,-14.4,93.2,20.325,91.7,90.0,93.1,19.412,89.1,106.9,16.1,101.6,25.3,34.2,34.3,4.237,53.6,20.7,74.2,0.272,92.8,0.42,80.1,7.281,87.6,0.093,97.3,0.846,73.3
29,Robert Hassell III,WSN,CF,23.0,24.126,77.9,330,1.13,83.4,72.5,85.0,70.8,78.6,49.1,50.8,72.2,77.6,60.6,71.7,71.5,80.2,67.9,85.0,60.7,62.0,-24.0,78.6,27.132,56.2,84.521,68.6,23.368,73.0,110.5,65.5,103.7,54.1,37.3,47.4,3.636,45.5,8.0,8.3,0.249,75.8,0.367,57.6,4.657,39.2,0.048,76.7,0.842,72.7
30,Tyler Locklear,ARI,1B,24.0,24.849,66.4,434,1.2,86.9,72.3,84.5,50.7,53.3,79.1,86.6,68.2,73.7,73.6,89.8,59.4,63.8,58.9,62.8,57.8,57.2,-33.0,57.6,29.058,43.2,82.852,56.2,28.395,44.7,112.4,85.0,107.2,90.1,44.5,79.4,6.221,78.6,14.5,37.7,0.254,80.1,0.439,85.9,5.125,50.8,0.041,70.3,0.75,51.3
31,Moisés Ballesteros,CHC,C,21.0,21.895,97.6,509,1.06,80.5,71.5,84.0,69.9,77.5,64.5,70.2,88.4,92.8,76.4,92.8,79.2,88.3,63.1,75.7,30.9,23.0,-16.8,90.6,32.255,23.7,87.092,84.1,20.193,87.6,112.3,84.1,105.1,71.4,42.8,74.3,4.715,58.6,9.6,14.4,0.272,92.8,0.41,77.0,3.3,22.2,0.01,31.0,0.714,44.7
32,Darell Hernaiz,ATH,SS,23.0,24.159,77.4,445,1.03,75.9,71.1,83.4,82.0,89.5,29.6,23.5,82.6,88.0,56.1,60.5,82.3,91.4,78.6,94.1,71.2,76.5,-12.7,94.4,27.427,54.7,86.988,83.4,18.532,91.9,109.8,55.6,101.8,28.3,31.2,21.4,1.573,13.3,12.0,23.7,0.256,81.9,0.34,40.3,6.312,71.9,0.027,56.1,1.0,91.4
33,Noah Mendlinger,STL,3B,24.0,25.142,61.1,102,1.03,75.9,70.9,82.9,97.7,99.3,22.9,15.7,92.2,95.5,57.6,63.9,95.0,99.8,80.0,96.0,50.1,49.2,-4.8,99.1,19.577,93.7,95.122,99.8,10.0,100.0,105.0,5.6,101.0,18.6,29.9,17.0,1.961,21.8,11.7,22.1,0.259,84.5,0.346,44.0,6.267,71.2,0.02,45.7,0.5,22.5
34,Kemp Alderman,MIA,OF,22.0,23.113,90.4,82,1.38,95.2,70.7,82.4,20.6,10.9,93.9,99.1,80.8,87.1,87.4,98.9,50.7,51.0,46.6,38.0,38.4,32.1,-47.5,19.2,32.164,24.4,83.696,63.4,33.333,18.4,114.4,95.6,110.3,100.0,61.8,99.8,9.756,96.9,18.2,61.9,0.291,98.1,0.545,97.8,3.859,28.3,0.024,52.1,0.667,35.3
35,Nick Kurtz,ATH,1B,22.0,22.554,94.8,97,1.4,96.3,70.6,81.8,42.7,38.9,86.9,92.4,60.6,62.9,73.8,90.2,51.6,52.0,37.4,22.2,8.8,8.6,-43.3,30.6,25.454,71.2,79.464,30.5,30.952,30.1,110.5,65.5,107.7,92.9,57.4,98.1,14.433,99.8,15.0,41.3,0.268,90.6,0.603,99.8,1.81,8.7,0.0,8.8,0.0,8.8
36,Agustín Ramírez,MIA,C,23.0,24.055,79.6,80,1.09,81.8,70.0,81.3,35.7,28.9,87.5,93.1,37.2,34.0,62.4,76.4,36.4,31.6,52.7,51.3,85.3,92.2,-38.8,42.9,31.41,30.0,81.72,47.7,31.69,26.4,111.8,78.9,109.4,98.8,44.4,78.9,8.75,93.7,25.9,94.1,0.209,26.6,0.393,70.4,6.778,80.4,0.062,86.6,1.0,91.4
37,Jonathon Long,CHC,3B,23.0,23.693,83.4,607,0.98,69.5,69.3,80.7,76.5,83.6,75.2,82.1,78.3,84.6,76.8,93.2,77.4,85.8,64.5,79.1,38.8,34.2,-25.2,75.9,24.405,75.8,85.302,74.7,22.159,78.9,111.6,76.4,105.9,80.4,47.1,87.5,6.59,81.7,10.5,17.4,0.256,81.9,0.445,86.8,3.423,23.7,0.003,18.4,1.0,91.4
38,Alex Freeland,LAD,2B,23.0,24.101,78.5,508,1.0,72.2,69.1,80.2,78.8,86.5,60.3,64.1,61.7,64.6,61.0,72.8,70.2,78.0,63.3,76.5,49.4,47.1,-27.5,71.8,19.011,95.2,83.251,60.1,23.678,71.5,109.7,52.7,104.6,66.2,47.6,88.7,4.724,59.3,16.4,49.2,0.239,63.3,0.389,68.6,4.421,36.2,0.035,63.1,0.75,51.3
39,Sterlin Thompson,COL,RF,24.0,24.263,75.3,513,1.03,75.9,69.0,79.7,62.9,68.4,63.9,69.1,59.8,61.5,61.8,75.7,61.4,67.3,62.1,72.7,63.5,64.4,-31.5,61.9,26.628,61.9,83.97,64.3,24.758,67.1,112.9,88.3,105.1,71.4,40.0,59.9,4.483,56.4,17.3,54.9,0.232,55.4,0.362,54.2,6.87,82.6,0.023,50.3,0.75,51.3
40,Zach Neto,LAA,SS,24.0,24.663,70.1,58,1.2,86.9,68.8,79.1,54.3,58.8,69.2,75.4,67.2,72.7,68.2,84.4,60.8,66.2,51.1,48.4,31.8,24.1,-32.7,58.3,29.6,39.2,86.111,79.1,24.771,66.9,108.6,35.4,105.9,80.4,58.8,99.2,5.172,65.3,20.6,73.3,0.232,55.4,0.47,92.5,4.153,32.0,0.017,41.2,0.333,18.4
41,Roman Anthony,BOS,LF,21.0,21.383,98.9,265,0.93,62.0,68.7,77.8,79.1,87.1,89.3,95.8,81.3,87.6,85.3,98.3,80.2,89.1,64.1,77.5,32.0,24.6,-23.0,80.3,19.355,94.1,84.27,66.4,27.034,53.4,116.0,98.6,109.6,99.3,57.6,98.5,12.075,98.7,6.3,3.7,0.283,96.2,0.581,98.9,4.565,37.9,0.011,32.1,0.5,22.5
42,Dalton Rushing,LAD,C,24.0,24.605,70.7,149,1.02,74.6,68.7,77.8,77.9,85.2,63.6,68.1,42.8,40.7,53.2,54.9,60.4,65.6,56.6,60.4,49.2,46.3,-25.6,74.9,17.778,97.5,79.429,30.3,26.407,56.2,108.3,31.4,105.4,74.9,43.8,77.2,6.04,76.9,10.1,15.5,0.232,55.4,0.426,81.6,4.829,44.0,0.007,24.9,1.0,91.4
43,Harry Ford,WSN,C,22.0,22.606,94.3,458,1.0,72.2,68.7,77.8,85.1,92.4,59.2,62.5,62.6,66.6,60.9,72.3,73.8,83.0,58.9,62.8,29.0,21.9,-22.2,81.8,17.468,98.0,82.877,56.9,23.228,73.9,109.3,45.5,103.4,48.9,41.9,70.3,5.459,68.2,14.2,35.5,0.242,68.2,0.408,76.0,3.179,20.7,0.015,37.2,0.636,31.0
44,Rece Hinds,CIN,RF,24.0,25.068,62.2,436,1.22,88.5,68.7,77.8,18.1,8.4,89.9,96.2,65.0,69.6,77.4,94.8,41.6,39.0,52.4,49.7,74.1,78.3,-44.2,27.9,38.437,4.4,80.522,38.6,34.154,14.2,113.4,91.3,107.8,93.6,46.5,85.8,8.486,92.4,18.0,60.5,0.27,91.5,0.505,95.9,6.64,77.8,0.048,76.7,0.808,64.7
45,Jesus Rodriguez,SFG,C,23.0,23.439,86.5,535,1.01,73.5,68.3,76.2,75.3,81.6,40.4,36.7,94.4,97.2,67.4,83.2,84.8,94.1,72.2,89.0,46.8,43.9,-15.0,92.8,31.013,32.2,91.5,96.5,16.071,96.3,109.9,57.6,103.0,41.8,36.6,45.4,2.243,26.4,10.7,18.3,0.271,92.2,0.374,60.1,4.174,32.5,0.037,64.7,0.714,44.7
46,Gabriel Rincones Jr.,PHI,RF,24.0,24.578,71.0,506,0.97,68.2,68.3,76.2,64.2,72.1,83.1,90.0,56.4,57.2,69.8,86.2,60.3,65.4,61.9,71.7,65.0,65.8,-29.2,66.9,24.547,75.4,81.699,47.1,28.879,40.7,116.4,98.9,108.6,96.5,48.1,89.5,6.324,80.0,16.1,47.4,0.24,65.6,0.423,80.9,5.559,58.8,0.042,72.2,0.808,64.7
47,Victor Mesa Jr.,TBR,RF,23.0,24.06,79.3,171,1.19,85.8,67.5,75.4,58.3,63.4,43.7,42.9,52.2,52.7,48.0,45.3,55.2,58.8,53.0,52.1,48.6,44.9,-22.9,80.6,32.184,24.2,78.814,26.6,27.012,53.6,108.6,35.4,103.4,48.9,32.5,27.1,2.924,35.9,13.9,34.3,0.25,77.7,0.379,64.4,4.612,38.8,0.023,50.3,0.8,61.8
48,Samuel Basallo,BAL,C,20.0,21.131,99.1,321,1.19,85.8,67.0,74.9,40.6,35.8,92.9,98.5,69.1,75.5,81.0,96.5,54.8,57.7,38.9,25.1,7.1,4.8,-33.7,55.6,33.059,20.7,81.953,50.5,30.397,32.9,115.9,98.1,108.2,95.1,57.4,98.1,12.773,99.3,15.7,45.3,0.262,87.7,0.585,99.1,1.247,4.6,0.0,8.8,0.0,8.8
49,Marcus Smith,0,LF,24.0,25.051,62.7,76,1.11,82.6,66.9,74.3,39.3,34.5,65.5,71.0,20.2,13.5,42.8,32.9,29.8,20.3,49.7,43.6,89.5,97.9,-48.7,17.2,20.833,90.1,77.012,17.9,33.333,18.4,111.0,71.6,106.1,82.6,51.4,93.7,5.263,66.3,8.6,11.0,0.205,22.4,0.394,70.8,8.335,96.3,0.053,80.5,1.0,91.4
50,Blaze Jordan,STL,3B,22.0,22.782,93.0,368,1.04,77.5,66.7,73.8,65.8,74.0,52.7,55.6,61.9,65.1,57.3,63.0,63.8,70.4,54.9,57.0,37.1,28.9,-16.5,91.3,37.099,6.5,88.443,88.5,18.841,90.8,110.6,67.3,105.1,71.4,34.5,36.1,3.804,47.9,14.8,40.2,0.218,35.3,0.337,38.1,5.175,51.7,0.005,21.7,0.667,35.3
51,Warming Bernabel,0,3B,23.0,23.318,88.2,316,1.06,80.5,66.3,73.3,65.3,73.5,29.1,22.1,76.6,82.2,52.8,54.2,70.9,79.2,62.0,72.2,44.1,39.6,-17.3,90.2,36.735,7.8,90.54,94.7,19.366,89.3,110.1,60.5,100.1,10.5,22.8,4.9,1.582,13.5,21.7,78.5,0.235,58.4,0.308,21.6,4.112,31.8,0.016,39.0,0.833,71.1
52,Yanquiel Fernández,NYY,RF,22.0,22.746,93.4,271,1.11,82.6,66.2,72.7,55.8,60.6,78.1,85.1,53.6,54.4,65.8,80.2,54.7,57.3,39.7,26.7,9.8,9.1,-19.5,87.6,41.122,1.3,80.124,34.9,26.015,58.0,111.0,71.6,105.5,76.1,37.7,49.2,6.642,82.1,21.6,77.9,0.246,72.4,0.414,78.5,2.191,11.3,0.0,8.8,0.0,8.8
53,Kristian Robinson,ARI,LF,24.0,24.802,67.8,178,0.99,70.9,65.8,72.2,66.0,74.4,43.4,42.7,30.5,27.7,37.0,24.0,48.2,48.9,61.8,70.6,88.8,96.8,-31.0,62.7,20.833,90.1,78.008,21.8,29.141,37.9,108.2,30.5,104.1,59.4,37.9,50.4,3.933,49.9,9.7,14.8,0.221,39.2,0.344,43.0,7.859,92.8,0.056,82.4,1.0,91.4
54,Zac Veen,COL,LF,23.0,23.8,82.8,412,1.01,73.5,65.1,71.7,50.3,52.1,52.5,55.1,71.4,77.1,62.0,76.0,60.8,66.2,62.5,73.8,65.8,67.6,-32.3,59.7,31.526,29.0,83.137,59.5,25.921,58.8,108.4,32.5,105.3,73.3,47.0,86.9,3.398,42.0,16.2,47.9,0.258,83.4,0.395,71.6,6.582,76.9,0.036,63.6,0.75,51.3
55,Max Muncy,ATH,3B,22.0,23.099,90.6,141,0.99,70.9,64.8,71.1,48.4,47.8,88.0,94.3,79.3,85.8,83.6,97.4,63.8,70.4,52.6,50.5,30.1,22.5,-37.6,45.3,28.421,47.5,85.714,76.7,26.033,57.7,112.0,80.7,108.8,97.1,41.3,67.2,7.801,90.6,23.7,86.5,0.256,81.9,0.428,82.4,4.8,42.5,0.007,24.9,0.25,17.6
56,Dylan Crews,WSN,RF,23.0,23.592,84.7,45,0.96,66.8,64.7,70.6,55.0,59.6,65.2,70.8,83.8,89.1,74.5,91.6,69.4,77.3,65.1,80.7,56.4,56.1,-29.0,67.4,32.954,21.4,86.792,82.1,23.171,74.3,107.4,22.5,105.6,77.2,32.4,26.4,6.667,82.5,14.7,39.4,0.26,85.4,0.402,73.5,4.737,41.6,0.022,48.4,1.0,91.4
57,Kyle Teel,CHW,C,23.0,23.622,84.1,213,0.98,69.5,64.5,70.1,50.1,51.2,71.6,77.8,46.6,46.3,59.1,68.1,48.4,49.5,54.5,56.1,66.9,70.6,-36.7,47.9,26.878,59.3,78.676,25.9,28.676,42.0,111.8,78.9,104.7,67.4,41.9,70.3,5.634,71.1,15.5,43.5,0.241,67.2,0.433,84.1,5.862,63.7,0.033,62.3,0.875,78.3
58,Drew Gilbert,SFG,CF,24.0,25.008,63.6,381,0.93,62.0,64.1,69.5,83.2,90.7,64.1,69.4,65.4,70.6,64.8,78.5,74.3,83.6,61.5,69.5,35.8,26.7,-20.7,85.0,23.271,80.6,87.169,84.7,21.321,82.4,110.1,60.5,105.6,77.2,37.7,49.2,4.724,59.3,23.5,85.8,0.226,46.1,0.361,53.1,4.247,33.3,0.016,39.0,0.667,35.3
59,Juan Brito,CLE,2B,23.0,24.016,79.9,99,1.04,77.5,63.9,69.0,57.2,61.8,41.9,40.5,26.2,20.4,34.0,21.4,41.7,39.7,49.5,42.8,65.0,65.8,-29.3,66.3,30.736,33.7,80.741,40.3,24.272,69.9,107.3,21.4,99.7,7.2,23.8,5.7,5.051,63.6,26.6,95.0,0.19,12.1,0.316,25.9,6.721,79.7,0.04,69.3,0.667,35.3
60,Luisangel Acuña,CHW,SS,23.0,23.554,85.5,122,0.87,52.1,63.7,68.2,78.1,85.8,48.1,49.1,74.8,80.4,61.4,74.5,76.4,85.5,77.6,93.0,80.0,86.9,-23.8,78.9,26.316,64.9,88.889,89.7,16.268,96.1,110.4,63.7,103.8,56.0,35.1,38.9,4.098,52.1,6.4,4.1,0.236,59.8,0.343,42.6,6.961,83.7,0.066,88.8,0.8,61.8
61,Vaughn Grissom,LAA,2B,24.0,24.734,68.9,418,0.93,62.0,63.7,68.2,64.0,71.7,66.6,71.8,87.4,91.3,77.0,93.8,75.7,84.5,67.7,84.2,51.8,52.4,-26.1,74.1,29.112,42.5,89.579,91.3,24.027,70.8,110.1,60.5,104.6,66.2,39.1,55.9,5.742,72.9,13.2,30.2,0.258,83.4,0.416,79.1,4.875,45.1,0.022,48.4,0.818,67.1
62,Jorbit Vivas,WSN,3B,24.0,24.561,71.3,459,0.89,56.1,63.6,67.4,93.6,98.4,43.8,43.1,92.4,95.9,68.1,84.1,93.0,98.8,74.8,91.2,38.5,32.6,-5.7,98.9,23.016,82.4,91.682,97.2,15.476,96.9,109.8,55.6,101.7,26.8,30.7,18.4,2.832,33.8,16.5,50.5,0.262,87.7,0.377,63.2,4.11,31.6,0.026,54.3,0.571,27.5
63,José Tena,WSN,DH,24.0,24.531,71.6,240,0.91,60.2,62.6,66.8,53.2,57.2,69.4,75.7,62.5,66.2,66.0,80.6,57.8,62.1,64.2,78.3,76.8,83.4,-36.7,47.9,26.718,61.2,81.704,47.3,26.696,54.7,110.9,70.3,106.0,81.6,41.3,67.2,5.833,74.0,11.3,20.5,0.25,77.7,0.403,74.1,6.008,67.3,0.088,96.3,0.808,64.7
