Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
243,Carter Kieboom,PHI,3B,28,28.074,7.2,402,,,,,51.0,54.1,41.1,38.6,76.7,82.7,58.9,67.1,63.8,70.4,,,,,-30.3,63.9,32.02,25.3,85.857,77.6,26.127,57.3,108.5,33.8,103.6,52.4,41.0,65.1,2.736,32.6,19.5,68.5,0.249,75.8,0.337,38.1,5.156,51.2,,,,
244,Ryan Kreidler,MIN,SS,27,27.882,10.9,401,,,,,47.9,47.1,54.9,57.5,31.6,29.1,43.2,33.8,39.8,37.0,,,,,-39.9,38.9,22.914,82.8,77.348,18.5,33.469,18.1,105.4,6.9,102.1,31.6,37.8,49.8,5.985,76.0,21.2,75.9,0.225,44.6,0.391,69.2,4.388,35.5,,,,
245,Wade Meckler,LAA,LF,25,25.443,57.2,401,,,,,86.0,93.2,23.1,15.9,71.0,76.7,47.0,43.2,78.5,87.0,,,,,-21.8,83.0,17.813,97.2,85.23,72.8,22.581,76.9,109.6,50.0,100.7,15.4,28.1,13.3,1.746,17.4,5.2,1.6,0.243,69.2,0.318,27.8,4.826,43.8,,,,
246,Jarred Kelenic,CHW,RF,26,26.209,42.9,399,,,,,24.4,16.9,55.6,57.7,33.6,30.7,44.6,36.1,29.0,19.0,,,,,-46.2,21.5,32.156,24.6,79.468,30.7,30.506,31.4,108.5,33.8,103.1,43.2,38.6,53.6,5.514,69.7,19.0,67.0,0.219,36.4,0.363,55.1,5.336,54.7,,,,
247,Freddy Zamora,MIL,SS,26,26.913,29.3,396,,,,,84.5,91.7,23.6,16.8,62.1,65.6,42.8,32.9,73.3,82.1,,,,,-22.8,80.8,20.0,92.4,84.527,68.8,21.476,81.9,107.6,24.4,99.7,7.2,27.0,9.8,1.768,18.7,18.6,64.4,0.232,55.4,0.316,25.9,4.028,30.3,,,,
248,Darren Baker,CHW,2B,26,26.634,34.6,393,,,,,70.0,77.9,14.1,5.7,67.8,73.1,40.9,30.5,68.9,77.1,,,,,-24.4,77.8,29.271,41.2,86.062,78.4,17.36,93.7,109.7,52.7,100.0,9.6,29.3,15.4,0.0,2.4,2.5,0.2,0.234,57.1,0.281,12.6,6.445,73.6,,,,
249,Chase Strumpf,0,3B,27,27.565,17.2,392,,,,,43.1,39.3,50.4,52.9,10.2,4.4,30.3,15.5,26.6,16.1,,,,,-45.1,24.5,19.341,94.3,75.047,10.0,34.61,12.6,109.7,52.7,102.6,37.0,41.4,68.2,4.847,61.4,17.2,54.4,0.186,10.3,0.338,39.1,6.106,69.3,,,,
250,Alika Williams,PIT,SS,26,26.554,36.5,391,,,,,52.8,56.5,41.3,39.0,76.7,82.7,59.0,67.5,64.8,71.8,,,,,-28.9,68.0,35.526,10.0,88.288,87.8,22.125,79.1,110.3,62.6,101.2,21.2,30.9,19.4,3.069,37.5,15.7,45.3,0.24,65.6,0.349,46.0,4.809,42.9,,,,
251,James Outman,MIN,CF,28,28.381,1.7,390,,,,,31.6,25.5,89.0,95.4,38.1,35.1,63.6,77.2,34.8,28.0,,,,,-50.1,15.3,25.21,72.3,76.667,15.5,35.067,11.1,112.0,80.7,106.5,86.1,50.0,92.2,7.949,90.8,25.0,91.7,0.237,60.7,0.486,94.4,8.642,97.6,,,,
252,Buddy Kennedy,SFG,1B,26,26.987,27.7,384,,,,,88.9,95.0,41.0,38.3,79.2,85.6,60.1,70.8,84.1,93.7,,,,,-17.4,90.0,21.353,88.0,88.616,89.1,20.197,87.4,109.1,41.6,102.8,39.8,35.8,41.5,2.344,28.1,23.6,86.2,0.243,69.2,0.341,41.3,3.934,29.2,,,,
253,Luis De Los Santos,0,3B,27,27.31,21.2,382,,,,,22.1,13.0,49.2,51.0,56.4,57.2,52.8,54.2,39.2,36.1,,,,,-45.1,24.5,38.128,5.2,85.647,76.3,28.754,41.4,114.4,95.6,106.4,85.4,38.3,51.9,2.356,28.3,14.1,35.1,0.219,36.4,0.307,20.8,3.852,28.1,,,,
254,Mike Antico,STL,OF,27,27.619,15.5,381,,,,,37.2,31.5,55.9,58.6,48.8,48.5,52.4,53.1,43.0,41.8,,,,,-38.4,43.9,31.806,27.0,81.563,45.5,29.919,35.7,110.6,67.3,103.2,44.9,32.8,27.8,4.724,59.3,18.0,60.5,0.23,52.0,0.353,48.1,6.556,76.5,,,,
255,Luke Waddell,ATL,SS,27,27.217,23.6,380,,,,,93.4,98.0,17.3,8.6,78.9,85.4,48.1,45.8,86.2,95.2,,,,,-12.7,94.4,21.046,88.7,89.89,92.2,13.312,98.0,109.8,55.6,98.8,3.5,23.0,5.2,0.526,5.4,9.5,13.9,0.24,65.6,0.305,19.5,3.324,22.7,,,,
256,Payton Eeles,BAL,2B,25,25.873,48.9,378,,,,,84.2,91.5,17.2,8.3,60.0,61.9,38.6,26.1,72.1,80.8,,,,,-22.0,82.4,21.618,87.1,85.068,72.1,20.718,84.3,106.2,11.1,99.4,5.1,28.0,12.6,2.116,24.4,8.3,9.3,0.227,47.8,0.314,24.6,5.862,63.7,,,,
257,Andrew Navigato,0,SS,27,27.343,20.9,376,,,,,16.7,7.2,41.5,40.0,14.0,8.4,27.8,13.3,15.4,4.9,,,,,-54.4,8.6,31.9,26.0,76.971,17.0,32.31,23.1,107.3,21.4,102.2,32.7,34.7,36.8,4.255,53.8,21.9,79.5,0.187,11.1,0.316,25.9,5.773,61.9,,,,
258,Billy Cook,PIT,CF,26,26.73,33.0,375,,,,,28.5,21.2,44.6,44.4,20.0,13.3,32.3,18.3,24.2,13.3,,,,,-45.3,23.2,31.096,31.8,78.355,23.1,29.463,36.8,108.8,37.6,102.8,39.8,35.6,40.5,4.0,50.7,23.0,85.0,0.197,16.9,0.313,24.1,6.071,68.8,,,,
259,Joey Loperfido,HOU,LF,26,26.39,39.5,373,,,,,47.8,46.8,63.1,67.1,68.5,74.1,65.8,80.2,58.2,62.5,,,,,-35.0,51.7,30.864,33.3,82.59,55.1,25.718,59.9,113.2,89.9,104.3,62.5,39.0,55.1,3.485,42.9,19.7,69.5,0.256,81.9,0.401,73.2,5.629,60.1,,,,
260,Johnathan Rodríguez,BAL,RF,25,25.906,48.5,373,,,,,49.5,50.4,81.3,88.9,75.6,80.8,78.4,95.2,62.6,69.0,,,,,-34.7,53.4,29.001,43.8,86.308,79.7,27.858,48.4,114.2,95.0,108.9,97.8,50.2,92.7,6.702,82.8,14.6,38.7,0.245,71.4,0.402,73.5,2.167,10.9,,,,
261,Leody Taveras,BAL,CF,27,27.061,26.4,372,,,,,81.6,89.3,68.3,74.3,89.9,94.4,79.1,95.6,85.8,94.6,,,,,-19.6,87.1,25.845,68.4,87.204,85.0,20.126,87.8,111.0,71.6,106.0,81.6,42.3,72.1,4.57,57.5,16.5,50.5,0.277,94.8,0.425,81.3,7.833,92.6,,,,
262,Tirso Ornelas,SDP,LF,25,25.555,54.8,371,,,,,76.5,83.6,44.5,44.0,78.8,85.2,61.6,74.9,77.6,86.1,,,,,-22.2,81.8,26.316,64.9,87.952,87.1,21.626,80.8,111.9,79.8,104.8,68.7,35.0,38.1,1.617,14.2,18.7,65.1,0.244,70.4,0.334,35.6,4.321,34.9,,,,
263,Jose Miranda,SDP,3B,27,27.255,22.3,371,,,,,60.0,66.2,27.6,19.9,53.0,53.8,40.3,28.9,56.5,60.5,,,,,-22.7,81.0,34.61,14.2,88.416,88.0,22.781,76.3,109.0,40.0,101.4,23.2,28.5,14.2,2.156,24.9,16.5,50.5,0.199,18.0,0.285,14.3,2.171,11.1,,,,
264,Livan Soto,0,SS,25,25.273,58.8,366,,,,,59.6,66.0,12.1,4.6,44.3,43.0,28.2,13.8,52.0,52.9,,,,,-31.8,60.6,28.171,49.2,85.778,76.9,23.449,72.5,103.1,1.5,97.1,1.5,17.9,1.3,0.82,6.8,21.9,79.5,0.189,11.7,0.258,6.1,3.341,22.9,,,,
265,Aaron Schunk,ATL,SS,28,28.186,5.2,363,,,,,49.4,50.0,39.6,35.7,80.4,86.8,60.0,70.4,64.9,72.3,,,,,-28.4,69.3,38.819,3.5,86.514,80.6,24.514,68.4,107.5,23.6,102.3,34.1,32.2,25.6,2.479,29.5,18.6,64.4,0.254,80.1,0.377,63.2,5.923,65.1,,,,
266,Yonny Hernández,NYM,SS,27,27.409,19.7,361,,,,,85.2,92.6,13.6,5.4,90.5,95.0,52.0,51.5,87.8,96.7,,,,,-9.7,97.4,27.299,56.0,92.892,98.3,11.933,98.7,108.3,31.4,98.1,2.4,20.6,2.6,0.277,5.0,8.5,10.1,0.257,82.7,0.315,25.1,5.353,55.1,,,,
267,Gage Workman,DET,3B,25,25.936,47.4,358,,,,,15.4,6.0,79.7,87.1,11.0,5.8,45.4,38.7,13.2,3.5,,,,,-64.3,3.3,29.025,43.6,73.794,7.2,39.088,3.5,111.3,73.2,105.7,78.5,49.7,91.7,7.263,86.7,21.3,76.7,0.194,14.9,0.406,75.4,7.062,85.4,,,,
268,Hunter Bishop,0,OF,27,27.266,22.1,356,,,,,20.0,9.9,59.1,62.3,43.0,41.2,51.0,50.1,31.5,22.3,,,,,-52.0,12.0,31.697,28.1,82.921,57.5,31.446,27.7,112.7,86.2,107.3,91.0,40.7,63.6,4.213,52.9,13.8,33.6,0.211,28.6,0.325,30.9,7.215,86.7,,,,
269,Davis Wendzel,PIT,3B,28,28.356,2.7,356,,,,,77.3,84.5,60.6,64.6,69.1,75.5,64.8,78.5,73.2,81.8,,,,,-25.0,76.5,24.219,76.9,85.321,74.9,21.865,79.7,110.4,63.7,102.7,38.6,32.0,24.6,4.494,56.6,28.7,97.2,0.239,63.3,0.384,66.6,2.752,15.3,,,,
270,Will Robertson,BAL,LF,27,27.762,11.9,354,,,,,43.9,41.1,91.7,97.6,62.9,67.0,77.3,94.6,53.4,55.7,,,,,-36.2,49.2,30.223,35.7,82.988,58.6,28.571,43.1,114.8,96.5,108.2,95.1,49.1,91.2,7.627,88.9,25.0,91.7,0.241,67.2,0.453,89.4,4.021,29.8,,,,
271,Troy Johnston,COL,RF,28,28.274,4.1,354,,,,,50.9,53.6,51.3,54.6,66.1,71.6,58.7,66.1,58.5,62.7,,,,,-30.5,63.6,32.548,23.3,81.878,49.5,25.626,60.6,107.1,18.2,103.2,44.9,40.4,61.1,4.52,57.1,16.2,47.9,0.257,82.7,0.409,76.6,8.35,96.5,,,,
272,Rodolfo Durán,SDP,C,27,27.611,15.8,352,,,,,51.1,54.7,72.7,79.1,79.8,86.2,76.2,92.6,65.4,73.1,,,,,-30.9,63.1,33.968,16.1,85.039,71.9,23.328,73.4,112.9,88.3,103.7,54.1,41.7,69.3,5.682,72.1,17.6,57.6,0.262,87.7,0.436,84.7,5.22,52.3,,,,
273,Austin Shenton,0,1B,27,27.688,14.4,352,,,,,40.6,35.8,65.1,70.6,25.4,18.8,45.2,38.2,33.0,25.8,,,,,-39.4,41.0,28.198,49.0,79.294,29.6,31.513,27.2,109.2,43.9,103.4,48.9,37.4,48.0,6.25,79.3,24.6,90.4,0.203,21.2,0.374,60.1,1.862,8.9,,,,
274,Brett Wisely,ATL,2B,26,26.398,39.1,351,,,,,72.5,80.2,39.7,35.9,64.6,69.0,52.2,52.2,68.6,76.9,,,,,-28.5,69.0,26.28,65.6,85.843,77.3,18.75,91.5,108.1,29.7,101.7,26.8,34.0,32.1,3.134,38.6,18.7,65.1,0.23,52.0,0.354,49.2,0.143,1.0,,,,
275,Otto Kemp,PHI,LF,26,26.059,44.8,343,,,,,36.4,29.6,87.5,93.1,45.0,44.3,66.2,81.2,40.7,37.7,,,,,-38.5,43.6,29.681,38.8,78.884,26.8,33.866,14.8,113.4,91.3,106.4,85.4,45.2,82.6,7.289,87.6,23.0,85.0,0.239,63.3,0.446,87.4,6.293,71.5,,,,
276,Dru Baker,CHW,CF,25,25.525,55.2,337,,,,,22.1,13.0,29.3,22.9,29.9,26.6,29.6,15.3,26.0,15.3,,,,,-47.2,20.0,32.879,21.6,75.663,12.0,31.329,28.3,106.4,12.5,101.1,19.8,34.1,33.3,3.264,40.7,11.2,20.3,0.227,47.8,0.335,36.6,3.785,27.2,,,,
277,Joey Wiemer,WSN,RF,26,26.634,34.6,337,,,,,39.5,34.9,59.9,63.6,32.2,29.6,46.0,39.5,35.8,30.3,,,,,-39.4,41.0,29.53,39.8,81.658,46.5,29.935,35.3,109.9,57.6,104.4,64.1,35.1,38.9,5.341,67.3,21.8,78.9,0.199,18.0,0.334,35.6,5.093,49.7,,,,
278,Hunter Feduccia,TBR,C,28,28.32,3.5,333,,,,,80.0,88.2,62.6,66.4,78.2,84.3,70.4,86.9,79.1,88.0,,,,,-27.0,72.3,19.772,93.2,84.314,66.7,22.121,79.3,109.8,55.6,105.2,72.1,43.3,76.3,4.505,56.9,14.4,36.8,0.266,89.8,0.429,82.9,5.569,59.0,,,,
279,Tyler Gentry,0,OF,26,26.661,33.8,332,,,,,37.2,31.5,28.8,21.4,25.1,17.9,27.0,12.0,31.2,21.9,,,,,-45.2,23.7,26.929,58.2,80.392,37.6,29.01,39.4,107.7,25.3,102.8,39.8,33.8,31.0,1.807,19.2,22.1,81.3,0.191,12.6,0.281,12.6,5.219,52.1,,,,
280,Justyn-Henry Malloy,TBR,RF,25,25.613,54.1,329,,,,,80.6,88.5,67.8,73.2,68.0,73.4,67.9,83.7,74.3,83.6,,,,,-23.5,79.6,16.343,99.3,81.234,43.1,26.627,54.9,110.8,69.2,103.2,44.9,36.4,44.2,5.471,68.8,18.3,62.2,0.272,92.8,0.449,88.2,3.689,26.6,,,,
281,Anthony Prato,0,SS,27,27.389,19.9,327,,,,,82.3,89.8,31.1,24.8,75.8,81.2,53.4,55.3,79.0,87.7,,,,,-21.3,84.0,23.878,78.4,86.798,82.4,20.921,83.7,109.7,52.7,100.8,16.6,31.6,23.4,2.141,24.6,10.7,18.3,0.243,69.2,0.345,43.5,6.057,68.2,,,,
282,Cooper Johnson,TEX,C,27,27.433,19.2,322,,,,,48.4,47.8,25.0,17.9,21.4,14.4,23.2,7.5,34.9,28.3,,,,,-41.6,35.8,24.138,77.8,79.426,30.1,29.848,35.9,107.2,19.8,101.1,19.8,27.3,10.5,1.863,19.9,23.8,86.9,0.191,12.6,0.28,12.2,4.21,32.9,,,,
283,Peyton Wilson,KCR,2B,25,25.914,47.8,319,,,,,29.0,22.2,16.2,7.6,17.6,10.8,16.9,3.1,23.3,12.3,,,,,-42.5,33.2,31.975,25.5,77.193,18.3,32.172,23.7,105.2,6.1,100.1,10.5,29.1,14.8,1.567,13.1,19.3,68.0,0.197,16.9,0.275,9.4,5.01,48.1,,,,
284,José Barrero,BAL,SS,27,27.488,18.6,319,,,,,11.7,3.5,67.3,72.8,26.6,21.0,47.0,43.2,19.2,8.9,,,,,-50.5,14.6,35.981,8.9,78.608,25.5,35.864,8.7,111.6,76.4,105.6,77.2,40.5,61.7,4.389,54.9,31.6,98.4,0.21,27.7,0.365,56.6,6.716,79.1,,,,
285,Ismael Munguia,TOR,LF,26,26.949,28.6,315,,,,,71.4,79.3,26.8,19.4,95.3,97.8,61.0,72.8,83.4,92.7,,,,,-8.8,97.8,35.524,10.2,91.774,97.4,14.771,97.2,109.4,46.7,100.7,15.4,32.5,27.1,1.27,11.1,13.4,31.8,0.273,93.2,0.348,45.2,7.028,84.7,,,,
286,Braden Shewmake,NYY,SS,27,27.863,11.1,315,,,,,56.6,61.2,36.2,30.5,47.0,46.9,41.6,31.0,51.8,52.6,,,,,-23.5,79.6,38.118,5.4,83.245,59.9,22.927,75.8,109.3,45.5,100.8,16.6,30.9,19.4,2.857,34.2,22.1,81.3,0.217,34.2,0.317,27.0,7.522,88.9,,,,
287,Ernesto Martinez Jr.,NYY,1B,26,26.281,41.8,311,,,,,41.6,36.6,78.8,86.1,42.4,40.3,60.6,71.7,42.0,40.2,,,,,-39.5,40.3,28.49,47.1,79.769,32.9,29.487,36.6,115.5,97.7,110.1,99.7,42.5,73.5,5.466,68.6,22.0,80.5,0.23,52.0,0.375,61.1,3.775,27.0,,,,
288,Steward Berroa,MIL,RF,26,26.322,41.0,310,,,,,52.2,55.8,29.0,21.7,26.4,20.7,27.7,13.1,39.3,36.4,,,,,-37.1,46.6,25.731,69.3,78.378,23.4,28.938,40.3,109.9,57.6,101.7,26.8,31.0,20.3,1.29,11.5,20.9,74.5,0.212,29.4,0.285,14.3,6.062,68.4,,,,
289,Jordyn Adams,MIL,CF,25,25.952,46.9,310,,,,,21.9,12.5,23.9,17.3,9.3,3.7,16.6,2.6,15.6,5.2,,,,,-51.2,13.3,29.86,37.7,75.0,9.8,33.042,19.6,108.1,29.7,102.0,30.5,34.1,33.3,2.258,26.6,10.9,19.4,0.184,8.8,0.277,10.7,7.745,91.5,,,,
290,Ronny Simon,PIT,2B,25,25.454,57.0,308,,,,,77.7,85.0,57.0,60.3,86.1,90.6,71.6,87.6,81.9,90.4,,,,,-19.6,87.1,27.012,57.1,85.879,78.0,20.561,85.2,110.1,60.5,103.5,50.8,42.1,71.2,4.221,53.4,13.1,29.5,0.275,94.2,0.418,79.5,6.49,74.9,,,,
291,Anthony Seigler,BOS,2B,26,26.281,41.8,307,,,,,85.4,92.8,57.5,61.0,81.5,87.8,69.5,85.6,83.4,92.7,,,,,-21.5,83.4,19.911,92.8,85.25,73.2,22.097,79.5,107.9,27.0,101.8,28.3,45.8,84.4,5.863,74.5,15.6,44.3,0.266,89.8,0.441,86.4,7.877,93.2,,,,
292,Ji Hwan Bae,NYM,CF,26,26.182,43.2,305,,,,,72.1,80.0,32.0,25.9,60.2,62.2,46.1,40.2,66.2,74.4,,,,,-28.9,68.0,22.69,84.7,82.338,53.2,25.333,63.4,108.5,33.8,103.4,48.9,38.5,52.6,1.967,22.0,8.8,11.9,0.241,67.2,0.343,42.6,8.969,98.3,,,,
293,Cooper Bowman,TBR,2B,25,25.681,53.4,301,,,,,53.2,57.2,23.6,16.8,35.2,32.2,29.4,14.8,44.2,42.7,,,,,-36.6,48.5,26.427,63.4,81.105,42.7,27.668,49.7,109.2,43.9,100.1,10.5,27.6,11.8,1.661,14.8,19.6,69.0,0.21,27.7,0.277,10.7,7.987,94.6,,,,
294,Leo Rivas,SEA,3B,27,27.973,9.2,299,,,,,91.9,97.1,20.9,12.9,59.4,61.0,40.2,28.5,75.6,84.3,,,,,-18.7,89.1,13.92,100.0,85.393,75.3,20.264,86.6,103.6,2.7,99.3,4.6,25.6,7.2,1.672,15.3,24.3,89.0,0.224,43.5,0.317,27.0,7.495,88.7,,,,
295,Edouard Julien,COL,2B,26,26.42,38.4,299,,,,,63.6,70.8,46.7,46.3,42.6,40.5,44.7,36.6,53.1,54.5,,,,,-37.1,46.6,17.778,97.5,80.387,37.3,26.556,55.3,107.9,27.0,103.7,54.1,42.4,72.9,4.013,51.0,11.9,23.1,0.227,47.8,0.375,61.1,4.704,40.3,,,,
296,Tyler McDonough,BOS,2B,26,26.497,37.3,299,,,,,48.5,48.1,40.8,37.9,61.8,64.9,51.3,50.5,55.2,58.8,,,,,-40.1,38.2,27.066,56.9,84.463,68.2,25.528,61.7,109.7,52.7,103.3,46.8,39.1,55.9,2.341,27.9,21.9,79.5,0.232,55.4,0.321,28.6,4.725,40.8,,,,
297,Terrin Vavra,0,2B,28,28.386,1.1,298,,,,,65.8,74.0,15.9,7.2,40.3,38.3,28.1,13.5,53.0,54.2,,,,,-27.6,71.5,27.113,56.4,80.526,38.8,24.909,65.8,105.8,9.0,99.9,8.6,24.8,6.5,2.013,22.4,6.9,5.2,0.223,41.9,0.31,22.4,4.994,47.4,,,,
298,TT Bowens,0,1B,27,27.346,20.5,296,,,,,15.8,6.3,85.4,91.9,25.4,18.8,55.4,59.3,20.6,9.8,,,,,-53.6,10.2,31.336,30.7,74.599,8.9,36.625,7.4,112.0,80.7,107.2,90.1,46.0,85.2,7.77,90.4,18.5,63.4,0.223,41.9,0.446,87.4,2.629,14.2,,,,
299,Corey Rosier,0,RF,26,26.064,44.3,296,,,,,71.7,79.5,18.5,10.2,58.0,59.5,38.2,24.9,64.8,71.8,,,,,-23.6,79.2,25.484,71.0,84.333,66.9,26.856,53.8,107.8,26.0,100.8,16.6,34.0,32.1,1.351,11.8,13.4,31.8,0.228,49.2,0.304,19.1,4.402,35.7,,,,
300,José Fermín,STL,LF,26,26.508,37.1,293,,,,,97.8,99.6,28.6,20.9,88.2,92.3,58.4,65.6,93.0,98.8,,,,,-1.6,100.0,19.872,93.0,93.471,98.7,10.361,99.6,107.9,27.0,100.8,16.6,35.5,40.1,1.706,16.1,20.6,73.3,0.25,77.7,0.34,40.3,5.371,55.6,,,,
301,Will Wilson,SEA,3B,27,27.195,23.8,292,,,,,41.4,36.3,54.1,56.9,33.2,30.4,43.7,35.1,37.3,33.2,,,,,-35.0,51.7,30.981,32.7,80.0,34.0,31.238,28.5,109.0,40.0,103.1,43.2,39.9,59.3,5.479,69.2,13.8,33.6,0.215,32.4,0.373,59.5,4.736,41.4,,,,
302,Cristian Pache,NYM,OF,26,26.864,30.3,288,,,,,47.5,46.0,37.1,32.0,31.0,27.9,34.0,21.4,39.2,36.1,,,,,-41.6,35.8,25.293,71.9,81.214,42.9,28.974,40.1,108.4,32.5,103.7,54.1,36.8,46.0,2.778,33.3,18.0,60.5,0.2,19.2,0.307,20.8,6.399,73.2,,,,
303,Jack Winkler,HOU,2B,26,26.905,29.5,281,,,,,26.8,19.2,33.7,27.7,25.1,17.9,29.4,14.8,26.0,15.3,,,,,-46.9,20.5,29.107,42.7,77.545,19.2,33.199,18.7,108.5,33.8,103.1,43.2,29.3,15.4,2.491,30.1,18.4,62.6,0.214,31.0,0.293,16.7,6.359,72.8,,,,
304,Blake Hunt,SDP,C,26,26.888,29.8,280,,,,,56.8,61.4,56.9,60.1,65.3,70.2,61.1,73.2,61.0,66.9,,,,,-31.7,61.0,29.058,43.2,84.384,67.3,24.805,66.7,109.5,48.3,104.2,61.2,40.6,62.4,3.929,49.7,23.9,87.5,0.239,63.3,0.367,57.6,3.594,25.5,,,,
305,Hayden Cantrelle,CHC,2B,26,26.847,30.8,278,,,,,35.7,28.9,9.1,2.4,24.1,16.3,16.6,2.6,29.9,20.8,,,,,-53.5,10.6,23.835,78.6,79.89,33.3,30.242,34.0,101.2,0.4,94.8,0.2,9.4,0.2,0.36,5.2,18.1,61.4,0.194,14.9,0.253,5.4,6.706,78.9,,,,
306,John Rave,KCR,RF,27,27.751,12.4,274,,,,,62.7,68.0,67.9,73.4,39.1,35.8,53.5,55.8,50.9,51.4,,,,,-32.9,58.0,23.423,80.4,80.528,39.0,27.945,47.7,111.8,78.9,106.2,83.3,40.7,63.6,4.38,54.5,19.0,67.0,0.221,39.2,0.389,68.6,9.286,99.3,,,,
307,Luca Tresh,KCR,C,25,25.719,51.7,271,,,,,41.9,37.1,67.3,72.8,48.1,47.7,57.7,64.3,45.0,44.1,,,,,-35.9,49.9,33.026,21.1,81.793,48.4,27.052,52.9,109.4,46.7,102.5,35.8,33.5,30.3,7.011,85.0,20.7,74.2,0.227,47.8,0.414,78.5,4.925,46.4,,,,
308,Will Banfield,CIN,C,25,25.867,49.1,270,,,,,23.8,16.3,48.6,49.9,38.6,35.3,43.6,34.5,31.2,21.9,,,,,-44.5,27.1,36.861,7.4,80.449,37.9,28.983,39.9,111.8,78.9,104.1,59.4,35.4,39.9,2.593,30.9,20.6,73.3,0.221,39.2,0.326,31.7,1.356,5.6,,,,
309,Jeferson Morales,0,C,26,26.385,39.7,269,,,,,61.2,66.7,52.6,55.3,54.4,55.3,53.5,55.8,57.8,62.1,,,,,-25.6,74.9,30.684,34.0,82.979,58.4,24.646,67.8,110.4,63.7,103.5,50.8,32.2,25.6,4.461,56.2,14.8,40.2,0.229,50.5,0.347,44.6,6.064,68.6,,,,
310,Payton Henry,NYY,C,28,28.268,4.5,269,,,,,22.7,14.1,67.1,72.3,25.7,19.5,46.4,41.5,24.2,13.3,,,,,-44.6,26.6,33.962,16.3,79.18,29.0,32.394,22.5,112.0,80.7,105.9,80.4,44.8,80.6,5.948,75.6,8.7,11.5,0.205,22.4,0.365,56.6,2.836,16.6,,,,
311,Matt Mervis,WSN,1B,27,27.458,18.8,267,,,,,34.5,27.7,88.7,95.0,31.2,28.1,60.0,70.4,32.8,25.4,,,,,-42.8,31.8,27.798,51.4,75.645,11.8,33.735,16.1,111.2,72.5,106.0,81.6,42.3,72.1,8.989,94.8,36.0,99.8,0.229,50.5,0.47,92.5,5.961,66.4,,,,
312,Aaron Sabato,MIN,1B,26,26.324,40.8,264,,,,,10.7,2.8,81.6,89.1,53.8,54.8,67.7,83.4,32.2,23.9,,,,,-57.1,6.3,34.586,14.4,79.104,28.6,33.719,16.3,114.3,95.2,106.9,87.6,49.1,91.2,7.197,86.1,13.4,31.8,0.252,79.1,0.426,81.6,1.952,9.2,,,,
313,Diego Castillo,0,SS,27,27.923,10.3,263,,,,,69.4,76.7,22.8,15.5,48.3,48.1,35.6,22.7,58.8,63.0,,,,,-27.8,70.8,26.557,62.5,80.488,38.2,22.917,76.0,107.0,17.0,100.4,12.1,27.1,10.0,1.901,20.9,17.0,53.9,0.235,58.4,0.315,25.1,0.143,1.0,,,,
314,Will Holland,0,SS,27,27.452,19.0,261,,,,,23.6,15.4,38.1,33.8,10.4,4.7,24.2,8.5,17.0,6.4,,,,,-48.2,17.9,29.453,40.1,74.919,9.6,34.388,13.1,109.5,48.3,101.2,21.2,30.9,19.4,3.448,42.5,21.2,75.9,0.187,11.1,0.301,18.2,5.726,60.8,,,,
315,Sebastián Rivero,LAA,C,26,26.872,30.1,254,,,,,47.4,45.8,37.5,32.7,62.2,65.9,49.8,48.7,54.8,57.7,,,,,-29.9,64.9,43.75,0.9,85.185,72.5,23.327,73.6,106.8,15.3,101.2,21.2,31.7,24.1,3.15,39.2,22.6,83.1,0.23,52.0,0.348,45.2,3.035,19.2,,,,
316,Blake Sabol,TBR,C,27,27.729,12.9,253,,,,,29.3,23.1,41.5,40.0,13.2,7.4,27.4,12.7,21.2,10.9,,,,,-48.1,18.2,26.382,64.1,76.744,16.0,37.639,4.8,109.6,50.0,103.8,56.0,39.0,55.1,3.162,39.4,15.5,43.5,0.186,10.3,0.313,24.1,6.684,78.4,,,,
317,Christian Encarnacion-Strand,CIN,3B,25,25.832,49.8,252,,,,,29.8,23.5,87.8,93.9,49.0,48.8,68.4,84.7,39.4,36.7,,,,,-42.5,33.2,40.189,2.2,80.062,34.6,25.468,62.5,112.2,83.2,104.8,68.7,41.9,70.3,10.317,97.6,22.0,80.5,0.239,63.3,0.498,95.4,3.236,21.4,,,,
318,Brett Harris,ATH,3B,27,27.269,21.8,252,,,,,88.0,94.7,62.3,66.1,84.4,89.9,73.4,89.2,86.2,95.2,,,,,-19.1,88.3,22.549,85.4,88.52,88.7,18.834,91.1,109.4,46.7,103.4,48.9,34.1,33.3,5.556,70.3,18.1,61.4,0.254,80.1,0.403,74.1,4.666,39.7,,,,
