Combined_Rank,Name,Team,Level,Age,PA,BW_Rank,BA_Rank,PIPE_Rank,BA_Org_Rank,PIPE_Org_Rank,Score,Score_Rank,Skill_Score,MLB_Proj_Score,PPPA_Score,Age_Score,Combined_Score,PlayerId
1805,Yandro Hernandez,MIN,R,20.0,202,,,,,,49.78,1931,48.83,51.7,54.72,45.37,48.69,824771
1807,Michael Cordero,STL,R,17.0,327,,,,,,52.34,1356,47.46,57.87,43.81,57.64,48.68,831107
1808,Kenneth Melendez,NYY,R,16.0,126,,,,,,54.94,806,,47.47,43.93,61.75,48.67,837815
1809,Jose Meza,LAD,A+,23.0,1944,,,,,,49.43,1989,51.85,52.05,52.06,37.29,48.66,691561
1809,Angel Mejia,SD,R,17.0,252,,,,,,51.33,1567,48.7,56.15,42.78,57.64,48.66,832694
1809,Kadil Rubio,TB,R,18.0,272,,,,,,47.27,2376,50.45,56.88,40.38,53.53,48.66,829855
1812,Nolan McCarthy,DET,A+,24.0,142,,,,,,47.95,2258,,51.42,59.39,28.14,48.65,823114
1812,Carson Tinney,MIN,A,21.0,62,,,,,,47.46,2342,,,45.84,46.63,48.65,806245
1814,Matt Quintanar,PHI,A,22.0,30,,,,,,49.34,2007,,,50.36,38.94,48.64,825578
1814,Axel Sanchez,SEA,AAA,23.0,1571,,,,,,53.38,1114,50.08,53.29,48.63,47.5,48.64,692046
1816,Andres Arias,TOR,R,19.0,435,,,,,,52.28,1366,48.89,54.39,47.33,52.23,48.63,815914
1816,Joe Tiroly,SD,A,21.0,27,,,,,,48.26,2201,,,45.98,46.24,48.63,840332
1816,Miguel Villarroel,WSH,AAA,24.0,1628,,,,,,52.06,1413,53.71,44.42,56.53,36.39,48.63,692446
1816,Albert Moreno,CHC,R,17.0,149,,,,,,49.12,2033,,51.63,41.6,57.64,48.63,824976
1816,Cristian Jauregui,PIT,A,20.0,703,,,,,,53.1,1183,50.7,46.12,51.03,54.27,48.63,808286
1816,Ryland Zaborowski,LAA,A+,24.0,250,,,,,,50.34,1808,,48.91,63.57,25.5,48.63,695301
1822,Brayan Buelvas,OAK,AAA,24.0,2523,,,,,,54.11,967,53.87,41.47,53.26,46.67,48.61,683454
1823,Steven Lancia,CWS,A,23.0,104,,,,,,50.94,1657,,50.29,60.06,28.7,48.6,831188
1824,Juan Caricipe,CIN,R,18.0,309,,,,,,52.07,1408,46.18,53.32,53.73,53.53,48.59,829824
1824,Clayton Campbell,DET,A+,22.0,1215,,,,,,51.28,1575,52.28,50.39,47.22,46.37,48.59,693073
1826,Ariel Roque,BAL,R,17.0,192,,,,,,48.4,2165,,52.8,40.09,57.64,48.58,836596
1826,Elio Prado,PHI,AA,23.0,1538,,,,,,51.59,1509,53.38,48.73,50.98,38.7,48.58,682799
1828,Pedro Silva,SD,R,17.0,128,,,,,,47.98,2247,,53.79,39.0,57.64,48.57,837997
1828,Bladimir Figueredo,TB,R,18.0,299,,,,,,48.05,2238,49.55,54.41,44.72,53.53,48.57,832209
1828,Camden Johnson,KC,A,21.0,42,,,,,,47.46,2342,,,46.66,44.63,48.57,825128
1828,Deiten Lachance,CLE,A,21.0,27,,,,,,47.46,2342,,,46.66,44.63,48.57,802500
1828,Santiago Pereira,SEA,R,17.0,23,,,,,,47.98,2247,,,39.0,57.64,48.57,822240
1828,T.J. Schofield-Sam,OAK,AA,24.0,2403,,,,,,49.18,2029,53.87,53.98,50.64,27.58,48.57,672013
1834,Nelly Taylor,BOS,AA,23.0,1280,,,,30,22,50.28,1820,50.71,48.91,51.42,47.87,48.56,807511
1834,D-Shawn Martina,AZ,R,17.0,39,,,,,,49.96,1889,,49.5,43.65,57.64,48.56,822237
1834,Ethan O'Donnell,MIA,AAA,24.0,1373,,,,,,51.51,1531,50.29,49.08,52.78,46.85,48.56,807751
1837,Jhon Franganten,STL,R,16.0,119,,,,,,54.7,866,,47.59,43.24,61.75,48.55,827274
1837,Jonierbis Garces,WSH,R,18.0,252,,,,,,52.96,1213,49.18,46.35,54.34,53.53,48.55,829730
1837,Carlos Avila,LAD,AA,21.0,389,,,,,,50.73,1709,52.02,48.56,47.3,50.28,48.55,699066
1840,Ryan Spikes,TB,AAA,23.0,1797,,,,,,52.92,1228,48.83,51.18,50.24,52.78,48.54,691797
1841,Carter Dorighi,SEA,A+,23.0,916,,,,,,48.63,2125,53.23,48.27,51.42,38.96,48.52,826163
1842,Carter Johnson,MIA,A+,20.0,1024,,,,,,53.85,1027,46.81,56.67,44.55,59.87,48.51,815793
1842,Yilber Herrera,MIN,A,21.0,761,,,,,,50.25,1830,50.76,53.62,48.94,42.74,48.51,703191
1842,Nathanael Cijntje,PHI,R,18.0,154,,,,,,46.81,2453,49.18,53.33,46.43,53.64,48.51,815005
1842,Ethan Holliday,COL,A,19.0,236,40.0,80.0,24.0,1,1,57.87,334,40.74,61.51,52.05,61.73,48.51,815787
1846,Angel Nieblas,ATL,R,19.0,351,,,,,,50.86,1671,51.15,50.92,45.18,52.41,48.49,808635
1847,Andy Encarnacion,AZ,R,20.0,605,,,,,,48.96,2068,53.39,48.04,52.75,36.22,48.48,800287
1848,Quinn McDaniel,MIN,AA,23.0,1332,,,,,,52.99,1205,46.93,59.06,52.81,40.65,48.47,814194
1849,Willy Vasquez,BAL,AAA,24.0,2009,,,,,,52.36,1347,52.57,46.02,50.46,46.85,48.46,691938
1849,Diego Mosquera,NYM,AA,22.0,1004,,,,,,50.15,1855,55.81,44.17,42.11,51.86,48.46,699305
1849,Eber Miranda,BOS,R,17.0,133,,,,,,49.42,1991,,50.34,42.28,57.64,48.46,837763
1852,Yadier Crespo,PIT,R,18.0,181,,,,,,48.83,2095,48.87,53.07,47.23,53.53,48.45,833254
1852,Austin St. Laurent,SEA,A+,23.0,821,,,,,,47.8,2279,52.45,50.29,50.69,38.96,48.45,694318
1852,Willian Berti,DET,R,20.0,684,,,,,,47.98,2247,50.95,51.87,54.12,36.03,48.45,808379
1852,Adrian Hoyte,DET,R,20.0,234,,,,,,47.3,2374,53.52,49.43,50.91,36.03,48.45,808388
1856,Ryan Weingartner,STL,A+,21.0,496,,,,,,51.77,1468,43.38,60.71,52.63,51.49,48.44,805550
1857,Luis Quesada,HOU,R,21.0,475,,,,,,45.19,2650,53.3,47.85,51.23,39.11,48.43,809683
1857,Jonathan Linares,LAA,A,21.0,523,,,,,,50.84,1681,52.94,49.42,46.11,46.24,48.43,800200
1857,Alex Acosta,NYM,R,19.0,323,,,,,,47.64,2314,49.99,50.27,52.73,44.93,48.43,808105
1857,Jose Guerra,COL,R,19.0,271,,,,,,46.57,2491,52.77,48.81,47.91,44.93,48.43,808689
1857,Dawson Willis,SD,A,22.0,217,,,,,,50.54,1758,,45.76,58.42,38.55,48.43,830619
1862,Javier Rivas,PIT,AA,23.0,1945,,,,,,49.61,1959,47.79,57.74,47.77,47.87,48.42,691922
1862,Eric Becker,CIN,A+,21.0,43,,,,,,49.06,2050,,,39.55,55.52,48.42,806027
1862,Jhoan Peguero,BOS,R,20.0,389,,,,,,53.56,1084,47.75,50.87,56.7,45.67,48.42,821085
1865,Jorge Silvera,AZ,R,17.0,99,,,,,,48.4,2165,,52.11,40.09,57.64,48.41,837630
1866,Blake Cyr,NYY,A,22.0,36,,,,,,48.86,2087,,,49.26,38.94,48.4,701331
1866,Pascanel Ferreras,HOU,AAA,24.0,1333,,,,,,48.87,2085,49.24,56.78,46.14,46.67,48.4,814299
1866,Brennan Hudson,CHC,A+,22.0,36,,,,,,48.2,2211,,,44.88,46.37,48.4,830984
1869,David Leon,CLE,AAA,21.0,382,,,,,,50.32,1811,50.64,50.48,47.64,50.28,48.39,699235
1869,Estivenzon Montero,NYY,R,19.0,448,,,,,,50.35,1804,50.04,48.63,49.89,52.23,48.39,821028
1871,Christopher Vargas,STL,R,17.0,156,,,,,,49.96,1889,,48.72,43.65,57.64,48.38,822275
1872,Isay Veras,TOR,R,18.0,191,,,,,,45.28,2639,,52.18,42.28,53.53,48.37,824918
1872,Brayan Cota,OAK,R,19.0,435,,,,,,43.72,2787,53.58,53.38,40.89,44.78,48.37,821794
1874,Estarling Mercado,NYM,A+,22.0,432,,,,,,50.69,1717,49.66,51.83,51.26,45.26,48.36,807759
1874,Calvin Harris,CWS,AA,24.0,968,,,,,,49.37,2003,50.64,53.6,51.33,38.05,48.36,691941
1876,Yerlin Confidan,CIN,AA,23.0,1905,,,,,,51.49,1534,50.74,53.26,49.86,40.65,48.35,691398
1876,Jesus Teran,HOU,R,17.0,94,,,,,,49.12,2033,,50.49,41.6,57.64,48.35,840307
1876,Bernardo Doc,MIA,R,17.0,100,,,,,,50.44,1778,,47.75,44.61,57.64,48.35,822204
1879,Dom Krupinski,CHC,AA,22.0,52,,,,,,44.78,2686,,,37.63,58.16,48.34,702597
1879,Josh Wakefield,HOU,A,22.0,318,,,,,,48.84,2089,,46.76,58.02,36.66,48.34,811718
1879,Erison Rojas,TB,R,17.0,15,,,,,,48.82,2099,,50.95,41.05,57.64,48.34,822261
1882,Jairo Pomares,SF,AA,24.0,1563,,,,,,54.64,880,52.1,50.68,55.81,29.99,48.33,682646
1882,Emill Olivo,CHC,R,18.0,102,,,,,,45.7,2595,,51.13,43.24,53.53,48.33,824941
1884,Diego Avila,LAA,R,18.0,95,,,,,,46.96,2428,,48.3,46.25,53.53,48.31,840599
1884,Yensi Rivas,NYM,R,18.0,349,,,,,,51.74,1476,46.13,53.61,52.23,53.64,48.31,820979
1884,Jason Hernandez,SD,R,19.0,215,,,,,,50.77,1704,49.91,49.69,52.97,44.93,48.31,811593
1884,Anthony Frobose,NYM,R,18.0,167,,,,,,52.1,1405,,48.72,42.69,58.79,48.31,834597
1888,Colton Coates,BOS,A,21.0,30,,,,,,46.98,2424,,,45.43,44.63,48.3,813832
1889,Grayson Fitzwater,CWS,A,22.0,73,,,,,,46.32,2532,,,50.09,36.66,48.29,842049
1889,Bryce Eblin,CWS,A+,24.0,223,,,,,,42.92,2833,57.89,46.71,47.02,29.46,48.29,694469
1891,Edgardo Toro,SEA,R,18.0,82,,,,,,45.52,2614,,51.17,42.97,53.53,48.28,838856
1891,Joseph Tailor,MIA,R,20.0,526,,,,,,51.57,1522,51.36,47.25,51.77,45.67,48.28,808544
1891,Ismael Mena,CHC,A,22.0,708,,,,,,52.44,1327,52.2,52.99,49.71,35.27,48.28,691190
1894,Hansel Jimenez,CIN,R,19.0,246,,,,,30,51.26,1585,47.91,48.76,53.83,52.67,48.27,823851
1895,Wilneyker Bruce,BOS,R,17.0,78,,,,,,47.26,2380,,53.88,37.49,57.64,48.26,837826
1895,Robinson Chacon,KC,R,19.0,402,,,,,,47.5,2337,49.63,55.1,47.55,44.78,48.26,823850
1897,Cashel Dugger,WSH,A,20.0,31,,,,,,47.94,2260,,,40.5,52.6,48.25,814158
1897,Josnaider Orellana,BAL,A,21.0,373,,,,,,49.78,1931,50.67,53.32,48.27,42.74,48.25,800428
1899,Carlos Salazar,TB,R,18.0,249,,,,,,48.65,2123,49.11,52.3,46.57,53.53,48.24,829859
1899,Samuel Salcedo,PHI,R,17.0,155,,,,,,47.58,2322,52.76,51.93,36.12,57.71,48.24,827422
1899,Dayan Frias,CLE,AAA,24.0,2426,,,,,,51.87,1448,51.81,48.75,48.21,46.85,48.24,682679
1902,Hideki Prather,MIN,A,21.0,25,,,,,,46.44,2515,,,43.93,46.63,48.23,806197
1902,Jesus Lizardo,PIT,R,19.0,330,,,,,,47.26,2380,50.88,53.11,46.75,44.78,48.23,821083
1902,Brayden Martin,TOR,A,20.0,43,,,,,,47.82,2277,,,39.41,54.27,48.23,842047
1902,Antonio Jimenez,NYM,A+,22.0,468,,,,20,17,48.93,2074,54.67,45.35,47.58,43.03,48.23,806128
1906,Nerwilian Cedeño,SD,AA,23.0,1560,,,,,,51.7,1485,49.78,52.48,50.6,43.61,48.22,683481
1906,Connor Caskenette,MIA,AA,24.0,623,,,,,,49.07,2048,50.06,52.52,53.18,38.05,48.22,683353
1908,Javier Francisco,SF,AAA,22.0,633,,,,,,50.6,1739,54.4,44.37,47.86,45.28,48.21,695223
1908,Yorger Bautista,SEA,A,18.0,512,,,,12,10,55.71,653,44.02,55.87,49.76,61.07,48.21,829045
1908,Jose Gori,TOR,R,17.0,99,,,,,,47.98,2247,,52.26,39.0,57.64,48.21,837689
1908,Luke Scherrer,PIT,A,21.0,525,,,,,,48.35,2181,52.44,50.83,44.49,46.63,48.21,800615
1912,Jose Aular,NYM,R,21.0,321,,,,,,44.63,2708,53.84,50.05,46.96,38.33,48.2,702869
1912,Hyungchan Um,KC,A+,22.0,971,,,,,,49.08,2046,51.18,53.16,48.58,40.18,48.2,805870
1914,Abraham Cohen,BAL,R,19.0,271,,,,,,47.69,2303,49.65,52.25,50.23,44.93,48.19,808316
1915,Ruben Santana,AZ,A+,21.0,1300,,,,,,54.99,800,50.66,46.63,47.39,56.21,48.18,800185
1915,Frandy Guillen,BAL,R,18.0,241,,,,,,46.64,2481,51.04,53.84,40.18,53.53,48.18,829999
1917,Xavier Cadiz,CHC,R,16.0,17,,,,,,51.16,1601,,,34.76,61.75,48.17,837848
1918,Parker Coddou,COL,R,24.0,55,,,,,,47.8,2279,,50.06,62.95,20.73,48.15,828620
1918,Brent Iredale,PIT,A,22.0,346,,,,,,50.09,1869,51.36,49.33,52.88,38.94,48.15,821348
1920,Andry Batista,TEX,R,19.0,439,,,,,,52.28,1366,51.22,45.79,48.93,52.67,48.14,821614
1921,Juandy Romero,CIN,R,17.0,76,,,,,,48.4,2165,,50.96,40.09,57.64,48.13,837671
1922,Ambeiro Recio,SEA,R,17.0,70,,,,,,48.82,2099,,50.03,41.05,57.64,48.12,837873
1922,Darvin Cruz,KC,R,19.0,525,,,,,,47.21,2391,51.57,50.77,47.15,44.93,48.12,808704
1924,Geovanny Planchart,TOR,AA,24.0,1135,,,,,,50.46,1772,52.08,51.98,49.12,37.22,48.11,685712
1925,Nelson Lopez,SF,R,18.0,93,,,,,,45.4,2625,,50.65,42.69,53.53,48.1,842652
1925,David Colina,HOU,R,17.0,117,,,,,,48.7,2112,,50.34,40.64,57.64,48.1,837038
1927,Yorvis Salazar,BAL,R,17.0,29,,,,,,46.96,2428,,,36.81,57.64,48.09,844196
1927,Geuri Lubo,CHC,A+,22.0,722,,,,,,50.97,1649,53.74,46.86,49.1,40.18,48.09,702895
1929,Zach Evans,SD,A+,23.0,831,,,,,,46.78,2457,51.76,53.46,48.09,37.29,48.08,828473
1929,Dylan Grego,SD,AAA,22.0,421,,,,,,45.82,2584,53.0,47.95,43.3,50.75,48.08,834966
1931,Brayden Bakes,PHI,A,21.0,48,,,,,,46.02,2568,,,43.11,46.63,48.05,806025
1931,Emerson Estevez,NYM,R,17.0,152,,,,,,49.84,1919,,47.74,43.24,57.64,48.05,825178
1931,Warren Calcaño,KC,R,18.0,209,,,,19,20,53.99,988,44.73,48.2,60.22,53.53,48.05,829071
1931,Leonardo Reynoso,SEA,R,17.0,109,,,,,,49.0,2058,,49.5,41.33,57.64,48.05,836623
1935,Jake Reinisch,OAK,A+,24.0,160,,,,,,46.66,2474,,49.74,58.43,28.14,48.04,803152
1935,Sam White,TOR,R,22.0,79,,,,,,45.22,2646,,51.87,53.51,32.55,48.04,802517
1937,Bryan Gonzalez Garcia,LAD,A,20.0,338,,,,,,49.07,2048,50.49,53.96,42.03,51.15,48.03,811314
1937,Eddie King Jr.,PIT,A,23.0,434,,,,,,46.4,2521,,54.64,51.18,31.31,48.03,695652
1939,Adrian Gil,CWS,A,20.0,899,,,,,,53.86,1023,51.74,44.51,48.56,52.6,48.01,808691
1940,Joephillip Guzman,BAL,A,19.0,129,,,,,,47.03,2416,,50.66,39.75,57.79,48.0,829191
1940,Connor Hujsak,TB,AAA,24.0,944,,,,,,50.55,1753,45.98,54.01,60.92,36.39,48.0,824615
1942,Jonny McGill,LAA,A,24.0,291,,,,,,47.16,2397,,54.03,56.52,23.06,47.99,692169
1942,Miguel Flores,HOU,R,20.0,162,,,,,,37.02,3017,54.5,49.71,46.13,36.22,47.99,828009
1944,Jay Beshears,MIA,AA,24.0,1080,,,,,,49.45,1985,50.67,52.58,50.6,38.05,47.97,810891
1945,Jonathan Valle,SF,R,18.0,145,,,,,,47.14,2401,,46.49,46.53,53.53,47.94,825476
1946,William Lugo,NYM,AA,23.0,2047,,,,,,52.03,1418,52.45,48.49,48.51,41.94,47.93,683493
1946,Brayden Dowd,AZ,A,21.0,53,,,,,,47.0,2421,,,42.83,46.24,47.93,804053
1948,Engel Paulino,MIL,R,19.0,486,,,,,,54.13,960,49.6,45.34,52.11,52.67,47.92,821162
1948,Stiven Martinez,BAL,A,18.0,821,,,,24,28,56.66,476,48.85,48.24,44.08,63.85,47.92,815913
1950,Omar Hernandez,KC,AA,24.0,1966,,,,,,50.85,1677,51.82,52.01,47.91,38.7,47.91,683427
1950,David Diaz,TEX,R,17.0,144,,,,,,47.56,2325,,51.92,38.04,57.64,47.91,837983
1950,Yohander Linarez,BOS,A,20.0,695,,,,,,50.84,1681,50.85,46.43,48.3,52.21,47.91,800496
1953,Juan Mosqueda,TEX,R,17.0,85,,,,,,47.86,2271,,51.25,38.73,57.64,47.9,822178
1953,Jakob Christian,SF,A+,23.0,666,,,,,,50.11,1863,48.24,52.3,55.61,38.96,47.9,814451
1953,Yelinson Betances,LAA,R,18.0,196,,,,,,50.03,1877,50.69,47.77,46.38,53.53,47.9,829861
1953,Roismar Quintana,WSH,A+,22.0,1147,,,,,,50.8,1693,50.97,53.23,48.02,39.49,47.9,692453
1957,Cesar Nivar,CLE,R,17.0,129,,,,,,47.68,2305,,51.46,38.45,57.64,47.89,837812
1957,Elvin Garcia,BAL,A,19.0,528,,,,,,50.7,1714,53.86,40.81,42.54,60.51,47.89,821751
1957,Rayner Herrera,BAL,R,18.0,169,,,,,,53.2,1156,47.49,51.61,49.45,53.53,47.89,830002
1960,Heriberto Caraballo,STL,A+,21.0,598,,,,,,46.64,2481,52.55,50.33,40.4,51.49,47.88,812430
1960,Victor Izturis,CLE,A,21.0,573,,,,,,50.27,1823,53.41,48.26,44.76,44.63,47.88,703196
1960,Carlos Carrión,STL,R,17.0,39,,,,,,46.54,2495,,,35.85,57.64,47.88,837618
1963,Dariel Garcia,COL,R,19.0,512,,,,,,52.07,1408,49.29,45.42,52.49,52.67,47.87,821761
1963,Erick Lara,TB,R,19.0,392,,,,,,52.71,1277,49.2,48.14,49.88,52.41,47.87,808717
1965,Erick Lugo,TB,R,18.0,152,,,,,,47.42,2353,48.75,53.2,44.61,53.64,47.86,821596
1965,Ariel Reynoso,LAD,R,17.0,145,,,,,,48.1,2229,,50.45,39.41,57.64,47.86,837605
1965,Feldi Tavarez,WSH,R,19.0,361,,,,,,51.11,1612,51.55,47.32,45.43,52.23,47.86,821049
1968,Jefrey De Los Santos,NYM,AA,22.0,1215,,,,,,51.33,1567,50.43,48.88,47.75,49.73,47.85,691645
1968,Bryan Acuña,MIN,A,20.0,922,,,,,,53.37,1115,48.38,53.39,44.83,54.27,47.85,703195
1970,Kevin Bruggeman,LAA,A+,24.0,796,,,,,,48.21,2208,52.89,53.09,48.95,30.29,47.84,815755
1971,Jonathan Mejía,STL,A,21.0,1222,,,,,,52.79,1261,49.51,50.08,50.26,46.63,47.82,703158
1971,Eliander Primera,SD,R,18.0,187,,,,,,46.12,2552,,48.01,44.34,53.53,47.82,832706
1971,Jarol Capellan,BAL,R,20.0,392,,,,,,44.84,2681,52.5,48.88,50.97,36.03,47.82,815857
1971,Lonnie White Jr.,PIT,AA,23.0,1429,,,,,,53.34,1125,47.39,50.15,54.29,47.87,47.82,696145
1975,Tres Gonzalez,PIT,AA,24.0,1281,,,,,,50.55,1753,52.99,50.94,51.12,29.99,47.81,687206
1976,Slate Alford,LAA,A+,23.0,362,,,,,,46.63,2485,50.41,51.8,53.66,34.02,47.8,695477
1976,Ruben Sanchez,TOR,R,18.0,71,,,,,,45.4,2625,,49.44,42.69,53.53,47.8,837685
1978,Yeycol Soriano,CIN,A,20.0,603,,,,,,51.87,1448,50.82,43.7,51.4,51.15,47.79,807649
1978,Milkar Perez,SEA,A+,23.0,1809,,,,,,50.66,1725,51.2,54.37,47.63,36.32,47.79,683529
1980,Sebastian De Andrade,SEA,A,20.0,541,,,,,,49.85,1916,50.61,51.62,43.17,51.15,47.78,808143
1981,Frank Rodriguez,LAD,AA,24.0,1039,,,,,,48.11,2228,51.02,56.27,44.48,38.7,47.77,684491
1981,Eric Martinez,MIL,AA,22.0,559,,,,,,48.5,2153,51.85,48.68,48.33,42.96,47.77,702444
1983,Naibel Mariano,CIN,R,19.0,593,,,,,,50.97,1649,47.52,52.14,48.7,52.67,47.76,807648
1983,Eddy Rodriguez,PIT,A,21.0,1025,,,,,,52.48,1319,52.39,45.19,49.02,46.13,47.76,699014
1985,Leonardo Pineda,TB,R,19.0,463,,,,,,51.29,1572,50.12,49.8,45.53,52.23,47.75,815904
1986,Elias Reyno,ATL,R,18.0,248,,,,,,51.43,1544,47.34,53.72,43.67,58.79,47.74,829758
1987,Frank Mieses,CWS,R,18.0,227,,,,,,52.96,1213,50.14,44.4,47.29,59.05,47.73,830040
1987,Jase Mitchell,HOU,R,19.0,160,,,,16,22,48.34,2184,,49.86,42.69,52.23,47.73,834234
1987,José Suárez,STL,A+,21.0,1455,,,,,,53.3,1133,49.56,46.4,48.51,55.52,47.73,699027
1990,Jakey Josepha,AZ,A+,22.0,1394,,,,,,50.95,1655,48.56,53.05,51.12,42.55,47.72,699228
1991,Xavier Guillen,TB,A,20.0,441,,,,,,50.59,1742,45.9,50.45,54.33,52.21,47.71,806707
1991,Christofer Reyes,NYY,A,18.0,458,,,,,,56.1,574,47.6,46.04,50.26,60.68,47.71,820991
1993,Cristopfer Gonzalez,HOU,R,19.0,453,,,,,,46.27,2538,52.52,48.14,45.92,44.93,47.7,807837
1993,Aaron Bracho,LAD,AA,24.0,1692,,,,,,52.69,1281,51.16,54.58,49.59,32.03,47.7,677570
1995,Jhonger Ochoa,DET,R,17.0,164,,,,,,52.62,1288,46.65,52.2,47.35,57.71,47.69,829974
1995,Eddy Marmolejos,WSH,R,18.0,289,,,,,,49.25,2015,48.44,52.41,45.39,53.64,47.69,821008
1995,Bryce Arnold,TOR,AAA,23.0,807,,,,,,49.17,2030,49.98,51.42,51.49,39.17,47.69,683301
1998,Donte Grant,SD,R,20.0,311,,,,,,50.51,1765,48.32,53.59,48.88,45.89,47.67,815579
1998,Jacob Lojewski,TOR,A+,23.0,109,,,,,,43.85,2772,55.23,49.83,44.96,32.7,47.67,827622
2000,Jhon Diaz,TB,AA,23.0,1836,,,,,,50.75,1707,51.36,45.92,48.88,48.15,47.65,691252
2001,Andrés Rivero,SF,R,17.0,90,,,,,,46.12,2552,,,34.76,57.64,47.64,838977
2001,Nolan Schubart,CLE,AA,22.0,522,,,,21,28,53.68,1058,43.52,54.88,55.18,51.21,47.64,702278
2003,Abdias De La Cruz,AZ,A+,21.0,1389,,,,,,51.73,1481,47.58,53.68,47.31,51.0,47.63,703192
2004,Cameron Nelson,COL,A+,22.0,411,,,,,,47.33,2369,,46.57,51.49,42.55,47.62,806174
2004,Douglas Olivo,DET,R,17.0,162,,,,,,49.54,1967,,46.44,42.69,57.64,47.62,837814
2004,Danny Gonzalez,MIA,R,20.0,361,,,,,,51.75,1472,48.57,52.9,49.15,45.37,47.62,801256
2007,Meykel Baro,BAL,R,17.0,346,,,,,,56.21,550,44.3,51.96,52.69,57.64,47.61,829965
2008,Jace Bohrofen,TOR,AA,24.0,1114,,,,,,52.35,1349,51.12,46.47,55.07,37.22,47.6,690957
2009,Tate Southisene,ATL,A+,19.0,483,46.0,,,13,4,59.47,196,33.21,68.69,57.17,61.89,47.59,816111
2009,Yunior Quezada,LAD,R,19.0,325,,,,,,45.96,2578,50.42,47.87,50.52,44.93,47.59,815757
2011,Jhoander Irigoyen,CHC,A,23.0,45,,,,,,46.86,2444,,,51.59,28.7,47.58,805910
2011,Eduardo Garcia,MIL,AAA,23.0,2225,,,,,,52.67,1284,48.27,50.09,48.33,52.78,47.58,682633
2013,Imanol Feliz,HOU,R,17.0,123,,,,,,47.44,2348,,50.71,37.77,57.64,47.56,837740
2013,Angelo Neira,ATL,R,18.0,17,,,,,,42.82,2841,,,36.81,53.53,47.56,844215
2013,Jeshua Mendez,AZ,R,18.0,95,,,,,,50.61,1734,50.05,47.23,46.86,53.53,47.56,829776
2013,Bear Harrison,NYY,A,21.0,53,,,,,,44.94,2673,,,40.92,46.63,47.56,824424
2017,Ronny Felix,CIN,R,17.0,83,,,,,,46.72,2464,,52.16,36.12,57.64,47.55,837650
2018,Raymond Mola,PIT,A,20.0,317,,,,,,51.48,1537,48.94,50.75,47.38,50.26,47.54,806986
2019,Isael Arias,NYY,A,20.0,464,,,,,,51.65,1499,51.85,41.57,50.72,50.26,47.53,811551
2020,Pedro Gomez,BAL,R,17.0,151,,,,,,48.1,2229,,49.02,39.41,57.64,47.52,836612
2020,Allen Ajoti,LAD,R,19.0,132,,,,,,45.62,2605,48.51,47.9,54.55,44.93,47.52,821808
2020,Fraimy Santa,TEX,R,18.0,278,,,,,,50.1,1864,47.1,54.94,45.01,53.53,47.52,831876
2023,Edgardo Ordonez,MIL,A+,22.0,549,,,,,,52.05,1415,50.53,47.58,49.4,46.37,47.51,699166
2024,Hunter Hines,WSH,A+,23.0,317,,,,,,49.11,2040,,51.93,51.68,31.38,47.5,702309
2024,Brayan Amoroso,STL,R,17.0,300,,,,,,51.05,1629,47.88,54.97,40.64,57.71,47.5,820994
2026,Conner Westenburg,SD,A+,22.0,388,,,,,,47.74,2292,,45.77,51.79,42.55,47.49,836173
2026,Reinaldo De La Cruz,OAK,R,19.0,303,,,,,,51.15,1602,48.41,52.88,49.19,44.93,47.49,807970
2026,Fabian Bonilla,BOS,R,18.0,23,,,,,,46.76,2458,,,33.39,58.79,47.49,834843
2029,Maikol Tovar,BOS,R,18.0,209,,,,,,48.7,2112,50.12,48.7,44.75,53.53,47.48,829871
2029,Rodrigo Gonzalez,AZ,R,18.0,182,,,,,,49.27,2014,48.86,52.04,43.98,53.53,47.48,829745
2031,Jordan Viars,PHI,A+,21.0,1068,,,,,,52.97,1212,50.06,47.28,45.65,54.68,47.46,701833
2032,Erick Dessens,CLE,A,21.0,18,,,,,,45.42,2622,,,41.6,44.63,47.45,840927
2033,Leonardo Vargas,SF,R,17.0,47,,,,,,45.7,2595,,,33.8,57.64,47.43,842663
2034,Nayerich Waterfort,CIN,R,20.0,302,,,,,,41.98,2889,52.27,51.49,46.75,36.03,47.41,820938
2035,Dawry Guerrero,SD,R,18.0,154,,,,,,44.56,2718,,49.63,40.64,53.53,47.4,825671
2035,Jose Contreras,TB,A,20.0,594,,,,,,49.86,1913,46.3,57.15,44.67,52.21,47.4,800451
2037,Omar Reyes,KC,R,21.0,424,,,,,,44.64,2704,50.46,47.25,53.21,39.89,47.39,808683
2037,Aidan Redahan,COL,A,24.0,53,,,,,,43.8,2778,,55.87,51.8,23.06,47.39,835318
2037,Cesar Acosta,NYM,R,17.0,296,,,,,,54.17,951,45.63,52.73,47.8,57.64,47.39,830802
2040,Jhostin Fuentes,SD,R,17.0,125,,,,,,48.1,2229,,48.44,39.41,57.64,47.38,842034
2040,AJ Soldra,LAD,A,22.0,192,,,,,,46.66,2474,,48.39,50.77,38.55,47.38,831004
2042,Easton Shelton,LAD,A+,20.0,687,,,,,,56.24,541,40.22,54.99,56.49,59.52,47.37,806221
2043,Estevan Moreno,SEA,A,22.0,357,,,,,,47.68,2305,,46.49,52.69,38.55,47.35,803290
2044,Magz German,SEA,R,18.0,37,,,,,,44.56,2718,,49.38,40.64,53.53,47.34,825456
