Combined_Rank,Pos_Adj_Rank,PlayerId,Name,Pos,FantasyPos,Team,Level,Age,Last_Season,Career_PA,Total_Weighted_PA,TOOLS_Score,ABILITY_Score,Current_Score,OVR_Score,Archetype,Archetype_Adj,Combined_Score,Pos_Bonus,Pos_Adj_Score,Discipline_Flag,Career_Disc_Flag,Disc_Composite_Z,Disc_Slope,Career_K%,Career_HRFB,Career_SBTalent,Hard_Floor_Flag,Below_OVR_Floor,Age_AA_Debut,AA_PPPAZ_Combo,AgeAA_Combo_Bonus,AgeAA_Combo_Flag_Label
2553,2432,826545,Brendan Durfee,C,C,SD,AA,24.0,2026,614,221.91,35.47,37.27,36.37,37.61,Average,0.0,36.99,5.0,41.99,hard,,-0.3864,-0.0305,0.24325732899022803,0.10706188925081432,0.0,,True,24.0,-1.56,0.0,
2553,2495,815653,Tyson Lewis,SS,SS,CIN,A+,20.0,2026,814,185.28,40.74,37.81,39.28,42.2,Power/K-Risk,0.0,36.99,3.0,39.99,hard+whiff,hard+worsening,-1.7075,-0.147,0.32713759213759214,0.18232923832923834,0.04352309582309583,,False,,,0.0,
2555,2582,801525,Wady Mendez,CF,OF,TEX,A,21.0,2026,895,166.81,38.93,37.08,38.0,41.5,Speed/K-Risk,0.0,36.75,-2.0,34.75,hard,hard,-1.1028,0.0152,0.3079217877094972,0.08092402234636872,0.048642793296089386,,False,,,0.0,
2556,2583,814451,Jakob Christian,OF,OF,SF,A+,23.0,2026,671,189.09,24.17,53.27,38.72,40.68,Power/K-Risk,0.0,36.7,-2.0,34.7,hard+whiff,hard,-1.031,0.0026,0.2963040238450074,0.17715350223546947,0.020544262295081966,,True,,,0.0,
2557,2503,828473,Zach Evans,SS,SS,SD,A+,23.0,2026,831,235.24,34.29,36.89,35.59,37.79,Average,0.0,36.69,3.0,39.69,,,0.2075,-0.0074,0.19090252707581226,0.03527557160048135,0.017243080625752107,,True,,,0.0,
2558,2508,823185,Zane Zielinski,SS,SS,SF,AA,24.0,2026,810,311.15,35.15,40.0,37.58,39.44,Speed/K-Risk,0.0,36.64,3.0,39.64,,soft+worsening,-0.7186,-0.0907,0.2638641975308642,0.04274567901234568,0.047578395061728396,,True,24.0,-1.12,0.0,
2558,2584,800256,Natanael Yuten,CF,OF,BOS,A+,21.0,2026,1356,273.34,27.73,41.93,34.83,38.44,Speed/K-Risk,0.0,36.64,-2.0,34.64,hard+whiff,,-0.6581,-0.0479,0.24724188790560472,0.06617330383480825,0.015322566371681416,,True,,,0.0,
2560,2585,690956,Werner Blakely,OF,OF,LAA,A,23.0,2025,1231,340.81,43.25,28.15,35.7,43.56,Speed/K-Risk,0.0,36.63,-2.0,34.63,hard,hard,-1.2482,0.0139,0.3308854589764419,0.0675929565929566,0.057001949634443536,,False,,,0.0,
2561,2511,703205,Fraymi De Leon,SS,SS,BOS,AA,20.0,2025,899,192.06,28.36,42.39,35.38,40.46,Speed/K-Risk,0.0,36.42,3.0,39.42,hard,soft,-0.8129,0.0037,0.2749276974416018,0.03239599555061179,0.06283748609566185,,True,20.0,-2.53,0.0,
2562,2587,805931,Caleb Hobson,OF,OF,COL,A+,24.0,2026,980,265.23,41.33,37.39,39.36,40.41,Speed/K-Risk,0.0,36.13,-2.0,34.13,hard+whiff,hard+worsening,-1.2264,-0.1357,0.33367768595041325,0.05353202479338842,0.08369755102040817,,True,,,0.0,
2563,2557,694065,Arxy Hernandez,3B,3B,CWS,A+,22.0,2026,1651,385.17,31.0,34.27,32.64,39.58,Average,0.0,36.11,0.5,36.61,soft,,-0.5031,-0.0138,0.2440642035130224,0.050822531798909755,0.011450696547546942,,True,,,0.0,
2564,2465,701330,Brody Donay,C,C,TB,A,22.0,2026,219,47.25,34.46,46.17,40.32,43.88,Three True Outcomes,-3.0,36.1,5.0,41.1,hard,hard,-1.1227,,0.3302739726027397,0.17256164383561642,0.02804840182648402,,False,,,0.0,
2565,2588,701337,Ethan Petry,OF,OF,WSH,AA,22.0,2026,557,243.77,30.95,42.21,36.58,42.63,Speed/K-Risk,0.0,35.86,-2.0,33.86,,hard+worsening,-1.0323,-0.1362,0.28885098743267507,0.21287971274685819,0.011131059245960502,,False,22.0,-0.19,0.0,
2566,2472,801075,Walker Janek,C,C,HOU,AA,23.0,2026,776,309.31,29.87,46.95,38.41,40.75,Speed/K-Risk,0.0,35.83,5.0,40.83,,hard+worsening,-1.2397,-0.0881,0.29413659793814434,0.12668814432989692,0.06867577319587628,,True,23.0,-0.05,0.0,
2567,2567,800185,Ruben Santana,3B,3B,AZ,A+,21.0,2026,1300,262.04,27.24,41.68,34.46,36.84,Speed/K-Risk,0.0,35.65,0.5,36.15,hard+whiff,,-0.5238,-0.0554,0.2622076923076923,0.06278846153846154,0.034759230769230764,,True,,,0.0,
2568,2590,827326,Yorman Licourt,OF,OF,TOR,A,22.0,2026,642,95.27,42.25,40.08,41.16,43.43,Three True Outcomes,-3.0,35.55,-2.0,33.55,hard+whiff,hard+worsening,-1.639,-0.1147,0.3583956386292835,0.18219158878504674,0.003115264797507788,,False,,,0.0,
2569,2591,805804,George Wolkow,OF,OF,CWS,A+,20.0,2026,1496,390.01,27.75,40.64,34.2,40.44,Power/K-Risk,0.0,35.52,-2.0,33.52,hard+whiff,hard+improving,-1.5396,0.0531,0.3326737967914438,0.15233890374331552,0.03178088235294118,,True,,,0.0,
2570,2527,806969,Camilo Diaz,SS,SS,HOU,A,20.0,2026,569,83.68,35.85,37.52,36.68,41.44,Power/K-Risk,0.0,35.31,3.0,38.31,hard+whiff,hard+worsening,-2.047,-0.1083,0.39344463971880494,0.1523427065026362,0.05602495606326889,,False,,,0.0,
2571,2491,808306,Carlos De Sousa,C,C,TB,R,20.0,2026,459,45.9,33.81,35.77,34.79,39.03,,0.0,35.11,5.0,40.11,,hard+improving,-1.0058,0.1274,0.2903703703703704,0.016588235294117647,0.03404139433551198,,True,,,0.0,
2572,2533,695707,Brennon McNair,SS,SS,KC,A,22.0,2025,1163,239.02,33.43,39.2,36.32,39.78,Speed/K-Risk,0.0,35.05,3.0,38.05,hard+whiff,hard,-1.283,0.0148,0.31591573516766985,0.09945141874462597,0.03418572656921754,,True,,,0.0,
2573,2494,814504,Dylan Fien,C,C,OAK,A+,20.0,2026,696,186.85,35.64,30.83,33.24,36.77,Average,0.0,35.01,5.0,40.01,,,-0.3247,-0.092,0.2325997045790251,0.03734913793103448,0.0033525862068965514,,True,,,0.0,
2574,2498,829058,Gabriel Davalillo,C,C,LAA,A,18.0,2026,628,122.47,34.35,34.83,34.59,35.07,Average,0.0,34.83,5.0,39.83,soft,,-0.1868,-0.345,0.2369426751592357,0.1402627388535032,0.006369426751592357,,True,,,0.0,
2575,2499,691600,Blayberg Diaz,C,C,MIL,A+,23.0,2026,1117,262.25,25.46,39.4,32.43,37.16,Average,0.0,34.8,5.0,39.8,,,-0.0304,-0.0336,0.2009221128021486,0.02665622202327663,0.009027126230975827,,True,,,0.0,
2576,2594,688500,Stephen Paolini,CF,OF,ATL,AA,24.0,2025,1829,527.19,34.64,33.31,33.98,41.57,Speed/K-Risk,0.0,34.78,-2.0,32.78,soft+whiff,hard,-1.4572,-0.0026,0.33504100601421544,0.0727829414980864,0.03507539639147075,,False,24.0,-0.11,0.0,
2577,2502,808129,Juan Flores,C,C,LAA,AA,20.0,2026,1336,430.08,27.99,35.84,31.92,37.49,Average,0.0,34.7,5.0,39.7,,,-0.4024,-0.0461,0.22291167664670658,0.10419835329341318,0.005782859281437127,,True,20.0,-0.8,0.0,
2578,2509,805025,Rylan Galvan,C,C,CWS,A+,23.0,2026,256,65.04,33.08,44.56,38.82,42.24,Three True Outcomes,-3.0,34.53,5.0,39.53,hard+whiff,hard,-1.6521,,0.39304687499999996,0.32585156249999997,0.015625,,False,,,0.0,
2579,2541,699144,Luis Ravelo,SS,SS,BOS,AA,21.0,2025,1272,350.24,29.73,32.27,31.0,38.03,Average,0.0,34.52,3.0,37.52,hard+whiff,,-0.3934,-0.0796,0.24696540880503148,0.05176415094339623,0.0058963836477987416,,True,20.0,-1.16975,0.0,
2580,2512,815528,Ediel Rivera,C,C,NYY,A,20.0,2026,484,87.27,32.2,39.16,35.68,40.25,Speed/K-Risk,0.0,34.22,5.0,39.22,hard,hard+worsening,-1.1998,-0.1128,0.29915289256198346,0.058884297520661155,0.039845454545454545,,True,,,0.0,
2581,2597,815665,Brendan Tunink,OF,OF,LAD,A,20.0,2026,520,97.76,45.6,29.17,37.39,38.46,Speed/K-Risk,0.0,34.17,-2.0,32.17,hard,hard+worsening,-1.2395,-0.11,0.3270769230769231,0.09795384615384617,0.04685346153846153,,True,,,0.0,
2582,2548,803290,Estevan Moreno,SS,SS,SEA,A,22.0,2026,403,92.69,18.74,50.88,34.81,39.48,Speed/K-Risk,0.0,34.14,3.0,37.14,hard+whiff,hard,-1.4372,,0.32,0.189,0.055916129032258066,,True,,,0.0,
2583,2598,808092,Byron Castillo,OF,OF,LAA,R,20.0,2026,497,49.7,31.94,36.64,34.29,39.65,,0.0,33.97,-2.0,31.97,hard,hard,-1.3731,0.0006,0.301046277665996,0.0666579476861167,0.03626398390342052,,True,,,0.0,
2584,2601,684109,Jesus Bugarin,OF,OF,COL,A+,23.0,2025,1402,322.45,22.23,43.38,32.8,38.71,Speed/K-Risk,0.0,33.88,-2.0,31.88,hard+whiff,soft+worsening,-0.81,-0.0729,0.24675463623395152,0.11291155492154065,0.024210627674750358,,True,,,0.0,
2584,2553,694206,Daniel Guilarte,SS,SS,MIL,AAA,22.0,2026,1469,402.06,38.76,29.16,33.96,37.55,Speed/K-Risk,0.0,33.88,3.0,36.88,hard,soft+worsening,-0.7318,-0.0926,0.28063982746225735,0.03225414364640884,0.05609261049723758,,True,22.0,-0.17,0.0,
2586,2524,682616,Diego Cartaya,C,C,SF,A+,24.0,2026,1714,829.67,32.96,25.85,29.4,41.11,Power/K-Risk,0.0,33.38,5.0,38.38,hard+whiff,soft+worsening,-0.7254,-0.0491,0.2764439805149617,0.17305706332637438,0.0020876826722338203,,True,21.0,-0.54,0.0,
2587,2562,691020,Carson Tucker,SS,SS,SD,AA,24.0,2026,579,241.52,35.38,26.58,30.98,39.36,Speed/K-Risk,0.0,33.37,3.0,36.37,soft,hard+improving,-1.2858,0.0647,0.3128151986183074,0.04437651122625216,0.03340673575129534,,True,24.0,-0.44,0.0,
2588,2603,691370,Juan Chacon,RF,OF,BOS,AA,22.0,2025,1122,301.32,29.81,30.52,30.16,36.29,Speed/K-Risk,0.0,33.22,-2.0,31.22,soft+whiff,,-0.567,-0.0905,0.2622370766488414,0.018348484848484847,0.04249652406417112,,True,22.0,-0.58,0.0,
2589,2604,822531,Kyle Fossum,OF,OF,COL,A,23.0,2026,265,60.95,29.18,38.52,33.85,38.56,Power/K-Risk,0.0,33.2,-2.0,31.2,hard+whiff,hard,-1.5978,,0.34,0.2,0.003018867924528302,,True,,,0.0,
2590,2605,694216,Malvin Valdez,CF,OF,CIN,A,21.0,2025,1253,214.35,30.93,33.34,32.14,37.84,Speed/K-Risk,0.0,33.19,-2.0,31.19,,hard+improving,-1.044,0.0287,0.3063208300079808,0.06228252194732641,0.056157940941739835,,True,,,0.0,
2591,2566,800195,Jorgelys Mota,SS,SS,WSH,A+,21.0,2026,930,175.87,26.98,38.17,32.58,39.75,Speed/K-Risk,0.0,33.16,3.0,36.16,hard,hard,-1.5459,0.0149,0.32044086021505375,0.10902950819672132,0.04862924731182796,,True,,,0.0,
2592,2534,700341,Kenny Castillo,C,C,AZ,A+,22.0,2026,1461,349.21,17.83,41.76,29.8,36.27,Average,0.0,33.04,5.0,38.04,,,-0.2742,-0.0238,0.21506502395619442,0.05187405886379192,0.005817932922655715,,True,,,0.0,
2593,2606,682627,Jose De La Cruz,OF,OF,DET,A,23.0,2025,1967,386.11,34.85,32.39,33.62,38.41,Power/K-Risk,0.0,33.02,-2.0,31.02,hard,hard,-1.8948,-0.0001,0.3494509405185562,0.16403863751906458,0.01568876461616675,,True,,,0.0,
2594,2572,682801,Noelberth Romero,SS,SS,BAL,AAA,23.0,2025,1671,543.06,28.02,28.78,28.4,37.23,Average,0.0,32.82,3.0,35.82,hard,,-0.1433,-0.054,0.20784313725490197,0.06346143790849673,0.025796078431372552,,True,21.0,-1.3526086956521741,0.0,
2595,2607,815654,Eli Lovich,OF,OF,CHC,A,20.0,2026,731,155.13,41.21,27.91,34.56,38.22,Speed/K-Risk,0.0,32.64,-2.0,30.64,hard,hard+worsening,-1.231,-0.0263,0.31495212038303694,0.09946648426812586,0.037008481532147745,,True,,,0.0,
2596,2576,808382,D'Angelo Tejada,SS,SS,CWS,A,20.0,2026,687,81.57,38.47,36.18,37.33,34.84,,0.0,32.33,3.0,35.33,hard,hard+worsening,-1.6367,-0.0479,0.32924308588064044,0.07312809315866085,0.03132008733624454,,True,,,0.0,
2597,2548,836079,Rylan Mills,C,C,MIL,A,19.0,2026,274,59.9,27.32,44.3,35.81,40.48,Three True Outcomes,-3.0,32.14,5.0,37.14,,hard,-1.6318,,0.36635036496350365,0.29927007299270075,0.013034671532846716,,True,,,0.0,
2598,2608,815150,Carter Frederick,OF,OF,KC,A+,22.0,2025,480,154.95,37.15,27.62,32.38,38.99,Speed/K-Risk,0.0,31.93,-2.0,29.93,hard+whiff,hard+worsening,-1.3634,-0.141,0.3221875,0.03290625,0.03848666666666666,,True,,,0.0,
2599,2581,683485,Nelson Beltran,SS,SS,OAK,R,23.0,2025,1126,173.96,34.22,27.82,31.02,35.76,Speed/K-Risk,0.0,31.89,3.0,34.89,soft,soft,-0.9828,0.0013,0.30017761989342806,0.04267673179396093,0.038241119005328596,,True,,,0.0,
2600,2609,672537,Dalvy Rosario,OF,OF,MIA,AAA,24.0,2025,1971,784.68,24.55,35.52,30.04,36.71,Speed/K-Risk,0.0,31.51,-2.0,29.51,hard+whiff,soft+worsening,-0.7686,-0.0286,0.2575082508250825,0.06197304730473047,0.04837062706270627,,True,22.0,-0.12,0.0,
2601,2602,702685,Brenner Cox,,,WSH,A+,21.0,2025,900,207.93,36.2,28.73,32.47,36.37,Speed/K-Risk,0.0,31.42,0.0,31.42,hard+whiff,hard,-1.9939,0.0194,0.3797888888888889,0.09219000000000001,0.053297777777777784,,True,,,0.0,
2602,2610,682765,Albert Feliz,OF,OF,BOS,A+,23.0,2025,1196,249.09,30.71,34.74,32.72,37.4,Power/K-Risk,0.0,31.31,-2.0,29.31,hard+whiff,hard+worsening,-2.0247,-0.0433,0.3625752508361204,0.15635953177257525,0.0020903010033444815,,True,,,0.0,
2603,2595,691685,Jean Perez,IF,2B,COL,A+,23.0,2025,1017,253.76,19.23,39.42,29.33,36.02,Speed/K-Risk,0.0,31.17,1.5,32.67,soft,soft,-0.7867,-0.0176,0.2413108242303873,0.06637835153922543,0.025809930486593843,,True,,,0.0,
2604,2596,808004,Anielson Buten,2B,2B,CIN,A,20.0,2026,850,116.72,26.21,39.89,33.05,36.77,Speed/K-Risk,0.0,31.16,1.5,32.66,hard,hard+worsening,-1.0515,-0.0225,0.27498823529411764,0.03967176470588236,0.045688705882352944,,True,,,0.0,
2604,2586,804119,Bobby Boser,SS,SS,OAK,AA,23.0,2026,609,269.97,33.92,27.73,30.83,38.99,Speed/K-Risk,0.0,31.16,3.0,34.16,soft,hard+worsening,-1.007,-0.0677,0.3005911330049261,0.15545812807881773,0.02446568144499179,,True,23.0,-0.93,0.0,
2606,2589,694187,Daniel Vazquez,SS,SS,KC,AA,22.0,2026,2236,729.14,20.7,29.91,25.3,35.92,Average,0.0,30.61,3.0,33.61,hard+whiff,,-0.2701,-0.0025,0.23812164579606443,0.02244454382826476,0.034523434704830054,,True,21.0,-0.653491124260355,0.0,
2607,2615,692817,Luis Leones,CF,OF,CIN,A,22.0,2025,551,81.88,19.87,39.02,29.44,37.35,Speed/K-Risk,0.0,30.4,-2.0,28.4,hard+whiff,hard,-2.1212,-0.0004,0.3726315789473684,0.06952268602540836,0.07045081669691469,,True,,,0.0,
2608,2592,826164,Drew Vogel,SS,SS,HOU,A+,23.0,2025,505,162.02,25.93,34.88,30.4,37.5,Speed/K-Risk,0.0,30.2,3.0,33.2,hard+whiff,hard+worsening,-1.6437,-0.414,0.3386336633663366,0.09743762376237623,0.05602178217821783,,True,,,0.0,
2608,2617,815923,Bralyn Brazoban,OF,OF,PIT,A,19.0,2026,614,92.73,28.95,31.56,30.26,36.14,Speed/K-Risk,0.0,30.2,-2.0,28.2,hard,hard,-1.3624,-0.0068,0.3210912052117264,0.04486644951140065,0.03129641693811074,,True,,,0.0,
2610,2611,823918,Kyle West,1B,1B,NYY,A+,23.0,2026,577,191.78,21.71,38.7,30.2,35.99,Speed/K-Risk,0.0,30.1,-1.0,29.1,hard,hard,-1.17,,0.294159445407279,0.1675216637781629,0.03324436741767764,,True,,,0.0,
2611,2619,703194,Randy De Jesus,OF,OF,LAA,AA,21.0,2026,1758,462.87,31.76,28.95,30.36,37.03,Power/K-Risk,0.0,29.95,-2.0,27.95,hard+whiff,hard+worsening,-1.2358,-0.0665,0.3010093348891482,0.15708930602957907,0.004958361774744027,,True,21.0,-1.96,0.0,
2612,2621,828489,Andy Polanco,OF,OF,SF,A,21.0,2026,556,106.69,31.66,27.94,29.8,37.28,Speed/K-Risk,0.0,29.79,-2.0,27.79,hard+whiff,hard+worsening,-1.609,-0.216,0.31654676258992803,0.03338129496402878,0.08476690647482014,,True,,,0.0,
2613,2622,695603,Benny Montgomery,OF,OF,COL,AA,23.0,2026,1400,570.45,34.95,22.96,28.96,37.75,Speed/K-Risk,0.0,29.61,-2.0,27.61,hard+whiff,hard+worsening,-1.2984,-0.0693,0.3058214285714286,0.17342642857142856,0.0233045,,True,21.0,-0.8765508684863523,0.0,
2614,2623,701327,Elijah Green,OF,OF,WSH,AA,22.0,2026,1695,464.21,31.11,27.84,29.48,35.24,Power/K-Risk,0.0,29.36,-2.0,27.36,hard+whiff,hard,-2.6881,-0.0097,0.42477029578351166,0.17028082595870206,0.06473758112094395,,True,22.0,-1.17,0.0,
2615,2599,805801,Nazzan Zanetello,SS,SS,BOS,A+,21.0,2026,894,250.17,40.27,10.01,25.14,38.68,Power/K-Risk,0.0,28.91,3.0,31.91,,hard,-2.3841,0.0139,0.4086941580756014,0.12999888143176733,0.03608624161073826,,True,,,0.0,
2615,2599,682633,Eduardo Garcia,SS,SS,MIL,AAA,23.0,2026,2261,886.77,26.33,30.14,28.24,35.58,Speed/K-Risk,0.0,28.91,3.0,31.91,,hard,-1.2473,0.0198,0.29372048192771083,0.0946867469879518,0.037128481927710844,,True,21.0,-0.5590243902439025,0.0,
2617,2624,821262,José Anderson,OF,OF,MIL,A,19.0,2026,1043,207.91,39.41,25.84,32.62,32.67,Power/K-Risk,0.0,28.89,-2.0,26.89,hard+whiff,hard+worsening,-1.2866,-0.2099,0.31383509108341323,0.15944007670182167,0.026172291466922334,,True,,,0.0,
2618,2593,703603,Grant Jay,C,C,SEA,A,22.0,2026,327,75.21,31.85,24.0,27.92,34.16,Speed/K-Risk,0.0,28.04,5.0,33.04,hard+whiff,hard,-1.919,,0.37,0.154,0.01957186544342508,,True,,,0.0,
2619,2627,694896,Caden Rose,OF,OF,BOS,AA,24.0,2026,672,356.11,30.19,20.54,25.36,32.37,Speed/K-Risk,0.0,27.06,-2.0,25.06,hard+whiff,hard+improving,-1.7048,0.1072,0.34467261904761903,0.11115922619047619,0.03183556547619047,,True,23.0,-1.34,0.0,
2620,2628,806016,Aaron Graeber,OF,OF,LAA,A+,23.0,2026,175,53.74,28.66,28.62,28.64,31.29,Power/K-Risk,0.0,26.96,-2.0,24.96,,hard,-2.5047,,0.37708571428571425,0.17838285714285715,0.0,,True,,,0.0,
2621,2629,806997,Yerlin Luis,OF,OF,CLE,A,20.0,2026,678,104.72,40.51,15.14,27.82,32.31,Speed/K-Risk,0.0,26.31,-2.0,24.31,hard+whiff,hard+worsening,-1.2273,-0.1528,0.3619174041297935,0.02382890855457227,0.038058259587020644,,True,,,0.0,
2622,2612,806993,German Ramirez,SS,SS,HOU,A,19.0,2026,1034,161.9,17.75,27.6,22.68,33.25,Speed/K-Risk,0.0,26.08,3.0,29.08,hard,soft+worsening,-0.7502,-0.0623,0.2695261121856867,0.034804642166344296,0.03571025145067698,,True,,,0.0,
2623,2613,695570,Jonathan Vastine,SS,SS,SD,A+,23.0,2026,190,64.6,25.11,32.25,28.68,30.78,Power/K-Risk,0.0,25.98,3.0,28.98,hard+whiff,hard+worsening,-2.6596,-0.364,0.40763157894736834,0.16753157894736842,0.02631578947368421,,True,,,0.0,
2624,2614,694222,Ambioris Tavarez,SS,SS,ATL,AA,22.0,2026,1493,522.76,34.48,10.34,22.41,32.53,Speed/K-Risk,0.0,25.67,3.0,28.67,hard+whiff,hard+improving,-2.1832,0.0498,0.3799263228399196,0.12902210314802412,0.032676825184192904,,True,21.0,-0.7764497041420119,0.0,
2625,2630,814453,Nathan Archer,OF,OF,CWS,A,23.0,2026,676,155.48,18.33,33.37,25.85,32.8,Speed/K-Risk,0.0,25.57,-2.0,23.57,hard+whiff,hard+worsening,-1.6114,-0.0991,0.3400295857988166,0.04767751479289942,0.03900177514792899,,True,,,0.0,
2626,2616,815839,Quentin Young,SS,SS,MIN,A,19.0,2026,463,106.49,46.6,0.0,23.3,33.2,Power/K-Risk,0.0,25.25,3.0,28.25,hard+whiff,hard,-3.1345,,0.44809935205183593,0.1828768898488121,0.008131317494600433,,True,,,0.0,
2627,2618,694689,Dominic Pitelli,SS,SS,CIN,AAA,24.0,2026,1228,716.82,26.23,24.73,25.48,32.39,Speed/K-Risk,0.0,25.19,3.0,28.19,hard,hard+worsening,-1.0548,-0.0671,0.29354247104247105,0.04914189189189189,0.05820762548262548,,True,22.0,0.09,0.0,
2628,2625,694304,Cole Fontenelle,3B,3B,LAA,AA,24.0,2026,964,444.56,27.01,22.0,24.51,33.16,Speed/K-Risk,0.0,25.09,0.5,25.59,hard+whiff,hard+worsening,-1.8995,-0.1151,0.3504356846473029,0.10886344537815125,0.03560933609958506,,True,22.0,1.34,0.0,
2629,2620,829251,Arturo Flores,C,C,HOU,A,20.0,2026,467,101.69,8.65,31.5,20.08,29.29,Power/K-Risk,0.0,22.88,5.0,27.88,hard+whiff,hard+improving,-1.8897,0.092,0.37391862955032124,0.2566830835117773,0.009176873661670236,,True,,,0.0,
2630,2626,686798,Yordys Valdes,SS,SS,CLE,AAA,23.0,2025,2079,905.68,24.89,6.78,15.84,32.14,Speed/K-Risk,0.0,22.12,3.0,25.12,,soft+worsening,-0.7278,-0.0242,0.2593053960964409,0.051,0.037029908151549946,,True,22.0,-0.18,0.0,
2631,2631,808119,Yaikel Mijares,2B,2B,CLE,A,20.0,2026,875,153.28,24.77,18.83,21.8,28.81,Speed/K-Risk,0.0,21.55,1.5,23.05,hard+whiff,hard+worsening,-1.072,-0.1058,0.31565714285714286,0.05891542857142858,0.05715954285714286,,True,,,0.0,
2632,2632,827264,Ryan Picollo,OF,OF,SEA,A,24.0,2026,536,123.28,6.38,21.64,14.01,24.09,Power/K-Risk,0.0,15.3,-2.0,13.3,hard+whiff,hard+worsening,-3.0438,-0.081,0.43164179104477607,0.1692537313432836,0.006996268656716418,,True,,,0.0,
2633,2633,809707,Charlie Condon,OF,OF,COL,AAA,23.0,2026,1089,783.57,78.95,65.88,72.41,67.72,Speed/K-Risk,0.0,69.16,-2.0,67.16,,soft+improving,-0.6951,0.0861,0.2676752767527675,0.12588929889298892,0.01107011070110701,Hard Floor,False,22.0,0.5,0.0,
2634,2635,807010,Anibal Salas,OF,OF,DET,A,20.0,2026,854,132.07,72.53,49.53,61.03,59.85,Contact/Power,0.0,60.44,-2.0,58.44,,,-0.4156,-0.0457,0.2666627634660422,0.14666276346604215,0.02147939110070258,Hard Floor,False,,,0.0,
2635,2643,804710,Brennan Orf,OF,OF,TOR,A+,24.0,2026,604,183.33,66.97,47.45,57.21,59.05,Speed/K-Risk,0.0,58.13,-2.0,56.13,soft,,-0.0093,-0.0468,0.26238410596026496,0.03802814569536424,0.008278145695364239,Hard Floor,False,,,0.0,
2636,2644,815306,Rio Foster,OF,OF,LAA,A+,22.0,2025,721,174.0,59.42,55.61,57.52,58.66,Contact/Power,0.0,58.09,-2.0,56.09,,,-0.3365,0.0553,0.26008321775312065,0.1015478502080444,0.0278117891816921,Hard Floor,False,,,0.0,
2637,2634,702488,Logan Wagner,SS,SS,LAD,AA,22.0,2026,1147,377.82,54.3,57.3,55.8,56.55,Contact/Power,0.0,56.18,3.0,59.18,soft,,-0.4557,-0.0597,0.2631087584215592,0.14750653879686138,0.022169136878814298,Hard Floor,False,22.0,-0.61,0.0,
2638,2642,803630,Jalen Hairston,3B,3B,CIN,A,22.0,2026,407,72.42,55.45,51.66,53.56,57.94,Contact/Power,0.0,55.75,0.5,56.25,soft,,-0.4024,0.007,0.257027027027027,0.1281056511056511,0.024877149877149878,Hard Floor,False,,,0.0,
2639,2660,687310,Will Simpson,1B,1B,TB,AAA,24.0,2026,1692,831.27,49.2,61.61,55.4,55.07,Speed/K-Risk,0.0,55.24,-1.0,54.24,hard,,-0.6115,-0.071,0.26233991621783365,0.1474524236983842,0.017351286654697786,Hard Floor,False,22.0,0.16079279279279282,0.0,
2640,2646,839308,Diego Conseción,IF,2B,STL,R,18.0,2026,158,15.8,59.53,48.71,54.12,54.45,,0.0,54.28,1.5,55.78,,,0.0151,,0.28,0.061,0.028481012658227847,Hard Floor,False,,,0.0,
2641,2638,694184,Cristian Santana,SS,SS,DET,A+,22.0,2026,1952,456.96,56.7,52.39,54.54,53.92,Contact/Power,0.0,54.23,3.0,57.23,,,-0.1096,-0.006,0.2638268442622951,0.12790061475409836,0.014845030737704918,Hard Floor,False,,,0.0,
2642,2662,812749,Raynier Ramirez,3B,3B,LAD,R,20.0,2025,446,44.6,52.74,53.79,53.26,53.97,,0.0,53.61,0.5,54.11,soft,,-0.1633,-0.0459,0.25713004484304935,0.12096860986547087,0.028157847533632284,Hard Floor,False,,,0.0,
2643,2636,698935,Yasmil Bucce,C,C,BAL,A+,21.0,2026,1003,211.33,60.92,50.13,55.53,56.84,Three True Outcomes,-3.0,53.18,5.0,58.18,,,-0.0504,-0.0354,0.2561714855433699,0.1345124626121635,0.00465284147557328,Hard Floor,False,,,0.0,
2644,2712,807645,Adolfo Sanchez,OF,OF,CIN,A,19.0,2026,670,81.95,56.94,49.71,53.32,52.33,Contact/Power,0.0,52.82,-2.0,50.82,hard,,-0.2937,0.0276,0.2562522522522523,0.12664925373134328,0.02921820895522388,Hard Floor,False,,,0.0,
2645,2637,837788,Sebastian Franeites,C,C,MIL,R,17.0,2026,190,19.0,56.32,48.58,52.45,53.14,,0.0,52.8,5.0,57.8,,,0.082,,0.25,0.102,0.010526315789473684,Hard Floor,False,,,0.0,
2646,2713,806976,Rayner Arias,OF,OF,SF,R,20.0,2026,509,54.8,57.71,46.78,52.24,53.26,,0.0,52.75,-2.0,50.75,hard,,-0.5482,-0.135,0.26094302554027504,0.09078585461689587,0.02128408644400786,Hard Floor,False,,,0.0,
2647,2680,827759,Daniel Bucciero,3B,3B,OAK,A+,21.0,2026,539,145.09,57.07,48.36,52.72,52.57,Speed/K-Risk,0.0,52.64,0.5,53.14,,,-0.3196,,0.25,0.14654545454545453,0.02464860853432282,Hard Floor,False,,,0.0,
2648,2649,698956,Ramon Peralta,SS,SS,SF,R,21.0,2025,942,105.9,58.84,50.96,54.9,50.21,,0.0,52.56,3.0,55.56,hard,,-0.4304,-0.0431,0.2706687898089172,0.10544373673036093,0.02746783439490446,Hard Floor,False,,,0.0,
