Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
192,Cam Eden,0,CF,25.0,25.5,41.3,455,,,,,43.7,42.0,16.9,7.8,40.8,39.0,28.8,11.9,42.2,36.9,,,,,-39.7,32.1,27.711,62.7,82.837,52.0,27.981,44.3,109.2,48.0,100.3,10.6,31.8,20.9,1.1,6.9,13.4,31.0,0.222,29.5,0.286,6.4,7.843,94.5,,,,
193,Tyler Fitzgerald,SFG,2B,26.0,26.04,25.7,454,,,,,30.5,24.2,50.9,51.4,31.7,26.6,41.3,30.9,31.1,23.9,,,,,-39.1,33.6,33.934,22.6,79.546,27.8,29.967,34.6,109.4,51.2,103.3,51.4,38.4,54.7,4.2,50.2,19.5,70.0,0.227,35.6,0.363,41.9,7.411,89.6,,,,
194,Nick Sogard,BOS,3B,26.0,26.056,24.6,453,,,,,86.5,94.5,25.5,19.0,78.0,82.6,51.8,53.8,82.2,92.4,,,,,-21.1,84.7,23.563,85.3,90.393,93.3,17.898,93.0,109.8,59.8,99.0,4.6,23.9,5.8,1.5,10.6,18.1,62.1,0.247,62.7,0.331,22.9,6.529,77.7,,,,
195,Daz Cameron,MIL,RF,26.0,26.705,4.6,444,,,,,50.2,52.1,66.4,69.3,60.5,65.1,63.4,76.1,55.4,59.0,,,,,-32.7,50.5,30.312,41.0,82.158,45.9,24.838,63.3,111.3,73.7,105.4,78.0,42.1,71.3,5.2,62.5,14.3,37.0,0.258,75.1,0.411,71.1,5.134,56.9,,,,
196,Jahmai Jones,DET,DH,26.0,26.155,21.4,443,,,,,72.8,78.4,56.7,57.5,39.9,37.3,48.3,44.6,56.4,60.2,,,,,-25.1,72.9,18.2,98.8,79.191,24.8,30.156,33.6,109.8,59.8,103.4,52.3,40.9,65.9,4.5,53.8,16.5,48.6,0.242,55.0,0.405,67.3,5.686,69.4,,,,
197,Yolbert Sanchez,0,SS,26.0,26.576,9.8,442,,,,,53.9,56.6,11.8,2.8,80.1,86.7,45.9,41.9,67.0,73.7,,,,,-27.1,65.6,37.785,13.8,87.759,84.1,19.926,84.7,107.6,26.0,100.1,8.1,24.4,6.1,0.5,4.1,5.9,2.9,0.259,76.1,0.326,20.9,3.434,26.0,,,,
198,Matt Mervis,ARI,1B,25.0,25.457,42.2,439,,,,,46.7,47.2,77.8,82.7,36.3,32.4,57.0,64.5,41.5,35.9,,,,,-30.8,54.7,29.707,47.7,80.414,33.6,31.716,25.4,114.5,96.2,105.6,80.3,36.3,45.1,5.5,65.3,28.5,96.6,0.23,39.0,0.417,72.5,3.603,28.7,,,,
199,Jonathan Aranda,TBR,1B,25.0,25.355,45.3,431,,,,,73.6,79.5,82.3,91.1,67.2,72.8,74.8,92.4,70.4,78.7,,,,,-26.2,68.5,24.952,79.5,82.317,48.0,21.704,77.4,113.0,86.5,105.0,72.2,49.8,93.0,7.0,82.4,20.5,74.6,0.276,86.5,0.494,91.4,2.512,13.5,,,,
200,Matt Koperniak,STL,LF,25.0,25.64,36.2,419,,,,,72.2,77.7,33.5,33.0,71.8,76.8,52.6,56.9,72.0,81.2,,,,,-19.4,88.7,30.905,37.9,86.42,75.8,20.366,82.3,108.2,33.0,101.3,21.1,32.5,24.8,3.1,34.9,12.4,24.8,0.25,67.7,0.371,47.2,5.126,56.3,,,,
201,Max Schuemann,ATH,LF,26.0,26.303,16.5,418,,,,,76.3,84.1,35.7,34.9,48.2,46.3,42.0,32.4,62.2,68.2,,,,,-26.0,69.3,21.086,94.5,82.962,53.2,24.313,66.7,107.8,27.7,102.6,41.9,36.8,48.6,3.6,42.0,10.0,11.6,0.233,43.1,0.355,37.9,7.205,87.8,,,,
202,Andre Lipcius,CHW,2B,25.0,25.358,45.0,418,,,,,67.5,72.8,36.5,35.8,50.8,50.8,43.6,36.1,59.2,64.5,,,,,-22.6,82.3,30.55,39.8,82.042,44.6,23.095,72.2,106.5,15.0,100.2,9.2,30.3,16.2,3.8,45.7,17.2,54.6,0.244,57.0,0.382,54.0,2.969,19.6,,,,
203,Abraham Toro,0,1B,26.0,26.776,4.0,413,,,,,80.1,87.3,46.7,46.3,65.9,71.6,56.3,63.3,73.0,82.9,,,,,-22.9,80.9,24.496,81.0,85.924,71.6,21.782,76.8,109.1,45.1,102.3,36.4,33.4,30.6,4.1,48.6,17.2,54.6,0.246,60.2,0.377,50.3,4.802,48.3,,,,
204,Tanner Morris,0,SS,26.0,26.045,25.2,409,,,,,81.6,89.3,16.6,7.3,69.7,74.9,43.2,34.9,75.6,87.9,,,,,-24.9,74.6,22.803,88.4,87.8,84.4,19.126,88.7,104.2,5.0,99.3,5.4,27.1,8.7,2.2,22.3,11.3,17.4,0.242,55.0,0.339,26.3,1.791,6.7,,,,
205,Yonny Hernández,NYM,SS,25.0,25.407,42.8,398,,,,,84.9,93.9,13.1,3.7,48.6,46.9,30.8,13.9,66.8,73.2,,,,,-22.2,83.3,22.382,90.5,85.714,70.0,20.891,80.7,109.1,45.1,98.2,4.0,18.5,1.2,0.5,4.1,11.7,19.4,0.221,27.2,0.287,6.7,5.884,72.5,,,,
206,Ronaldo Hernández,BOS,C,25.0,25.884,29.4,392,,,,,57.0,59.8,76.0,80.7,62.2,67.6,69.1,84.9,59.6,65.0,,,,,-25.0,73.7,32.111,32.4,85.584,69.4,26.628,52.0,113.5,90.5,105.1,73.9,37.5,51.8,5.9,71.4,21.2,78.1,0.242,55.0,0.417,72.5,2.829,16.5,,,,
207,Cam Devanney,PIT,SS,26.0,26.464,11.6,390,,,,,57.0,59.8,37.0,36.1,66.6,72.0,51.8,53.8,61.8,67.3,,,,,-24.6,76.1,34.436,21.7,86.892,78.3,25.066,62.1,108.0,30.4,103.0,46.8,38.1,54.3,2.8,29.8,14.9,39.8,0.242,55.0,0.368,44.8,4.416,42.2,,,,
208,Yohel Pozo,STL,C,26.0,26.294,16.8,389,,,,,65.5,69.7,41.4,40.4,81.5,88.7,61.4,73.1,73.5,83.9,,,,,-16.5,92.7,50.931,0.3,89.698,91.4,17.414,95.4,109.5,53.7,102.2,34.3,32.6,25.7,2.8,29.8,17.2,54.6,0.253,71.6,0.379,51.2,2.59,14.7,,,,
209,TJ Hopkins,0,CF,26.0,26.702,4.9,389,,,,,40.7,37.0,64.6,68.2,49.4,48.6,57.0,64.5,45.0,41.9,,,,,-34.5,44.6,29.823,46.5,78.226,19.9,32.288,22.3,111.8,77.7,104.0,59.0,47.0,87.3,4.9,58.3,15.1,41.4,0.263,78.9,0.437,81.2,3.0,19.9,,,,
210,Conner Capel,ATL,LF,26.0,26.366,14.1,387,,,,,66.6,71.4,20.2,11.3,47.0,44.6,33.6,18.3,56.8,61.0,,,,,-31.5,53.7,23.529,85.6,85.138,66.7,23.359,70.3,107.2,20.6,101.5,23.1,32.3,24.2,1.8,17.1,14.3,37.0,0.221,27.2,0.311,14.1,7.275,88.1,,,,
211,Taylor Trammell,HOU,CF,26.0,26.045,25.2,387,,,,,44.4,44.0,81.7,89.3,37.6,34.3,59.6,69.1,41.0,35.0,,,,,-37.4,37.2,26.112,71.9,79.424,26.9,32.448,21.1,112.0,80.4,105.9,82.7,45.4,83.8,7.0,82.4,22.3,81.7,0.238,48.2,0.436,80.7,4.535,44.6,,,,
212,Kyle McCann,0,C,25.0,25.826,31.2,387,,,,,26.2,17.1,66.9,70.0,28.8,22.6,47.8,44.0,27.5,16.7,,,,,-54.8,7.6,27.655,63.0,78.758,22.0,33.152,17.4,113.3,88.8,106.1,84.9,49.3,91.4,5.2,62.5,15.5,43.7,0.227,35.6,0.379,51.2,4.286,40.4,,,,
213,Juan Yepez,WSN,1B,25.0,25.61,37.5,384,,,,,52.1,55.7,43.4,42.2,55.7,55.4,49.6,47.6,53.9,57.5,,,,,-29.4,60.2,33.135,26.3,84.742,64.2,23.296,70.6,111.9,79.1,102.1,32.4,33.2,28.7,3.1,34.9,16.8,50.3,0.237,47.2,0.349,34.4,3.923,33.9,,,,
214,Tyler Nevin,0,3B,26.0,26.338,15.0,384,,,,,71.6,77.4,70.2,74.8,80.0,86.2,75.1,93.3,75.8,88.7,,,,,-24.2,78.3,28.606,54.7,85.281,67.6,21.121,80.4,109.4,51.2,104.5,66.2,44.2,79.5,7.0,82.4,11.2,17.0,0.285,92.4,0.505,95.1,5.307,61.8,,,,
215,Hunter Feduccia,TBR,C,26.0,26.319,16.2,379,,,,,77.6,85.2,49.0,49.2,47.8,45.6,48.4,45.1,62.7,69.7,,,,,-26.6,67.3,20.46,96.3,83.48,56.6,22.152,75.2,110.1,63.9,102.1,32.4,37.4,51.1,4.2,50.2,14.8,39.1,0.23,39.0,0.382,54.0,3.066,22.0,,,,
216,Luken Baker,LAD,1B,26.0,26.557,10.7,378,,,,,66.1,70.0,94.7,99.7,65.8,71.3,80.2,96.5,65.9,72.8,,,,,-25.1,72.9,27.48,63.9,80.66,35.6,26.466,52.3,113.5,90.5,106.7,89.0,50.8,94.5,10.8,98.5,24.8,89.3,0.298,96.0,0.604,99.4,1.331,3.4,,,,
217,Cade Marlowe,SEA,OF,26.0,26.267,18.5,377,,,,,38.1,34.3,66.4,69.3,56.6,57.5,61.5,73.5,47.4,46.3,,,,,-42.3,24.8,27.85,60.9,81.837,43.7,29.078,37.3,108.6,37.9,103.7,55.5,36.0,42.5,6.4,78.0,19.3,67.6,0.251,69.4,0.433,79.5,8.785,98.5,,,,
218,Chris Williams,0,C,26.0,26.85,2.1,376,,,,,27.5,19.3,62.4,65.1,11.4,6.9,36.9,23.5,19.4,7.8,,,,,-51.2,11.6,27.447,64.5,75.878,12.8,35.036,11.6,110.0,62.4,104.8,70.0,34.9,36.1,5.1,61.3,26.3,94.2,0.199,9.9,0.362,41.4,5.083,55.0,,,,
219,Tristin English,ARI,OF,26.0,26.379,13.5,370,,,,,39.2,35.9,58.7,60.9,52.5,52.9,55.6,62.4,45.8,45.0,,,,,-33.9,46.2,35.1,19.9,80.66,35.6,26.87,50.5,110.8,69.6,104.4,64.7,43.6,77.7,4.6,54.7,12.8,26.6,0.251,69.4,0.405,67.3,2.397,11.6,,,,
220,Darius Hill,0,OF,26.0,26.119,22.3,362,,,,,64.0,69.0,8.7,1.8,59.3,63.0,34.0,19.7,61.6,67.0,,,,,-22.2,83.3,34.424,22.0,85.488,69.1,21.495,78.6,105.5,7.6,99.7,6.6,23.2,5.2,0.8,5.0,11.8,20.6,0.239,49.5,0.304,12.2,5.12,56.0,,,,
221,Oscar Gonzalez,0,RF,25.0,25.719,34.3,361,,,,,22.8,12.4,77.7,82.1,59.2,62.5,68.4,83.5,41.0,35.0,,,,,-40.1,30.1,45.088,1.2,80.964,38.2,29.107,36.7,112.9,85.6,106.5,87.2,41.6,67.9,6.4,78.0,15.9,45.6,0.267,80.3,0.429,78.0,5.225,59.3,,,,
222,Nate Eaton,BOS,OF,26.0,26.771,4.3,361,,,,,29.6,23.1,60.4,63.5,38.0,35.0,49.2,46.3,33.8,25.7,,,,,-39.2,33.2,37.845,13.5,79.398,26.6,27.917,45.0,109.1,45.1,103.3,51.4,32.0,22.3,5.8,69.1,20.4,73.5,0.239,49.5,0.393,59.5,6.539,78.0,,,,
223,Connor Kaiser,ARI,SS,26.0,26.858,1.8,360,,,,,39.8,36.4,27.4,21.7,11.8,7.8,19.6,3.1,25.8,15.0,,,,,-38.0,35.8,27.432,64.8,77.124,16.8,34.894,12.5,109.2,48.0,100.9,15.3,32.1,23.2,2.8,29.8,16.0,46.3,0.193,6.7,0.29,7.0,8.253,96.6,,,,
224,Justin Dirden,0,RF,26.0,26.207,19.9,357,,,,,15.7,8.0,47.5,47.7,10.4,5.2,29.0,12.2,13.0,4.1,,,,,-50.5,12.5,33.202,25.7,74.454,9.2,36.338,8.9,108.0,30.4,103.2,50.3,33.3,29.7,5.6,66.7,13.9,34.7,0.201,11.5,0.346,32.3,5.312,62.7,,,,
225,José Barrero,BAL,SS,25.0,25.487,41.9,334,,,,,12.1,5.2,68.7,72.5,35.7,31.7,52.2,55.4,23.9,12.7,,,,,-56.2,6.7,36.289,16.2,83.333,55.5,32.93,19.3,107.8,27.7,103.7,55.5,35.2,38.2,7.2,84.7,30.1,98.2,0.211,15.9,0.417,72.5,8.637,98.2,,,,
226,David Villar,0,1B,26.0,26.672,5.8,334,,,,,42.5,39.6,68.2,71.7,36.0,32.1,52.1,54.7,39.2,32.0,,,,,-40.0,30.7,26.81,67.6,79.156,23.9,30.017,34.3,108.1,31.8,103.0,46.8,36.2,44.3,7.2,84.7,23.6,85.0,0.238,48.2,0.437,81.2,4.163,37.6,,,,
227,Dominic Fletcher,0,RF,26.0,26.075,23.5,332,,,,,68.8,74.3,62.7,65.7,78.5,82.9,70.6,86.9,73.6,84.4,,,,,-24.7,75.8,29.255,49.8,86.181,74.6,21.359,79.7,109.2,48.0,102.6,41.9,39.9,61.8,6.6,79.7,11.8,20.6,0.27,82.4,0.455,85.0,7.057,85.3,,,,
228,Trevor Larnach,MIN,LF,26.0,26.59,9.3,322,,,,,45.3,45.1,80.6,87.6,29.4,23.5,55.0,60.7,37.3,29.5,,,,,-40.8,28.7,23.188,86.5,79.896,29.4,31.843,24.8,110.9,70.6,106.1,84.9,40.6,65.0,7.8,89.8,18.9,66.4,0.222,29.5,0.424,76.0,3.868,33.0,,,,
229,Jake Alu,0,3B,26.0,26.483,11.3,321,,,,,71.0,76.1,40.3,38.2,89.4,95.9,64.8,79.2,80.2,90.2,,,,,-19.6,88.1,33.088,26.6,90.584,93.6,17.448,95.0,109.1,45.1,101.3,21.1,35.2,38.2,3.1,34.9,14.3,37.0,0.273,85.3,0.402,64.4,5.946,72.8,,,,
230,Sam Huff,SFG,C,25.0,25.708,34.9,319,,,,,37.3,32.9,84.8,93.4,61.7,66.7,73.2,90.5,49.5,51.1,,,,,-35.8,40.1,31.121,36.4,81.675,42.5,30.354,31.8,112.9,85.6,108.5,97.2,47.4,88.4,8.2,91.9,11.7,19.4,0.269,80.9,0.498,93.3,1.312,3.1,,,,
231,Carlos Pérez,0,LF,26.0,26.33,15.6,311,,,,,69.3,74.6,28.7,23.7,72.2,77.4,50.4,49.7,70.8,79.7,,,,,-20.6,85.9,33.932,22.9,93.044,98.5,14.466,97.6,108.4,35.8,100.6,13.3,29.8,14.7,1.9,19.0,24.2,87.3,0.235,46.0,0.335,24.3,0.0,0.5,,,,
232,Luke Berryhill,0,C,25.0,25.342,45.7,307,,,,,36.6,31.5,57.7,58.6,10.7,5.8,34.2,20.5,23.6,12.2,,,,,-49.9,13.1,20.253,96.9,72.222,5.5,38.506,4.9,108.8,40.8,105.7,81.2,41.8,68.7,5.9,71.4,11.0,15.0,0.211,15.9,0.373,48.5,6.712,79.5,,,,
233,Matt Wallner,MIN,RF,25.0,25.799,31.8,304,,,,,26.0,16.7,88.8,96.0,34.2,29.2,61.5,73.5,30.1,21.4,,,,,-44.7,20.2,29.624,48.3,74.868,10.1,37.056,7.3,115.6,97.9,108.5,97.2,50.9,94.8,6.9,81.2,25.4,91.1,0.245,58.3,0.456,85.6,4.158,37.3,,,,
234,Elijah Dunham,0,OF,25.0,25.339,46.2,303,,,,,34.7,28.7,44.0,43.1,13.3,9.3,28.6,11.3,24.0,13.3,,,,,-44.5,20.5,26.872,67.3,77.926,19.0,32.365,21.4,110.8,69.6,103.5,53.2,33.1,28.3,3.3,38.2,18.6,65.1,0.195,7.6,0.308,13.8,5.65,68.5,,,,
235,Dominic Canzone,SEA,DH,26.0,26.122,22.0,302,,,,,70.0,75.2,81.8,89.6,81.4,88.4,81.6,98.2,75.7,88.4,,,,,-13.8,94.3,35.211,19.6,85.616,69.7,19.923,85.0,113.0,86.5,105.1,73.9,44.4,80.7,7.3,86.5,16.1,46.9,0.287,93.0,0.502,94.3,4.479,43.7,,,,
236,Anthony Prato,PIT,SS,25.0,25.388,43.9,299,,,,,77.9,85.8,48.8,48.9,49.4,48.6,49.1,45.9,63.6,70.3,,,,,-26.5,67.6,19.452,98.2,82.111,45.6,22.899,73.1,106.1,11.3,101.8,27.4,37.0,49.4,6.0,74.0,12.1,22.2,0.241,53.1,0.409,69.3,5.291,61.2,,,,
237,John Rave,KCR,RF,25.0,25.749,33.0,293,,,,,41.0,37.8,21.0,13.1,28.1,21.1,24.6,6.7,34.6,26.9,,,,,-45.8,17.6,24.457,82.0,81.761,43.4,28.953,38.2,108.2,33.0,101.7,25.4,36.6,46.5,1.4,8.9,17.8,58.9,0.205,12.8,0.296,9.3,3.779,31.2,,,,
238,Bubba Thompson,0,OF,25.0,25.309,47.2,293,,,,,34.1,28.1,13.6,4.6,21.7,13.8,17.6,2.8,27.9,17.7,,,,,-37.8,36.1,31.699,34.9,79.726,28.7,30.948,28.1,106.1,11.3,100.6,13.3,25.7,7.6,1.7,14.8,12.4,24.8,0.21,14.7,0.293,8.0,7.62,91.4,,,,
239,Kyle Stowers,MIA,1B,25.0,25.741,33.3,281,,,,,28.8,21.3,84.8,93.4,35.6,31.2,60.2,69.7,32.2,24.5,,,,,-39.8,31.5,31.181,36.1,77.562,18.0,35.42,11.0,111.6,76.3,106.4,86.5,57.2,98.8,9.6,96.6,15.5,43.7,0.241,53.1,0.483,90.5,3.942,34.3,,,,
240,Ford Proctor,0,SS,26.0,26.82,2.4,277,,,,,68.4,74.0,31.7,29.5,23.0,16.2,27.4,10.4,45.7,44.3,,,,,-26.8,66.8,23.465,85.9,80.0,30.0,27.812,45.9,107.3,22.2,102.4,38.7,37.3,50.2,3.6,42.0,11.9,21.1,0.211,15.9,0.326,20.9,3.689,29.7,,,,
241,Vidal Bruján,ATL,SS,25.0,25.637,36.7,276,,,,,67.7,73.4,23.6,16.2,55.3,55.0,39.4,27.2,61.5,66.7,,,,,-24.4,77.7,30.339,40.4,88.424,87.5,20.204,83.5,106.6,15.9,100.9,15.3,31.3,19.0,2.2,22.3,19.3,67.6,0.217,23.1,0.322,17.7,7.126,85.9,,,,
242,Austin Shenton,SEA,1B,25.0,25.687,35.5,271,,,,,45.3,45.1,51.6,52.6,16.2,10.1,33.9,19.1,30.8,23.2,,,,,-37.7,36.4,25.144,78.3,76.161,13.5,32.998,18.3,109.1,45.1,103.0,46.8,35.9,41.4,4.8,56.9,15.2,42.4,0.213,18.8,0.388,56.6,2.205,11.0,,,,
243,Chase Strumpf,CHC,3B,25.0,25.563,39.8,267,,,,,32.5,27.2,45.1,43.6,6.2,3.4,25.6,8.3,19.4,7.8,,,,,-50.9,12.2,23.81,83.5,73.077,8.0,37.376,6.7,107.8,27.7,103.7,55.5,29.7,14.2,4.1,48.6,23.4,84.6,0.187,4.3,0.336,24.9,4.235,38.5,,,,
244,Ali Sánchez,0,C,26.0,26.691,5.2,267,,,,,73.9,79.8,67.9,70.9,87.2,94.8,77.6,94.2,80.6,90.5,,,,,-21.7,84.1,30.038,44.0,88.433,87.8,17.84,93.3,110.5,67.1,104.3,63.5,44.2,79.5,6.0,74.0,13.1,27.2,0.276,86.5,0.439,82.1,1.897,7.6,,,,
245,Maverick Handley,BAL,C,25.0,25.558,40.1,261,,,,,51.9,55.4,21.4,14.1,28.6,22.3,25.0,7.0,40.2,33.6,,,,,-35.2,42.4,26.359,70.0,81.29,39.8,27.234,48.6,107.9,29.1,102.0,30.3,34.2,33.8,1.1,6.9,20.4,73.5,0.212,17.4,0.285,6.0,4.613,46.5,,,,
246,Luke Ritter,NYM,2B,26.0,26.62,7.6,260,,,,,31.4,25.2,84.9,94.0,40.8,39.0,62.8,74.9,36.1,28.4,,,,,-44.9,19.6,26.75,68.2,75.265,11.0,37.732,5.5,112.0,80.4,105.7,81.2,50.7,94.0,8.5,93.0,18.5,64.2,0.252,70.6,0.472,88.1,2.139,9.8,,,,
247,Nick Meyer,0,C,26.0,26.612,8.3,260,,,,,57.9,60.9,21.1,13.5,40.6,38.5,30.8,13.9,49.2,50.6,,,,,-31.6,53.1,27.063,66.7,84.354,61.2,25.977,56.6,107.2,20.6,101.7,25.4,25.3,7.0,1.9,19.0,14.6,38.7,0.214,19.9,0.305,12.5,4.748,48.0,,,,
248,Luis De Los Santos,NYM,3B,25.0,25.309,47.2,255,,,,,43.2,40.7,55.5,55.7,48.2,46.3,51.8,53.8,45.7,44.3,,,,,-29.9,58.1,35.636,18.7,85.172,67.0,28.189,42.5,111.8,77.7,105.4,78.0,38.9,57.0,4.7,55.5,9.3,8.4,0.222,29.5,0.358,39.8,3.959,34.9,,,,
249,Payton Henry,PHI,C,26.0,26.267,18.5,255,,,,,24.7,14.7,64.5,67.9,73.6,78.7,69.0,84.3,49.2,50.6,,,,,-41.5,27.2,40.8,5.5,87.54,81.0,27.66,47.4,109.7,58.1,105.2,75.5,38.8,56.0,5.9,71.4,12.3,23.5,0.249,66.2,0.408,68.5,1.798,7.0,,,,
250,Stephen Scott,0,OF,26.0,26.355,14.5,254,,,,,66.5,70.8,60.5,63.9,57.7,60.2,59.1,68.8,62.1,67.7,,,,,-26.4,68.0,25.142,78.6,86.149,74.3,27.972,44.6,109.0,43.4,105.3,76.6,45.2,83.3,5.5,65.3,13.3,29.2,0.232,41.1,0.407,68.0,3.947,34.6,,,,
251,Joey Bart,PIT,C,26.0,26.79,3.4,244,,,,,43.2,40.7,60.4,63.5,48.8,47.4,54.6,60.1,46.0,45.3,,,,,-44.3,21.1,25.981,73.1,82.812,51.7,26.329,53.5,112.8,84.6,104.5,66.2,40.9,65.9,4.1,48.6,19.4,68.8,0.235,46.0,0.379,51.2,2.961,19.0,,,,
252,Rodolfo Durán,SDP,C,25.0,25.61,37.5,240,,,,,41.1,38.2,70.3,75.4,61.2,66.4,65.8,79.8,51.2,53.1,,,,,-35.0,43.1,32.252,30.9,83.624,57.5,26.824,51.2,112.1,81.5,105.4,78.0,39.5,60.1,5.0,59.6,22.8,83.2,0.248,64.8,0.404,66.2,3.052,21.7,,,,
253,Tucker Bradley,0,OF,25.0,25.402,43.1,238,,,,,58.8,61.8,25.0,17.7,31.4,26.0,28.2,10.7,45.1,42.2,,,,,-29.7,59.2,28.33,58.1,80.727,36.7,25.822,58.7,107.4,23.9,101.1,18.3,34.9,36.1,2.9,31.8,11.0,15.0,0.22,26.0,0.336,24.9,7.034,84.7,,,,
254,Logan Davidson,LAA,1B,25.0,25.76,32.7,230,,,,,45.6,45.6,46.3,45.3,60.8,65.7,53.6,58.6,53.2,56.6,,,,,-34.3,45.3,30.197,42.5,86.411,75.5,26.824,51.2,110.6,67.7,105.5,79.4,42.0,70.9,3.5,40.2,9.4,9.0,0.235,46.0,0.341,27.8,4.552,45.6,,,,
255,Grae Kessinger,0,3B,26.0,26.097,23.2,229,,,,,75.8,83.3,49.4,49.5,70.0,75.5,59.7,69.4,72.9,82.6,,,,,-24.1,78.7,26.68,68.8,86.029,72.3,21.376,79.2,108.9,42.2,102.9,45.0,35.2,38.2,3.5,40.2,24.7,89.0,0.25,67.7,0.385,56.0,3.272,23.9,,,,
256,Drew Millas,WSN,C,25.0,25.706,35.2,227,,,,,81.1,89.0,20.4,12.4,83.9,90.5,52.2,55.4,82.5,93.4,,,,,-17.5,91.4,28.081,59.6,92.704,97.2,19.355,87.5,106.5,15.0,101.0,17.1,27.4,10.1,1.8,17.1,13.4,31.0,0.252,70.6,0.342,28.6,5.634,68.2,,,,
257,Nick Dunn,PHI,3B,26.0,26.667,6.1,225,,,,,90.3,97.1,21.2,13.8,85.6,92.4,53.4,58.1,87.9,96.5,,,,,-9.0,97.6,26.033,72.8,90.732,93.9,13.293,98.5,109.0,43.4,101.8,27.4,36.1,43.4,1.3,7.6,9.6,9.6,0.261,77.4,0.339,26.3,1.364,4.0,,,,
258,Lorenzo Cedrola,0,CF,25.0,25.714,34.6,225,,,,,71.4,76.6,28.3,22.9,58.2,62.1,43.2,34.9,64.8,71.6,,,,,-12.9,95.1,33.195,26.0,85.771,70.3,21.308,80.1,108.1,31.8,100.3,10.6,28.6,12.7,3.1,34.9,13.9,34.7,0.235,46.0,0.339,26.3,7.805,94.2,,,,
259,Jared Triolo,PIT,SS,25.0,25.64,36.2,225,,,,,48.8,49.2,20.9,12.8,42.0,40.2,31.4,15.1,45.4,43.6,,,,,-36.5,39.1,25.147,78.0,80.169,30.9,30.685,29.4,106.8,17.3,100.2,9.2,38.9,57.0,1.8,17.1,15.1,41.4,0.241,53.1,0.344,30.9,7.521,90.8,,,,
260,Troy Johnston,MIA,RF,26.0,26.272,18.0,224,,,,,41.8,38.8,38.9,37.0,76.2,81.7,57.6,65.9,59.0,64.2,,,,,-30.3,57.0,39.525,7.3,83.594,57.2,26.196,55.7,108.3,34.4,100.3,10.6,35.9,41.4,2.7,28.1,20.0,72.6,0.295,95.3,0.41,70.3,5.55,66.1,,,,
261,Shayne Fontana,0,CF,26.0,26.275,17.7,222,,,,,60.4,64.5,46.5,45.9,74.2,79.7,60.4,70.2,67.3,74.3,,,,,-27.1,65.6,30.469,40.1,86.134,74.0,21.574,77.7,108.4,35.8,104.4,64.7,43.2,75.8,3.6,42.0,17.2,54.6,0.257,74.3,0.366,43.0,6.944,83.8,,,,
262,Jake McCarthy,ARI,CF,26.0,26.168,21.1,221,,,,,86.7,95.1,58.4,60.2,93.6,97.2,76.0,93.6,90.2,97.9,,,,,-18.5,90.7,25.831,74.6,88.693,89.3,17.448,95.0,108.6,37.9,102.1,32.4,31.0,18.2,6.3,76.3,11.7,19.4,0.303,97.9,0.469,87.2,7.679,92.0,,,,
263,LJ Talley,0,2B,26.0,26.398,12.5,220,,,,,74.9,82.3,14.1,4.9,40.3,37.9,27.2,10.1,57.6,61.9,,,,,-24.5,76.8,24.758,79.8,83.966,59.8,24.932,62.7,107.3,22.2,100.3,10.6,24.8,6.6,1.4,8.9,13.8,33.6,0.215,20.8,0.297,9.8,4.958,53.5,,,,
264,Zach Humphreys,LAA,C,25.0,25.974,26.8,220,,,,,59.7,63.3,14.6,6.0,36.6,32.9,25.6,8.3,48.2,48.2,,,,,-34.6,44.0,24.431,82.6,85.417,68.2,24.581,64.5,107.5,24.9,100.6,13.3,30.9,17.4,1.8,17.1,11.1,16.1,0.188,4.9,0.258,2.1,4.855,49.5,,,,
265,Ryan Kreidler,MIN,SS,25.0,25.881,29.7,209,,,,,46.2,46.2,56.0,56.9,32.0,26.9,44.0,37.6,39.1,31.3,,,,,-37.4,37.2,25.67,75.5,81.008,38.8,31.904,24.5,109.4,51.2,101.0,17.1,32.0,22.3,6.2,75.5,18.5,64.2,0.219,25.2,0.389,57.0,4.847,49.2,,,,
266,Grant Koch,0,C,26.0,26.648,6.7,209,,,,,26.7,17.9,30.8,26.8,28.3,21.4,29.6,13.1,27.5,16.7,,,,,-45.5,18.5,32.85,27.5,80.52,34.6,27.793,46.2,107.1,19.6,101.3,21.1,33.3,29.7,3.3,38.2,19.3,67.6,0.216,22.0,0.322,17.7,2.874,17.1,,,,
267,Brandon Lockridge,MIL,LF,26.0,26.546,11.0,208,,,,,29.4,22.2,19.7,11.0,60.9,66.1,40.3,28.7,45.2,42.5,,,,,-39.4,32.7,33.718,23.5,85.774,70.6,30.649,30.0,109.5,53.7,101.9,28.7,43.5,77.4,1.0,6.3,8.1,5.8,0.24,51.2,0.307,13.1,7.158,86.9,,,,
