Rank,Name,Team,Pos,Age,ExactAge,Age_R,PA,PPPA,PPPA_R,Overall,Overall_R,Discipline,Discipline_R,Power,Power_R,Contact,Contact_R,ConPow,ConPow_R,ConDis,ConDis_R,ConDisSpd,ConDisSpd_R,Speed,Speed_R,BB%-2K%,BB%-2K%_R,Chase%,Chase%_R,ZContact%,ZContact%_R,Whiff%,Whiff%_R,MaxEV,MaxEV_R,EV90,EV90_R,HardHit%,HardHit%_R,Barrel%,Barrel%_R,PullAir%,PullAir%_R,xBA,xBA_R,xSLG,xSLG_R,Spd,Spd_R,SB_rate,SB_rate_R,SB_succ,SB_succ_R
268,Zach Humphreys,LAA,C,26,26.976,19.0,293,,,,,76.3,84.9,6.3,1.2,41.7,40.0,24.0,9.7,59.0,63.4,,,,,-28.3,70.7,21.197,90.8,84.226,67.5,24.411,68.7,103.1,4.2,98.2,5.3,23.7,8.2,0.3,6.8,8.1,7.8,0.198,15.9,0.255,7.2,4.969,52.4,,,,
269,Logan Driscoll,TBR,C,26,26.908,20.7,292,,,,,52.3,54.5,56.5,57.8,35.8,33.4,46.2,41.6,44.0,41.4,,,,,-32.9,59.6,27.107,57.8,76.8,19.1,31.725,25.6,109.0,46.0,103.0,49.3,35.5,42.4,5.1,70.1,17.9,59.7,0.232,52.6,0.349,46.3,3.46,25.8,,,,
270,Grae Kessinger,0,3B,27,27.099,16.0,292,,,,,60.1,65.6,29.9,23.9,38.8,36.7,34.3,21.1,49.4,48.9,,,,,-36.7,50.0,24.613,73.7,81.053,41.2,25.048,65.0,105.1,9.9,100.6,18.2,33.7,36.5,2.1,25.7,23.0,86.5,0.22,36.4,0.332,36.7,5.426,60.5,,,,
271,Steward Berroa,MIL,RF,25,25.322,56.9,290,,,,,60.1,65.6,34.1,30.1,46.8,47.0,40.4,30.8,53.4,56.6,,,,,-36.9,49.4,23.91,78.2,81.0,40.9,25.547,59.8,107.2,24.9,99.6,11.8,25.7,10.5,3.1,37.3,18.8,66.5,0.232,52.6,0.336,40.4,8.578,97.5,,,,
272,Trey Cabbage,0,3B,27,27.411,8.5,290,,,,,20.0,13.0,87.4,95.3,30.8,26.1,59.1,66.5,25.4,15.6,,,,,-54.9,10.4,29.942,42.7,76.385,17.6,36.248,9.9,117.2,99.4,109.5,99.5,57.9,99.5,6.9,86.4,19.5,68.6,0.226,43.9,0.409,77.4,8.533,97.0,,,,
273,Conner Capel,ATL,LF,27,27.368,9.7,284,,,,,71.8,78.9,59.1,60.8,32.2,27.4,45.7,40.2,52.0,53.5,,,,,-28.6,70.2,22.408,85.6,81.356,45.2,26.746,55.1,110.3,69.0,102.4,41.6,28.1,17.2,4.6,60.7,23.9,87.6,0.202,19.2,0.354,49.6,4.732,48.1,,,,
274,Gilberto Celestino,NYM,CF,25,25.629,49.1,283,,,,,65.0,71.2,39.9,36.4,56.2,56.7,48.0,45.7,60.6,65.4,,,,,-30.7,64.3,24.708,73.0,81.285,44.7,26.878,54.6,110.1,66.5,103.8,60.9,43.8,81.1,2.5,31.0,5.6,2.9,0.244,67.7,0.325,32.6,4.738,48.6,,,,
275,Andrés Alvarez,0,SS,27,27.507,6.5,281,,,,,44.8,44.0,43.3,39.7,30.3,25.4,36.8,24.3,37.6,31.6,,,,,-38.2,45.5,29.187,46.4,81.058,41.4,28.972,40.7,109.4,53.5,101.6,28.9,32.2,30.5,3.9,49.1,16.5,51.4,0.202,19.2,0.328,33.5,6.692,80.6,,,,
276,Nick Raposo,SEA,C,26,26.327,34.9,279,,,,,54.7,57.3,34.4,30.8,51.8,53.0,43.1,35.5,53.2,56.0,,,,,-33.2,57.8,32.112,28.8,83.553,61.0,20.082,85.6,108.0,33.0,101.1,22.7,28.6,18.7,2.2,26.8,22.6,84.4,0.225,42.6,0.329,34.6,1.462,5.2,,,,
277,Matt Kroon,0,3B,27,27.819,1.7,277,,,,,43.6,41.6,69.2,75.4,32.8,28.0,51.0,50.5,38.2,33.0,,,,,-41.9,35.6,26.603,61.5,77.16,21.8,29.388,36.7,112.4,88.0,103.7,59.2,40.2,64.4,5.4,74.3,17.1,54.2,0.226,43.9,0.372,60.7,5.631,63.5,,,,
278,Alex Isola,0,C,26,26.193,37.2,273,,,,,68.1,74.8,35.8,31.8,39.4,38.0,37.6,25.6,53.8,57.1,,,,,-27.8,72.5,26.974,59.1,81.791,48.9,24.048,70.5,109.9,62.3,100.0,14.4,22.9,7.1,2.2,26.8,27.0,94.0,0.214,30.0,0.298,19.1,3.516,26.8,,,,
279,Jeter Downs,0,SS,26,26.179,37.4,271,,,,,53.8,56.0,60.8,63.9,39.0,37.5,49.9,47.4,46.4,45.5,,,,,-39.1,43.4,26.351,62.8,81.626,46.7,24.795,66.3,108.9,44.7,101.7,30.4,37.0,50.7,5.5,75.9,26.8,93.7,0.215,31.4,0.369,58.9,7.699,91.8,,,,
280,Kyle Stowers,MIA,1B,26,26.743,23.7,264,,,,,33.9,26.4,88.4,96.5,22.7,17.9,55.6,59.7,28.3,19.4,,,,,-40.2,41.3,31.496,32.8,72.843,7.7,33.574,16.9,111.0,77.0,105.5,82.5,44.3,83.5,9.5,97.8,20.8,75.6,0.221,37.6,0.474,93.4,2.8,17.6,,,,
281,Micah Pries,0,1B,26,26.59,28.7,263,,,,,33.0,24.3,60.8,63.9,71.6,75.4,66.2,78.5,52.3,53.8,,,,,-40.4,40.1,36.048,13.4,84.84,71.2,28.494,44.7,110.2,67.7,103.6,57.4,35.2,41.7,3.8,48.1,21.0,76.8,0.247,72.1,0.397,72.3,4.669,46.4,,,,
282,Leo Rivas,SEA,3B,26,26.973,19.3,260,,,,,92.8,97.5,19.5,12.9,58.2,59.3,38.8,27.7,75.5,84.1,,,,,-18.0,92.8,13.716,99.8,83.631,62.0,21.564,82.1,102.3,2.6,98.6,6.0,24.2,8.4,1.5,15.5,18.9,67.1,0.233,54.5,0.318,29.0,6.767,81.4,,,,
283,Spencer Horwitz,PIT,1B,26,26.877,21.4,259,,,,,94.2,98.5,56.1,57.3,92.8,97.0,74.4,89.1,93.5,98.8,,,,,-14.6,96.5,21.168,91.6,88.704,88.6,17.746,92.3,108.9,44.7,104.0,63.6,38.8,59.4,3.5,44.0,15.8,46.5,0.291,96.9,0.433,85.1,4.277,39.5,,,,
284,Peyton Burdick,0,CF,27,27.592,5.7,257,,,,,18.3,10.9,81.0,87.7,4.1,1.5,42.6,34.9,11.2,3.3,,,,,-71.9,2.0,27.289,56.8,63.323,0.7,43.162,1.5,115.3,97.5,105.9,85.5,42.5,75.3,7.0,87.6,21.2,78.0,0.183,7.6,0.36,52.9,4.629,45.4,,,,
285,Heston Kjerstad,BAL,LF,25,25.632,48.9,257,,,,,34.6,28.2,76.7,83.5,77.2,82.1,77.0,92.3,55.9,59.6,,,,,-40.1,41.9,36.268,12.7,85.813,76.4,27.677,49.4,109.9,62.3,104.7,74.6,48.3,94.2,7.4,90.8,13.2,30.4,0.253,77.9,0.448,89.2,4.863,50.1,,,,
286,Nick Loftin,KCR,3B,26,26.015,41.6,253,,,,,90.8,96.5,38.4,35.1,82.1,87.6,60.2,68.7,86.4,95.7,,,,,-15.0,95.8,22.88,83.1,91.87,96.5,18.784,89.8,108.1,34.4,100.9,21.1,28.8,20.2,3.2,39.2,20.3,71.5,0.244,67.7,0.335,39.6,3.082,21.1,,,,
287,Freddy Zamora,MIL,SS,25,25.914,43.9,253,,,,,74.2,83.7,17.2,10.9,47.4,48.3,32.3,17.6,60.8,66.0,,,,,-32.3,60.5,19.665,94.5,83.333,59.6,22.573,78.2,107.7,28.9,99.4,10.5,27.7,15.8,0.8,10.0,14.3,37.7,0.219,35.2,0.287,15.4,4.444,42.7,,,,
288,Blake Hunt,SEA,C,25,25.889,44.1,246,,,,,35.2,29.7,29.8,23.6,40.0,38.5,34.9,22.3,37.6,31.6,,,,,-43.5,31.5,32.784,26.1,82.428,55.3,26.059,58.1,109.1,47.8,101.7,30.4,29.8,22.1,2.0,24.6,13.7,33.0,0.209,24.8,0.307,21.3,4.078,36.2,,,,
289,Canaan Smith-Njigba,0,CF,25,25.421,53.5,245,,,,,49.9,50.9,61.5,64.8,17.7,12.7,39.6,29.2,33.8,26.7,,,,,-38.9,43.8,23.339,81.4,71.812,6.2,33.411,18.1,113.7,92.9,105.3,80.4,38.2,57.1,4.9,65.5,8.8,9.7,0.213,29.2,0.332,36.7,5.812,67.0,,,,
290,Jonathan Araúz,0,2B,26,26.16,38.2,244,,,,,50.1,51.1,45.9,43.9,64.6,67.4,55.2,58.4,57.4,61.3,,,,,-38.2,45.5,30.178,41.9,86.622,79.4,23.23,73.9,109.9,62.3,104.6,72.8,40.7,68.1,2.5,31.0,19.5,68.6,0.23,49.9,0.309,22.7,4.427,42.2,,,,
291,Shayne Fontana,0,CF,27,27.277,12.2,242,,,,,49.1,49.4,20.3,13.8,29.5,24.6,24.9,10.5,39.3,36.0,,,,,-37.7,47.6,27.976,53.1,80.564,38.5,28.044,46.9,107.3,25.8,101.3,24.6,35.9,44.3,1.7,18.6,13.2,30.4,0.203,20.5,0.267,9.8,6.417,76.7,,,,
292,Drew Millas,WSN,C,26,26.708,25.8,240,,,,,80.2,88.0,51.3,51.1,90.9,95.3,71.1,85.9,85.6,94.8,,,,,-21.3,87.6,26.464,62.3,89.068,90.6,19.63,88.6,109.7,58.6,102.7,45.3,32.1,30.0,3.3,40.9,16.9,53.6,0.269,91.2,0.388,67.4,6.779,81.9,,,,
293,Ronaldo Hernández,BOS,C,26,26.886,20.9,237,,,,,55.8,59.1,72.4,77.8,83.0,88.1,77.7,93.1,69.4,76.7,,,,,-25.8,79.3,39.911,4.2,86.78,80.4,23.158,74.2,111.8,84.1,104.7,74.6,38.8,59.4,5.5,75.9,13.7,33.0,0.262,85.6,0.399,74.1,1.172,4.0,,,,
294,Símon Muzziotti,0,CF,25,25.76,46.3,236,,,,,55.4,58.7,58.8,59.9,70.6,75.1,64.7,75.9,63.0,68.0,,,,,-32.2,60.8,33.884,22.1,86.572,78.9,17.897,92.1,111.2,79.0,104.9,76.7,41.8,72.8,4.2,54.3,10.4,15.6,0.239,62.2,0.364,55.1,6.311,75.2,,,,
295,José Fermín,STL,LF,25,25.509,52.1,236,,,,,97.9,99.5,32.1,27.4,94.0,98.3,63.0,73.4,96.0,99.8,,,,,-4.6,98.8,19.368,95.5,91.63,95.5,11.077,99.3,106.2,15.0,99.1,8.7,28.6,18.7,1.7,18.6,27.5,94.7,0.273,92.6,0.371,59.8,5.741,66.3,,,,
296,Terrin Vavra,0,2B,27,27.387,8.7,232,,,,,55.0,58.2,28.1,21.8,35.4,32.3,31.8,16.5,45.2,42.7,,,,,-40.1,41.9,22.863,83.4,74.366,10.4,28.298,45.4,104.2,7.2,101.3,24.6,33.1,32.3,3.0,36.2,7.7,6.7,0.237,60.3,0.346,45.4,5.211,57.6,,,,
297,Brady Lindsly,WSN,C,26,26.579,28.9,232,,,,,25.5,16.4,27.2,20.1,46.0,45.8,36.6,23.9,35.8,28.7,,,,,-47.8,19.9,34.183,21.1,82.246,53.3,28.146,46.2,108.1,34.4,101.5,27.3,33.6,36.1,2.2,26.8,14.0,35.5,0.222,38.7,0.292,17.4,2.388,11.2,,,,
298,Edouard Julien,MIN,2B,25,25.421,53.5,232,,,,,57.0,60.8,63.1,66.5,43.9,41.4,53.5,55.6,50.4,51.0,,,,,-43.6,31.3,17.336,98.3,80.277,35.2,25.781,59.2,108.9,44.7,104.2,65.8,45.1,85.9,5.2,71.5,11.5,21.8,0.232,52.6,0.421,82.4,5.679,64.5,,,,
299,Estevan Florial,0,LF,26,26.847,21.7,231,,,,,31.3,22.6,64.1,68.0,19.0,14.4,41.6,34.0,25.2,15.0,,,,,-49.4,17.5,25.092,71.2,73.418,7.9,37.969,6.0,111.0,77.0,104.9,76.7,40.2,64.4,4.3,56.5,17.3,56.2,0.214,30.0,0.369,58.9,6.261,73.3,,,,
300,René Pinto,TOR,C,27,27.91,0.5,230,,,,,3.5,0.5,63.3,67.0,6.7,3.6,35.0,22.6,5.1,0.5,,,,,-66.0,3.7,39.761,4.6,65.217,1.0,43.287,1.2,109.7,58.6,103.6,57.4,36.2,46.7,5.7,78.3,20.5,73.2,0.191,12.4,0.338,41.4,2.018,8.7,,,,
301,Ryan McKenna,0,CF,27,27.625,4.7,225,,,,,53.8,56.0,39.7,36.0,51.3,52.4,45.5,40.0,52.6,54.5,,,,,-33.3,57.6,29.757,43.2,86.824,80.9,25.508,60.0,110.4,70.5,103.6,57.4,31.7,28.0,2.2,26.8,13.9,34.5,0.204,21.7,0.309,22.7,6.161,71.5,,,,
302,Nelson Velázquez,PIT,LF,25,25.763,45.9,224,,,,,67.7,74.2,65.8,70.3,48.2,49.4,57.0,62.8,58.0,61.8,,,,,-27.3,73.7,23.379,80.9,78.014,24.3,30.424,33.0,110.0,64.5,103.8,60.9,37.8,54.1,4.9,65.5,17.5,57.6,0.247,72.1,0.406,76.1,4.113,37.0,,,,
303,Jacob Hurtubise,0,LF,26,26.804,21.9,224,,,,,87.3,94.8,13.7,7.7,63.0,65.0,38.4,27.0,75.2,83.7,,,,,-25.5,80.1,20.046,94.0,89.716,93.1,16.26,95.3,104.5,8.1,97.9,4.5,19.3,3.8,0.4,7.2,19.1,67.5,0.216,32.9,0.271,11.0,7.803,92.6,,,,
304,Enmanuel Valdez,PIT,1B,25,25.758,46.6,224,,,,,65.4,71.6,76.1,82.8,65.6,68.4,70.8,85.4,65.5,71.0,,,,,-35.3,52.6,23.077,82.5,84.806,71.0,23.573,72.0,109.8,60.4,104.3,67.2,40.1,63.8,6.7,84.9,21.7,80.0,0.237,60.3,0.416,79.9,3.428,25.3,,,,
305,Blaze Alexander,ARI,3B,25,25.306,57.4,223,,,,,30.9,22.1,50.5,49.6,35.6,32.8,43.0,35.2,33.2,26.1,,,,,-53.3,12.9,25.792,66.5,73.986,8.9,32.195,22.6,109.3,51.1,103.1,50.4,42.2,74.1,4.5,59.3,12.3,25.3,0.239,62.2,0.352,47.5,6.355,76.4,,,,
306,Daniel Schneemann,CLE,CF,27,27.685,3.5,222,,,,,66.9,73.0,68.1,74.1,55.2,55.3,61.6,71.1,61.0,66.4,,,,,-28.3,70.7,22.008,87.3,76.654,18.4,31.536,26.6,110.6,72.5,104.2,65.8,49.2,96.0,5.0,68.0,11.6,22.5,0.272,92.1,0.448,89.2,4.592,44.9,,,,
307,Luke Berryhill,0,C,26,26.344,34.4,220,,,,,35.4,30.4,50.4,49.1,14.4,7.9,32.4,17.9,24.9,14.3,,,,,-51.0,14.9,22.727,84.6,71.692,5.7,35.059,12.9,108.6,40.8,104.4,69.0,42.5,75.3,3.6,45.4,18.5,63.6,0.206,23.2,0.343,43.9,4.576,44.4,,,,
308,Jake Alu,0,3B,27,27.485,7.0,219,,,,,72.4,79.9,44.8,42.2,80.2,85.6,62.5,73.0,76.3,85.0,,,,,-17.8,93.1,31.554,32.5,88.688,88.3,21.849,80.6,110.2,67.7,101.9,33.4,33.3,34.0,2.7,32.8,17.1,54.2,0.247,72.1,0.359,51.7,4.876,50.5,,,,
309,Justin Foscue,TEX,2B,25,25.582,50.6,219,,,,,93.8,98.0,49.0,46.9,78.6,84.2,63.8,74.4,86.2,95.0,,,,,-16.0,95.0,20.485,92.6,90.079,93.8,17.681,92.8,109.1,47.8,102.0,35.0,37.7,53.3,4.1,52.5,18.8,66.5,0.24,63.5,0.352,47.5,2.673,15.6,,,,
310,Nick Podkul,0,3B,27,27.472,7.7,219,,,,,47.0,47.0,73.7,80.6,30.4,25.8,52.0,51.7,38.7,34.2,,,,,-47.5,20.8,19.238,96.0,80.385,36.7,29.086,39.0,108.2,35.9,104.2,65.8,40.5,66.4,7.3,90.3,26.8,93.7,0.208,24.2,0.399,74.1,2.752,17.1,,,,
311,Tim Elko,CHW,1B,25,25.76,46.3,219,,,,,19.4,12.2,81.6,89.0,47.7,48.9,64.6,75.7,33.6,26.3,,,,,-48.8,18.7,33.126,24.6,75.665,14.4,34.988,13.4,112.7,89.8,107.1,93.8,45.5,87.7,6.8,85.5,12.0,23.7,0.257,81.0,0.435,85.9,3.564,28.0,,,,
312,Mike Antico,STL,OF,26,26.62,27.7,218,,,,,43.5,41.1,33.8,29.5,44.0,41.7,38.9,28.0,43.8,41.2,,,,,-37.2,48.3,34.651,19.1,84.028,64.8,24.485,68.2,107.2,24.9,100.7,19.0,27.0,14.3,3.2,39.2,22.4,83.4,0.206,23.2,0.301,20.5,7.578,90.6,,,,
313,Bob Seymour,TBR,1B,25,25.982,42.6,217,,,,,5.2,1.2,94.8,99.3,29.8,24.9,62.3,72.2,17.5,7.9,,,,,-59.4,6.5,41.093,3.2,71.528,5.2,39.104,4.7,114.4,95.3,107.5,95.9,36.8,49.5,7.8,92.8,28.2,96.7,0.233,54.5,0.497,96.0,3.693,29.8,,,,
314,Brett Auerbach,0,C,26,26.094,39.8,212,,,,,34.6,28.2,55.1,56.6,38.9,37.1,47.0,43.8,36.8,30.1,,,,,-41.9,35.6,30.425,40.0,77.132,21.3,31.98,24.1,109.4,53.5,103.8,60.9,42.9,77.9,4.7,62.0,14.6,40.2,0.234,56.5,0.351,46.7,6.579,78.9,,,,
315,Jack Suwinski,PIT,CF,26,26.174,37.8,201,,,,,40.5,36.0,75.7,82.1,32.4,27.8,54.0,57.2,36.4,29.8,,,,,-50.8,15.1,22.046,86.8,79.273,30.5,29.839,34.7,110.4,70.5,104.7,74.6,43.9,81.8,7.5,91.3,12.9,29.3,0.218,34.4,0.407,76.8,6.601,79.4,,,,
316,Ryan Kreidler,MIN,SS,26,26.883,21.2,200,,,,,32.9,24.1,44.4,41.8,17.3,12.4,30.8,15.9,25.1,14.6,,,,,-46.5,24.2,26.277,64.0,75.191,12.9,37.297,7.9,106.8,20.8,100.5,17.4,29.1,21.1,5.0,68.0,17.4,56.9,0.204,21.7,0.337,41.1,6.758,81.1,,,,
317,Phil Clarke,TOR,C,26,26.522,30.4,192,,,,,80.0,87.3,20.3,13.8,81.4,87.2,50.8,50.0,80.7,91.3,,,,,-15.1,95.5,29.091,46.9,89.52,92.1,18.182,91.1,102.2,2.1,97.5,2.9,18.8,3.2,1.6,16.9,19.4,68.2,0.246,70.6,0.328,33.5,3.828,31.5,,,,
318,Christian Koss,SFG,2B,26,26.675,26.8,190,,,,,33.9,26.4,37.7,34.2,37.0,34.7,37.4,25.1,35.4,28.3,,,,,-40.0,42.6,34.805,17.6,79.741,31.5,29.508,36.4,109.2,49.4,103.3,52.4,36.0,45.3,3.2,39.2,10.6,16.5,0.225,42.6,0.309,22.7,7.083,85.9,,,,
319,José Barrero,BAL,SS,26,26.489,31.4,188,,,,,14.6,7.1,48.4,46.7,21.1,16.4,34.8,22.1,17.8,8.2,,,,,-60.1,6.0,32.084,29.5,79.012,28.8,34.737,13.9,109.5,55.5,105.0,77.5,34.6,39.0,3.2,39.2,21.2,78.0,0.192,13.4,0.292,17.4,8.023,94.5,,,,
320,Joey Loperfido,TOR,LF,25,25.391,54.9,187,,,,,40.9,36.8,89.2,97.5,70.0,74.1,79.6,94.8,55.4,59.2,,,,,-46.4,24.9,27.366,55.6,83.254,58.6,25.949,58.8,113.9,93.9,106.2,87.6,45.8,88.6,10.7,99.8,12.6,27.4,0.258,81.5,0.522,98.8,7.527,89.6,,,,
321,Trevor Boone,COL,OF,27,27.058,16.8,187,,,,,6.9,1.7,72.8,79.2,6.8,4.0,39.8,29.9,6.8,1.5,,,,,-70.1,2.2,34.694,18.6,66.953,1.7,43.902,1.0,112.3,87.2,105.7,84.5,40.6,67.2,5.3,73.0,26.5,93.1,0.19,11.8,0.335,39.6,7.6,91.4,,,,
322,Alika Williams,PIT,SS,25,25.555,51.4,184,,,,,65.9,72.1,26.5,19.2,83.3,88.6,54.9,58.1,74.6,82.4,,,,,-26.1,78.7,31.088,35.7,91.775,96.0,21.937,79.4,109.2,49.4,102.0,35.0,26.9,13.6,1.1,11.8,11.4,20.8,0.246,70.6,0.317,28.0,5.672,64.0,,,,
323,Arquímedes Gamboa,0,SS,27,27.02,18.3,181,,,,,60.0,64.9,32.1,27.4,34.7,31.3,33.4,19.9,47.4,46.4,,,,,-40.4,40.1,21.945,88.1,80.46,38.0,24.642,67.5,110.0,64.5,100.5,17.4,28.0,16.7,2.2,26.8,14.7,40.9,0.215,31.4,0.309,22.7,2.941,19.9,,,,
324,Brett Wisely,ATL,2B,25,25.399,54.4,176,,,,,78.2,85.9,44.3,41.3,77.6,82.9,61.0,70.5,77.9,86.8,,,,,-18.7,92.2,29.189,46.2,88.889,89.3,18.182,91.1,110.1,66.5,101.5,27.3,33.3,34.0,2.3,28.4,20.8,75.6,0.242,65.8,0.36,52.9,5.084,54.8,,,,
325,Spencer Packard,SEA,OF,26,26.968,19.7,176,,,,,92.1,97.3,51.3,51.1,90.6,94.8,70.9,85.6,91.4,97.6,,,,,-18.8,91.6,21.37,90.4,87.7,85.6,16.226,96.0,109.3,51.1,102.6,44.4,35.7,42.9,3.4,42.3,14.6,40.2,0.286,95.5,0.414,79.2,1.81,7.2,,,,
326,Stephen Scott,0,OF,27,27.357,10.1,175,,,,,40.9,36.8,60.7,63.5,64.0,66.4,62.4,72.6,52.4,54.1,,,,,-40.5,39.6,30.887,37.0,84.252,67.7,27.606,49.9,106.3,15.6,103.7,59.2,41.0,68.9,5.7,78.3,18.9,67.1,0.237,60.3,0.384,66.4,4.739,48.9,,,,
327,Ali Sánchez,0,C,27,27.693,3.2,174,,,,,72.0,79.7,44.3,41.3,59.3,60.9,51.8,51.4,65.6,71.2,,,,,-29.9,66.5,24.079,77.4,84.456,68.7,22.662,77.7,107.7,28.9,102.8,46.7,35.8,43.5,4.0,50.7,9.2,10.7,0.23,49.9,0.372,60.7,1.284,4.5,,,,
328,Chavez Young,0,CF,27,27.231,13.2,168,,,,,41.2,37.5,22.0,15.6,26.9,21.6,24.4,9.9,34.0,27.0,,,,,-46.5,24.2,28.032,52.4,81.14,42.4,24.699,67.0,108.6,40.8,100.8,20.1,15.7,1.2,1.8,20.6,12.4,25.8,0.189,11.4,0.257,8.2,7.804,92.8,,,,
329,Ivan Johnson,CIN,2B,25,25.971,43.1,167,,,,,21.2,13.6,73.2,80.1,64.8,67.7,69.0,82.6,43.0,40.8,,,,,-47.2,21.8,34.903,17.1,82.328,53.8,31.564,26.1,109.2,49.4,104.1,64.5,47.6,92.3,7.2,89.3,14.6,40.2,0.251,75.8,0.449,89.7,6.111,71.0,,,,
330,Kellen Strahm,TEX,RF,27,27.433,8.2,165,,,,,71.8,78.9,27.8,21.2,48.2,49.4,38.0,26.3,60.0,64.3,,,,,-29.6,67.7,22.775,83.6,85.417,74.7,25.09,64.5,109.1,47.8,103.2,51.2,40.6,67.2,1.8,20.6,6.9,4.5,0.204,21.7,0.282,13.9,8.567,97.3,,,,
331,Hayden Senger,NYM,C,27,27.493,6.7,164,,,,,31.5,23.1,46.7,45.7,60.2,62.3,53.4,55.0,45.8,44.3,,,,,-40.3,40.7,36.498,10.9,86.127,77.7,29.054,39.2,111.6,82.8,103.1,50.4,31.8,28.8,2.4,29.8,18.3,61.9,0.225,42.6,0.329,34.6,3.078,20.8,,,,
332,Ismael Munguia,NYY,LF,25,25.949,43.4,164,,,,,88.4,95.3,16.4,9.9,68.7,71.5,42.6,34.9,78.6,87.7,,,,,-13.4,97.0,25.21,70.0,91.071,94.8,16.667,94.5,108.7,42.2,99.7,12.5,28.1,17.2,0.6,7.9,10.2,15.0,0.225,42.6,0.28,13.4,6.513,77.2,,,,
333,Daz Cameron,MIL,RF,27,27.707,3.0,164,,,,,81.7,89.5,64.3,68.4,87.2,92.4,75.8,90.9,84.4,94.5,,,,,-26.7,76.6,21.469,89.8,87.44,84.4,21.555,82.4,111.7,83.7,107.1,93.8,41.2,69.7,3.0,36.2,16.7,52.9,0.267,90.0,0.406,76.1,7.57,90.3,,,,
334,Moisés Gómez,SDP,OF,26,26.094,39.8,162,,,,,16.0,8.8,55.5,57.1,9.0,5.0,32.2,17.2,12.5,4.3,,,,,-58.1,7.4,31.006,36.2,71.292,4.7,37.5,7.1,111.0,77.0,102.1,36.6,34.1,37.5,4.9,65.5,16.5,51.4,0.192,13.4,0.334,38.6,1.553,5.7,,,,
335,Tim Tawa,ARI,LF,25,25.484,53.1,157,,,,,52.1,53.8,74.4,81.0,74.9,79.3,74.6,89.3,63.5,68.5,,,,,-32.5,60.3,31.776,30.8,83.511,60.5,25.172,63.5,107.7,28.9,105.0,77.5,49.5,96.5,7.0,87.6,18.5,63.6,0.266,89.3,0.463,92.6,5.702,65.0,,,,
336,Hayden Cantrelle,CHC,2B,25,25.848,44.9,156,,,,,39.2,34.2,8.1,3.3,15.5,9.9,11.8,2.2,27.4,18.5,,,,,-46.9,22.6,22.09,86.6,77.551,22.8,36.296,9.7,102.2,2.1,96.9,1.0,21.0,5.2,0.0,3.2,16.5,51.4,0.186,8.2,0.253,6.7,7.947,93.5,,,,
337,Luis De Los Santos,NYM,3B,26,26.311,35.2,154,,,,,48.7,48.9,76.7,83.5,62.0,63.5,69.4,82.9,55.4,59.2,,,,,-31.8,61.5,29.141,46.7,82.119,51.9,32.927,19.6,112.2,86.2,106.9,92.9,44.2,83.0,5.8,79.4,12.6,27.4,0.247,72.1,0.399,74.1,4.19,38.2,,,,
338,Nick Gonzales,PIT,3B,25,25.347,56.6,153,,,,,57.6,61.3,68.4,74.4,64.4,66.9,66.4,79.2,61.0,66.4,,,,,-21.6,87.2,35.786,13.9,81.915,50.9,27.797,49.1,108.1,34.4,104.6,72.8,43.2,79.0,5.9,80.3,14.4,38.8,0.253,77.9,0.44,87.1,5.704,65.3,,,,
339,Matt Fraizer,PIT,CF,26,26.716,25.1,151,,,,,44.7,43.7,51.4,51.6,68.6,71.2,60.0,67.9,56.6,60.5,,,,,-38.5,44.9,32.239,28.5,83.92,64.0,24.43,68.5,110.5,71.8,103.4,54.1,36.9,50.1,4.0,50.7,8.7,9.1,0.248,73.1,0.362,53.8,6.848,83.1,,,,
340,Jose Herrera,0,C,27,27.598,5.5,147,,,,,89.8,96.3,9.7,4.5,51.2,52.0,30.4,15.4,70.5,79.2,,,,,-18.3,92.6,21.476,89.6,88.649,88.1,21.285,82.9,106.6,18.0,97.6,3.5,25.7,10.5,0.7,8.9,11.3,20.0,0.196,14.3,0.241,4.7,3.788,30.5,,,,
341,Jerar Encarnacion,SFG,RF,26,26.94,20.2,146,,,,,44.0,41.9,85.4,92.6,70.4,74.7,77.9,93.3,57.2,61.0,,,,,-35.7,51.4,32.602,26.8,81.25,43.9,27.273,51.4,112.2,86.2,108.9,99.3,57.1,99.3,7.5,91.3,8.8,9.7,0.291,96.9,0.529,99.5,2.407,11.9,,,,
342,Will Holland,MIN,SS,26,26.453,31.9,144,,,,,62.7,68.5,53.4,53.2,47.6,48.6,50.5,48.9,55.2,58.8,,,,,-31.2,62.9,23.885,78.7,79.87,33.0,29.258,38.2,107.2,24.9,101.7,30.4,30.2,23.1,4.2,54.3,42.5,100.0,0.239,62.2,0.398,73.2,8.449,96.0,,,,
343,Jonathan Aranda,TBR,1B,26,26.357,33.7,144,,,,,39.6,34.7,58.4,59.6,7.2,4.3,32.8,18.7,23.4,12.7,,,,,-49.2,18.0,21.71,88.6,70.588,4.0,32.806,20.1,107.9,32.0,102.6,44.4,40.3,65.1,7.6,91.9,12.5,26.3,0.188,10.4,0.357,51.0,1.649,6.5,,,,
