PlayerId,MLBAM_ID,Season,Name,Team,Level,League,Age,G,GS,IP,ER,K,BB,IBB,HRA,H,HBP,BF,W,L,SV,SVO,HLD,BS,CG,SHO,WP
10044,572208,2013,Ashur Tolliver,BAL,A,South Atlantic League,25,7,0,17.333333333333332,7,20,5,0,2,15,0,70,0,0,1,1,0,0,0,0,1
607343,607343,2013,Matt Flemer,COL,A,South Atlantic League,22,16,16,84.0,34,83,14,0,7,91,1,355,4,4,0,0,0,0,1,0,0
543158,543158,2013,David Fischer,WSH,A,South Atlantic League,23,9,0,24.666666666666668,10,28,8,0,2,20,4,104,1,0,3,3,0,0,0,0,2
622240,622240,2013,Brandon Farley,SF,A,South Atlantic League,22,28,0,56.666666666666664,23,39,23,3,1,61,2,243,4,4,1,4,3,3,0,0,0
605519,605519,2013,Vince Voiro,OAK,A,Midwest League,23,30,12,100.66666666666667,41,69,44,0,3,110,2,443,5,5,3,3,1,0,0,0,4
543019,543019,2013,Kramer Champlin,TOR,A,Midwest League,23,26,2,81.0,33,73,16,1,6,65,2,322,6,4,0,0,3,0,1,1,3
542547,542547,2013,Oliver Garcia,SEA,A,Midwest League,22,41,1,68.66666666666667,28,61,38,2,5,58,2,303,7,5,2,5,2,3,0,0,7
13572,595234,2013,Justin Haley,BOS,A,South Atlantic League,22,26,24,124.66666666666667,51,124,74,0,10,97,0,525,7,11,0,0,0,0,0,0,10
607260,607260,2013,Jesse Darrah,AZ,A,Midwest League,23,27,27,151.33333333333334,62,101,59,0,12,146,3,653,12,9,0,0,0,0,0,0,12
15451,594577,2013,Mike Mayers,STL,A,Midwest League,21,5,5,24.333333333333332,10,14,5,0,2,29,1,102,0,3,0,0,0,0,0,0,2
571784,571784,2013,Matt Hobgood,BAL,A,South Atlantic League,22,24,1,63.0,26,47,28,2,2,61,2,271,7,3,1,4,0,3,0,0,5
623204,623204,2013,Daniel Minor,HOU,A,Midwest League,22,31,12,99.33333333333333,41,85,29,0,9,112,6,433,8,3,1,2,3,1,0,0,5
518637,518637,2013,Brian Dupra,WSH,A,South Atlantic League,24,5,1,19.333333333333332,8,12,6,0,2,22,1,84,1,2,0,0,0,0,0,0,3
13696,607229,2013,Robert Gsellman,NYM,A,South Atlantic League,19,5,5,29.0,12,14,6,0,2,35,1,122,2,3,0,0,0,0,0,0,0
607447,607447,2013,Justin Amlung,CHC,A,Midwest League,23,32,1,72.0,30,60,29,2,6,71,4,317,5,4,2,3,1,1,0,0,7
12972,605452,2013,Joe Ross,SD,A,Midwest League,20,23,23,122.33333333333333,51,79,40,1,7,124,5,524,5,8,0,0,0,0,0,0,4
541613,541613,2013,Javier Avendano,TOR,A,Midwest League,22,26,22,115.0,48,99,62,0,8,114,3,516,8,6,0,0,0,0,0,0,11
593610,593610,2013,Julian Hilario,NYM,A,South Atlantic League,22,35,5,86.0,36,76,27,0,5,84,3,362,7,7,1,3,5,2,0,0,6
606208,606208,2013,Luis Lugo,CLE,A,Midwest League,19,3,3,14.333333333333334,6,14,5,0,1,14,0,61,0,1,0,0,0,0,0,0,1
641915,641915,2013,Jacob Newberry,COL,A,South Atlantic League,22,11,0,14.333333333333334,6,17,6,0,1,15,0,63,1,0,0,0,0,0,0,0,1
605516,605516,2013,Derek Varnadore,NYY,A,South Atlantic League,22,32,3,59.666666666666664,25,45,19,0,4,59,6,259,2,7,2,3,5,1,0,0,5
572190,572190,2013,Matt Taylor,BAL,A,South Atlantic League,22,25,25,138.33333333333334,58,106,61,1,5,134,7,598,4,13,0,0,0,0,0,0,15
592139,592139,2013,Joel Bender,CIN,A,Midwest League,21,36,1,73.66666666666667,31,56,23,0,3,67,4,303,4,2,2,2,9,0,0,0,7
606279,606279,2013,Yoel Mecias,PHI,A,South Atlantic League,19,13,11,57.0,24,70,25,0,3,53,1,247,4,3,1,1,1,0,0,0,9
607972,607972,2013,Zach Jadofsky,ATL,A,South Atlantic League,23,35,0,59.333333333333336,25,70,21,1,6,59,3,252,6,3,4,7,4,3,0,0,9
14295,593974,2013,Wandy Peralta,CIN,A,Midwest League,21,44,4,85.33333333333333,36,79,41,1,9,91,2,383,2,7,1,3,6,2,0,0,14
642142,642142,2013,Jeff Thompson,DET,A,Midwest League,21,14,6,45.0,19,42,19,0,3,41,2,194,2,2,1,1,2,0,0,0,3
607271,607271,2013,Garrett Baker,LAA,A,Midwest League,23,21,0,26.0,11,23,6,0,5,20,1,104,0,2,2,3,6,1,0,0,1
594890,594890,2013,John Kukuruda,TEX,A,South Atlantic League,21,9,1,26.0,11,28,13,1,1,28,4,121,2,1,0,0,0,0,0,0,4
607478,607478,2013,Eric Brown,TOR,A,Midwest League,24,7,5,28.333333333333332,12,15,8,0,2,33,0,122,2,3,0,2,0,2,0,0,2
14823,571446,2013,Mark Appel,HOU,A,Midwest League,21,8,8,33.0,14,27,9,0,2,30,1,140,3,1,0,0,0,0,0,0,2
591688,591688,2013,Silfredo Garcia,STL,A,Midwest League,21,18,18,99.0,42,64,30,0,6,100,14,441,4,5,0,0,0,0,1,0,3
623423,623423,2013,John Neely,HOU,A,Midwest League,22,28,0,33.0,14,24,20,3,0,41,4,160,2,5,12,15,0,3,0,0,3
572172,572172,2013,Seth Streich,OAK,A,Midwest League,22,21,21,110.66666666666667,47,82,41,0,2,114,10,488,10,6,0,0,0,0,1,0,6
13395,571911,2013,Damien Magnifico,MIL,A,Midwest League,22,11,8,54.0,23,46,24,2,4,51,3,232,5,1,0,0,0,0,0,0,6
607448,607448,2013,Matt Anderson,SEA,A,Midwest League,21,16,16,86.33333333333333,37,54,26,0,8,79,2,364,4,6,0,0,0,0,0,0,5
592219,592219,2013,Drew Cisco,CIN,A,Midwest League,21,24,24,130.66666666666666,56,99,16,0,11,148,2,541,5,7,0,0,0,0,0,0,3
600918,600918,2013,Cesar Lopez,PIT,A,South Atlantic League,22,15,0,23.333333333333332,10,30,3,0,2,19,3,93,3,2,2,4,0,2,0,0,1
570634,570634,2013,Helpi Reyes,MIA,A,South Atlantic League,20,14,1,28.0,12,16,14,0,3,28,1,122,0,2,0,0,1,0,0,0,3
622265,622265,2013,Rob Rogers,LAD,A,Midwest League,22,11,0,23.333333333333332,10,19,5,2,1,26,2,103,2,0,0,2,2,2,0,0,4
14974,643778,2013,Tyler Webb,NYY,A,South Atlantic League,22,16,0,30.333333333333332,13,40,6,0,4,24,1,119,3,1,2,2,3,0,0,0,0
3895,542609,2013,Enrique Burgos,AZ,A,Midwest League,22,49,0,46.333333333333336,20,50,49,0,1,29,1,216,2,2,17,19,1,2,0,0,6
623425,623425,2013,Jono Armold,MIL,A,Midwest League,24,26,0,39.333333333333336,17,41,21,4,5,36,1,170,4,3,3,5,0,2,0,0,8
621154,621154,2013,Luc Rennie,BAL,A,South Atlantic League,19,10,10,53.0,23,40,13,0,4,57,3,228,4,5,0,0,0,0,1,0,1
623397,623397,2013,Chris Perry,STL,A,Midwest League,22,9,9,48.333333333333336,21,40,15,0,3,50,2,207,2,4,0,0,0,0,0,0,2
13403,570240,2013,Félix Peña,CHC,A,Midwest League,23,21,17,103.33333333333333,45,77,32,0,5,102,7,440,4,7,1,1,0,0,1,0,8
622225,622225,2013,Michael Heesch,CHC,A,Midwest League,23,22,20,119.0,52,60,37,0,4,129,3,519,2,9,0,0,0,0,0,0,3
621306,621306,2013,Joe Scanio,STL,A,Midwest League,23,40,0,73.0,32,58,24,2,3,76,9,314,3,4,0,3,7,3,0,0,6
553862,553862,2013,Andres E. Perez,LAA,A,Midwest League,22,8,0,13.666666666666666,6,5,10,0,1,14,0,61,0,1,0,0,2,0,0,0,2
602721,602721,2013,Werleen Taveras,CIN,A,Midwest League,22,11,0,13.666666666666666,6,13,7,0,0,18,1,66,1,2,0,1,2,1,0,0,1
595297,595297,2013,Nick Lee,WSH,A,South Atlantic League,22,19,17,91.0,40,102,43,0,7,83,5,388,6,4,0,0,0,0,0,0,11
554347,554347,2013,Luis Meza,LAD,A,Midwest League,22,51,0,72.66666666666667,32,41,32,3,8,77,4,323,4,1,4,4,11,0,0,0,7
605190,605190,2013,Zach Cooper,PHI,A,South Atlantic League,23,33,0,47.666666666666664,21,39,24,1,2,56,2,218,1,3,2,4,1,2,0,0,4
12774,545064,2013,Jairo Díaz,LAA,A,Midwest League,22,32,0,34.0,15,28,11,1,3,27,4,141,0,3,8,13,2,5,0,0,2
543280,543280,2013,Bryan Harper,WSH,A,South Atlantic League,23,34,0,45.333333333333336,20,43,32,0,2,32,8,208,5,1,1,2,8,1,0,0,5
592563,592563,2013,Josue Montanez,MIN,A,Midwest League,21,26,12,90.66666666666667,40,55,30,0,13,88,7,388,7,5,1,4,0,3,0,0,4
572934,572934,2013,Austin House,OAK,A,Midwest League,22,36,9,99.66666666666667,44,72,43,1,9,93,2,424,3,4,9,12,2,3,1,0,13
13801,613534,2013,Austin Adams,LAA,A,Midwest League,22,27,0,31.666666666666668,14,36,17,0,0,25,1,136,2,1,1,2,6,1,0,0,14
543937,543937,2013,Kyle Winkler,AZ,A,Midwest League,23,21,9,70.0,31,69,20,0,3,73,4,305,3,4,0,1,3,1,0,0,8
14168,621244,2013,José Berríos,MIN,A,Midwest League,19,19,19,103.66666666666667,46,100,40,0,6,105,9,455,7,7,0,0,0,0,0,0,13
593340,593340,2013,Joan Gregorio,SF,A,South Atlantic League,21,14,13,69.66666666666667,31,84,17,0,3,65,2,288,6,3,0,0,1,0,0,0,7
621208,621208,2013,John Kuchno,PIT,A,South Atlantic League,22,24,22,123.33333333333333,55,89,45,0,7,124,14,532,9,5,0,0,0,0,0,0,13
519009,519009,2013,Jack McGeary,BOS,A,South Atlantic League,24,9,0,15.666666666666666,7,20,13,0,1,10,2,70,1,1,0,0,1,0,0,0,2
543789,543789,2013,Adam Smith,NYY,A,South Atlantic League,23,27,0,47.0,21,39,21,0,4,41,1,201,5,2,0,0,0,0,0,0,7
11964,518566,2013,Taylor Cole,TOR,A,Midwest League,23,26,26,132.0,59,101,59,0,5,141,12,596,7,11,0,0,0,0,0,0,17
607083,607083,2013,Matthew Shepherd,SD,A,Midwest League,23,36,8,93.66666666666667,42,79,44,1,8,85,4,406,4,4,1,2,0,1,0,0,12
13323,572021,2013,James Pazos,NYY,A,South Atlantic League,22,24,0,33.333333333333336,15,32,8,0,3,27,3,137,3,1,1,4,5,3,0,0,2
594926,594926,2013,Christian Meza,WSH,A,South Atlantic League,22,19,0,31.0,14,36,14,0,2,27,0,129,3,1,1,2,2,1,0,0,6
542326,542326,2013,Jose Molina,TB,A,Midwest League,22,42,0,84.0,38,81,27,1,6,73,1,343,4,4,4,7,5,3,0,0,3
15890,622663,2013,Luis Severino,NYY,A,South Atlantic League,19,4,4,17.666666666666668,8,21,4,0,1,21,0,77,1,1,0,0,0,0,0,0,2
592853,592853,2013,Andre Wheeler,CWS,A,South Atlantic League,21,9,0,17.666666666666668,8,18,5,0,3,14,1,73,1,0,3,4,1,1,0,0,3
13649,605280,2013,Clay Holmes,PIT,A,South Atlantic League,20,26,25,119.0,54,90,69,0,7,106,12,528,5,6,0,0,0,0,0,0,5
519080,519080,2013,Efrain Nieves,TOR,A,Midwest League,23,28,0,55.0,25,54,25,1,0,48,3,241,2,2,0,2,7,2,0,0,4
571746,571746,2013,Kyle Hansen,CWS,A,South Atlantic League,22,21,20,96.66666666666667,44,103,27,0,7,109,2,425,6,9,1,1,0,0,0,0,5
608680,608680,2013,Brandon Love,LAA,A,Midwest League,23,20,14,85.66666666666667,39,78,30,0,9,91,4,373,4,7,1,1,0,0,0,0,4
605351,605351,2013,Scott Lyman,MIA,A,South Atlantic League,23,20,20,105.0,48,102,37,0,11,101,7,448,4,6,0,0,0,0,0,0,14
636520,636520,2013,Kyle Schepel,AZ,A,Midwest League,22,18,8,54.666666666666664,25,42,30,0,7,44,7,239,4,3,0,1,1,1,1,1,2
545335,545335,2013,Colton Cain,HOU,A,Midwest League,22,23,14,87.33333333333333,40,66,33,1,3,94,4,380,5,5,0,1,0,1,0,0,2
608690,608690,2013,Mason McVay,SF,A,South Atlantic League,22,51,1,67.66666666666667,31,75,18,3,5,71,5,292,3,5,1,5,10,4,0,0,8
12777,605154,2013,John Brebbia,NYY,A,South Atlantic League,23,18,0,37.0,17,29,4,0,2,40,1,155,0,2,1,2,2,1,0,0,1
608629,608629,2013,Joe Bircher,HOU,A,Midwest League,23,14,10,65.0,30,35,13,0,5,71,4,276,3,3,2,2,1,0,0,0,3
592821,592821,2013,Tyler Vail,OAK,A,Midwest League,21,39,0,56.333333333333336,26,38,20,0,2,61,5,253,5,5,7,11,0,4,0,0,9
623450,623450,2013,Paul Schwendel,TEX,A,South Atlantic League,23,5,5,28.0,13,21,8,0,1,27,1,115,1,2,0,0,0,0,0,0,1
12975,606291,2013,Mauricio Cabrera,ATL,A,South Atlantic League,19,24,24,131.33333333333334,61,107,71,0,3,118,6,573,3,8,0,0,0,0,1,0,16
15542,643325,2013,Chad Girodo,TOR,A,Midwest League,22,14,0,23.666666666666668,11,24,5,0,0,21,0,96,1,1,0,0,0,0,0,0,1
592580,592580,2013,Griffin Murphy,TOR,A,Midwest League,22,36,0,71.0,33,60,31,0,6,80,2,318,1,3,1,3,3,2,0,0,13
542664,542664,2013,Aroni Nina,KC,A,South Atlantic League,23,28,8,86.0,40,77,45,0,2,75,12,385,8,3,0,2,3,2,0,0,13
570255,570255,2013,Clario Perez,PIT,A,South Atlantic League,20,21,1,34.333333333333336,16,29,22,0,0,29,7,158,0,2,1,2,3,1,0,0,4
13475,596057,2013,Daniel Norris,TOR,A,Midwest League,20,23,22,85.66666666666667,40,99,44,0,6,84,4,382,1,7,0,0,1,0,0,0,11
12143,592329,2013,Jason García,BOS,A,South Atlantic League,20,9,1,36.333333333333336,17,36,16,0,3,33,3,158,2,2,1,2,0,1,0,0,3
10430,571710,2013,Mychal Givens,BAL,A,South Atlantic League,23,28,0,42.666666666666664,20,36,19,0,1,34,3,179,2,3,3,4,3,1,0,0,11
607772,607772,2013,Ali Williams,KC,A,South Atlantic League,23,28,0,53.333333333333336,25,69,25,1,6,56,3,238,6,4,0,1,3,1,0,0,8
623478,623478,2013,Derek De Young,OAK,A,Midwest League,21,27,16,113.0,53,83,41,0,7,118,10,499,8,5,2,2,1,0,0,0,3
593577,593577,2013,Miguel Nunez,PHI,A,South Atlantic League,20,26,22,130.0,61,80,38,0,5,136,7,557,10,8,0,0,0,0,0,0,4
13652,605463,2013,Tayler Scott,CHC,A,Midwest League,21,24,24,130.0,61,67,54,0,6,144,4,578,6,8,0,0,0,0,0,0,9
595397,595397,2013,Nick Sawyer,TB,A,Midwest League,21,36,0,59.666666666666664,28,80,59,2,3,33,3,264,2,5,5,6,2,1,0,0,13
11592,554234,2013,Williams Pérez,ATL,A,South Atlantic League,22,14,13,70.0,33,59,18,0,5,73,3,292,5,4,0,0,0,0,1,0,3
607763,607763,2013,Brad Watson,STL,A,Midwest League,23,11,11,65.33333333333333,31,55,17,1,8,74,5,286,3,5,0,0,0,0,0,0,9
13543,605483,2013,Blake Snell,TB,A,Midwest League,20,23,23,99.0,47,106,73,0,8,90,2,447,4,9,0,0,0,0,0,0,13
571994,571994,2013,T.J. Oakes,COL,A,South Atlantic League,22,25,25,139.0,66,86,38,0,10,153,16,612,9,8,0,0,0,0,1,0,14
623420,623420,2013,Joe Cuda,STL,A,Midwest League,23,15,15,75.66666666666667,36,77,18,0,5,92,1,329,5,4,0,0,0,0,0,0,4
15514,608665,2013,Kendall Graveman,TOR,A,Midwest League,22,10,10,39.666666666666664,19,25,13,0,3,41,1,171,1,3,0,0,0,0,0,0,0
607963,607963,2013,Ben White,TOR,A,Midwest League,24,28,23,137.33333333333334,66,98,46,0,11,152,12,610,8,9,0,0,1,0,1,1,20
573225,573225,2013,Brady Wager,BAL,A,South Atlantic League,22,9,9,54.0,26,41,14,0,1,56,1,229,2,3,0,0,0,0,1,0,8
12763,606965,2013,Chris Devenski,HOU,A,Midwest League,22,8,8,43.333333333333336,21,32,9,0,3,60,1,193,4,3,0,0,0,0,0,0,2
628217,628217,2013,Brad Allen,AZ,A,Midwest League,24,20,18,113.33333333333333,55,96,31,0,11,91,8,460,7,6,0,0,0,0,2,2,4
570798,570798,2013,Richard Vargas,SEA,A,Midwest League,22,19,0,24.666666666666668,12,24,13,0,2,27,1,115,1,1,3,6,2,3,0,0,6
608697,608697,2013,Cody Penny,CLE,A,Midwest League,22,22,1,36.666666666666664,18,27,12,0,3,42,2,164,1,2,1,2,2,1,0,0,6
14467,547176,2013,Daniel Camarena,NYY,A,South Atlantic League,20,25,21,112.0,55,83,19,0,11,109,4,465,4,6,0,0,1,0,0,0,4
515269,515269,2013,Juri Perez,HOU,A,Midwest League,22,11,0,24.333333333333332,12,17,15,0,0,21,1,105,0,2,0,1,3,1,0,0,3
553968,553968,2013,Endrys Briceno,DET,A,Midwest League,21,25,25,116.66666666666667,58,65,51,2,5,124,6,517,7,9,0,0,0,0,0,0,13
594959,594959,2013,Blake Perry,AZ,A,Midwest League,21,26,21,112.33333333333333,56,85,67,0,7,107,19,525,8,7,1,1,0,0,0,0,11
592452,592452,2013,Charles Kaalekahi,SEA,A,Midwest League,21,15,14,74.0,37,50,44,0,11,74,3,335,5,5,0,0,0,0,0,0,3
572169,572169,2013,James Stokes,CLE,A,Midwest League,22,16,0,26.0,13,16,16,2,2,31,5,127,0,2,0,0,2,0,0,0,0
605326,605326,2013,Chris Lamb,OAK,A,Midwest League,23,32,0,49.666666666666664,25,39,22,0,4,56,3,223,2,5,2,4,5,2,0,0,7
601985,601985,2013,Jefferson Olacio,CWS,A,South Atlantic League,19,26,25,136.66666666666666,69,89,57,0,6,136,8,608,6,11,0,0,0,0,3,0,14
622222,622222,2013,Scott DeCecco,SEA,A,Midwest League,22,24,24,132.66666666666666,67,77,43,0,12,138,4,569,9,8,0,0,0,0,1,0,8
621236,621236,2013,Charlie Gillies,DET,A,Midwest League,22,13,13,61.333333333333336,31,41,26,1,3,68,3,274,1,5,0,0,0,0,0,0,5
623432,623432,2013,Robert Powell,LAA,A,Midwest League,23,14,0,21.666666666666668,11,18,5,1,2,21,1,87,3,1,2,2,1,0,0,0,0
18806,608716,2013,Drew Steckenrider,MIA,A,South Atlantic League,22,5,4,19.666666666666668,10,28,10,0,2,15,2,85,1,1,0,0,0,0,0,0,0
543383,543383,2013,Braden Kapteyn,BOS,A,South Atlantic League,23,10,0,17.666666666666668,9,15,19,0,1,15,4,86,1,1,0,0,1,0,0,0,3
621185,621185,2013,Julio Felix,DET,A,Midwest League,21,22,2,33.333333333333336,17,20,14,0,4,40,0,154,0,3,0,2,0,2,0,0,4
14420,623451,2013,Jackson Stephens,CIN,A,Midwest League,19,14,6,64.66666666666667,33,55,18,0,6,79,4,284,3,7,1,2,0,1,0,0,1
598575,598575,2013,Justin Schumer,SF,A,South Atlantic League,24,22,17,96.0,49,59,33,1,8,95,13,416,5,8,0,0,1,0,0,0,8
642139,642139,2013,Justin Thomas,WSH,A,South Atlantic League,22,10,0,15.666666666666666,8,21,1,0,2,17,1,69,1,0,0,0,2,0,0,0,3
606937,606937,2013,Ryan Bores,TEX,A,South Atlantic League,22,24,6,68.33333333333333,35,34,20,0,6,78,2,298,3,2,1,1,5,0,0,0,2
542467,542467,2013,Yoimer Camacho,AZ,A,Midwest League,23,7,0,13.666666666666666,7,9,8,1,0,12,1,62,0,0,0,0,2,0,0,0,2
585691,585691,2013,Luis Niebla,NYY,A,South Atlantic League,22,18,12,80.0,41,60,20,0,9,99,7,354,5,6,1,1,0,0,0,0,8
605325,605325,2013,Cody Kukuk,BOS,A,South Atlantic League,20,26,24,107.0,55,113,81,1,5,77,1,481,4,13,1,1,0,0,0,0,19
641828,641828,2013,Harvey Martin,MIL,A,Midwest League,23,12,0,35.0,18,23,10,0,5,43,4,162,2,5,3,4,1,1,0,0,3
621072,621072,2013,Nick Travieso,CIN,A,Midwest League,19,17,17,81.66666666666667,42,61,27,0,7,83,4,348,7,4,0,0,0,0,0,0,8
17233,623395,2013,Brian Ellington,MIA,A,South Atlantic League,22,16,2,42.666666666666664,22,27,23,0,3,40,9,194,3,2,0,0,1,0,0,0,1
623414,623414,2013,Mark Bordonaro,SEA,A,Midwest League,22,21,0,31.0,16,35,21,1,0,22,5,140,3,4,3,7,0,4,0,0,5
592242,592242,2013,Jacob Dahlstrand,BOS,A,South Atlantic League,21,18,15,89.0,46,51,34,0,9,95,5,392,4,8,0,0,0,0,1,0,18
571803,571803,2013,Steven Inch,PHI,A,South Atlantic League,22,29,2,42.333333333333336,22,27,24,0,0,44,7,196,1,4,10,12,1,2,0,0,3
594776,594776,2013,Chas Byrne,KC,A,South Atlantic League,24,29,0,50.0,26,41,19,0,3,52,4,220,3,2,0,2,7,2,0,0,5
13420,571863,2013,Matt Koch,NYM,A,South Atlantic League,22,18,15,82.33333333333333,43,68,4,0,7,100,2,350,6,4,0,1,0,1,1,0,3
593960,593960,2013,Juan Guzman,BAL,A,South Atlantic League,22,26,19,111.0,58,88,36,0,11,120,10,483,6,6,0,0,2,0,0,0,5
571920,571920,2013,Brandon Martinez,LAD,A,Midwest League,22,15,12,72.33333333333333,38,43,27,2,4,87,2,329,2,4,0,0,0,0,0,0,5
11502,592170,2013,Parker Bridwell,BAL,A,South Atlantic League,21,26,26,142.66666666666666,75,144,59,0,9,141,9,631,8,9,0,0,0,0,0,0,8
570504,570504,2013,Alving Mejias,COL,A,South Atlantic League,21,36,0,70.33333333333333,37,52,16,0,9,84,3,308,5,5,0,2,5,2,0,0,6
11378,592433,2013,Tyrell Jenkins,STL,A,Midwest League,20,10,10,49.333333333333336,26,34,24,0,4,51,1,218,4,4,0,0,0,0,2,1,4
570631,570631,2013,Ramon Del Orbe,MIA,A,South Atlantic League,21,23,23,115.66666666666667,61,77,41,0,13,139,3,521,5,8,0,0,0,0,0,0,2
570145,570145,2013,Ismael Guillón,CIN,A,Midwest League,21,27,26,121.33333333333333,64,134,95,0,14,95,1,539,7,8,0,0,0,0,0,0,26
621054,621054,2013,Shane Watson,PHI,A,South Atlantic League,19,16,16,72.0,38,53,28,0,12,63,3,309,4,6,0,0,0,0,0,0,7
14825,592229,2013,Dylan Covey,OAK,A,Midwest League,21,10,10,47.333333333333336,25,31,17,0,4,64,1,214,1,1,0,0,0,0,0,0,7
605405,605405,2013,Daniel Oliver,MIA,A,South Atlantic League,22,20,18,100.0,53,78,38,0,16,103,6,443,6,4,0,0,0,0,0,0,8
571585,571585,2013,Jamaine Cotton,HOU,A,Midwest League,22,26,5,71.66666666666667,38,50,27,0,9,81,2,320,2,5,2,2,6,0,0,0,3
10341,573668,2013,Juan Minaya,HOU,A,Midwest League,22,24,5,54.666666666666664,29,57,23,1,5,63,4,255,3,6,8,11,0,3,0,0,3
542657,542657,2013,Jose Monegro,TEX,A,South Atlantic League,23,15,5,49.0,26,34,12,0,10,49,1,203,1,2,2,3,1,1,0,0,4
13150,593969,2013,Jayson Aquino,COL,A,South Atlantic League,20,11,10,64.0,34,57,21,0,4,66,4,272,0,9,0,0,0,0,0,0,2
606140,606140,2013,Aliangel Lopez,TEX,A,South Atlantic League,19,16,16,73.33333333333333,39,79,35,0,2,74,4,329,3,7,0,0,0,0,0,0,4
623405,623405,2013,Will Hudgins,WSH,A,South Atlantic League,23,16,0,20.666666666666668,11,18,14,0,3,19,4,101,2,1,1,3,2,2,0,0,0
522828,522828,2013,Cameron Lamb,HOU,A,Midwest League,24,12,0,18.666666666666668,10,15,9,0,0,24,1,88,1,2,3,3,0,0,0,0,0
592760,592760,2013,Brian Smith,CHC,A,Midwest League,20,23,7,59.666666666666664,32,43,24,0,6,66,3,271,2,4,0,1,1,1,0,0,3
13690,607219,2013,Sal Romano,CIN,A,Midwest League,19,25,25,120.33333333333333,65,89,57,0,10,134,10,537,7,11,0,0,0,0,0,0,9
595416,595416,2013,Jake Sisco,CLE,A,Midwest League,21,24,23,111.0,60,71,48,0,13,118,11,502,4,11,0,0,0,0,1,0,6
519094,519094,2013,Eddie Orozco,CHC,A,Midwest League,24,17,0,20.333333333333332,11,17,13,3,1,22,0,92,3,3,2,5,2,3,0,0,2
11776,605795,2013,Angel Sánchez,LAD,A,Midwest League,23,14,14,72.0,39,70,28,0,6,80,2,329,2,7,0,0,0,0,0,0,7
623342,623342,2013,Joe Burns,TEX,A,South Atlantic League,23,31,0,49.666666666666664,27,35,18,0,4,51,2,220,4,5,2,6,3,4,0,0,1
553995,553995,2013,Yorfrank Lopez,DET,A,Midwest League,22,30,9,99.33333333333333,54,73,33,0,8,108,5,429,8,5,0,1,1,1,0,0,7
592283,592283,2013,Logan Ehlers,DET,A,Midwest League,21,17,1,29.333333333333332,16,20,22,5,2,37,0,147,1,5,0,1,4,1,0,0,3
607308,607308,2013,Brook Hart,COL,A,South Atlantic League,24,43,0,55.0,30,52,17,0,3,54,8,239,1,1,0,2,10,2,0,0,5
608682,608682,2013,Pat Lowery,LAA,A,Midwest League,23,21,21,102.66666666666667,56,69,57,0,8,101,7,465,4,10,0,0,0,0,1,0,12
621291,621291,2013,Kris Hall,OAK,A,Midwest League,22,30,2,53.0,29,56,35,1,6,52,4,243,4,2,1,2,3,1,0,0,1
621284,621284,2013,Dane Stone,MIA,A,South Atlantic League,22,32,0,53.0,29,61,16,0,10,57,2,237,5,5,2,4,2,2,0,0,3
605285,605285,2013,Mason Hope,MIA,A,South Atlantic League,21,26,17,98.33333333333333,54,73,53,0,12,100,6,446,6,6,1,2,3,1,0,0,4
595443,595443,2013,Bryton Trepagnier,PIT,A,South Atlantic League,21,43,0,72.66666666666667,40,69,39,0,5,71,4,326,5,5,3,5,7,2,0,0,8
595891,595891,2013,Hudson Boyd,MIN,A,Midwest League,20,29,16,103.0,57,72,56,0,10,101,6,458,4,5,0,0,2,0,0,0,6
621221,621221,2013,Eric Semmelhack,MIL,A,Midwest League,22,22,15,106.33333333333333,59,52,42,1,18,128,1,479,2,6,1,1,0,0,0,0,5
12791,547184,2013,Michael Kelly,SD,A,Midwest League,20,15,0,18.0,10,16,12,1,1,17,2,83,2,1,0,1,3,1,0,0,4
621180,621180,2013,Blake Logan,MIA,A,South Atlantic League,21,41,0,59.333333333333336,33,67,20,0,9,57,8,258,2,6,11,17,2,6,0,0,1
584176,584176,2013,Andres Avila,OAK,A,Midwest League,23,23,11,88.0,49,55,44,0,9,106,3,406,7,4,2,3,1,1,0,0,4
621410,621410,2013,Blake Holovach,SEA,A,Midwest League,22,30,3,57.333333333333336,32,51,28,0,3,68,3,262,1,2,1,2,6,1,0,0,5
606198,606198,2013,Anderson Polanco,CLE,A,Midwest League,20,8,0,14.333333333333334,8,23,13,0,3,9,0,69,1,2,0,1,1,1,0,0,1
13194,607352,2013,Joe Biagini,SF,A,South Atlantic League,23,20,20,96.66666666666667,54,79,42,0,5,102,4,430,7,6,0,0,0,0,0,0,6
592709,592709,2013,Evan Rutckyj,NYY,A,South Atlantic League,21,25,19,118.0,66,102,60,0,10,128,10,541,10,9,0,1,0,1,0,0,22
608381,608381,2013,Walker Weickel,SD,A,Midwest League,19,24,23,110.66666666666667,62,82,43,1,8,125,8,500,3,6,0,0,0,0,0,0,5
592125,592125,2013,Robbie Aviles,CLE,A,Midwest League,21,16,14,69.0,39,30,26,0,7,72,7,303,4,5,0,0,0,0,0,0,6
595225,595225,2013,Chuck Ghysels,TOR,A,Midwest League,23,14,0,17.666666666666668,10,19,14,1,0,18,0,81,2,1,3,5,0,2,0,0,2
572590,572590,2013,Jhonny Polanco,STL,A,Midwest League,21,8,0,17.666666666666668,10,22,9,0,2,19,3,83,2,1,0,0,0,0,0,0,0
621064,621064,2013,Zack Bird,LAD,A,Midwest League,18,19,11,60.0,34,50,45,1,5,56,2,278,2,5,0,0,0,0,0,0,7
