Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Will Robertson,BAL,683770.0,sa3009879,28,10380,352,301,0.289,0.384,0.5710000000000001,0.282,20,46,88,13.1,25.0,0.342,0.40399999999999997,0.35100000000000003,30.223390275952696,82.98850574712644,13.590844062947069,68.28885400313972,28.6,114.8,108.2,90.8,49.1,12.7,7.670454545454546,0.24100000000000002,0.45299999999999996,25.0,12.5,4.02136,-0.677659,-0.0019251676136363641,31.084141116202666,2025,AAA
Yonny Hernández,NYM,660634.0,sa872473,28,10251,351,310,0.319,0.39899999999999997,0.4,0.081,1,34,35,9.7,10.0,0.358,0.35600000000000004,0.303,27.299270072992698,92.8921568627451,5.326331582895723,62.96296296296296,11.9,108.3,98.1,85.7,21.3,0.4,0.2849002849002849,0.259,0.317,8.5,7.6,5.35286,-0.8136359999999999,-0.0023180512820512823,22.497699968519026,2025,AAA
Austin Shenton,0,668853.0,sa3009869,28,10354,351,300,0.217,0.322,0.413,0.19699999999999998,14,44,92,12.5,26.2,0.259,0.322,0.303,28.198433420365532,79.29411764705883,14.70160116448326,69.90131578947367,31.5,109.2,103.4,88.2,37.4,10.4,6.267806267806268,0.203,0.374,24.6,19.1,1.8616099999999998,-0.6132449999999999,-0.0017471367521367524,21.84029197237365,2025,AAA
Jhostynxon Garcia,PIT,691373.0,sa3015523,23,8570,350,317,0.271,0.33399999999999996,0.498,0.22699999999999998,18,27,102,7.7,29.1,0.342,0.35700000000000004,0.302,35.378590078328976,76.65847665847666,16.848220769789396,66.61211129296237,34.2,110.2,104.9,86.4,34.6,10.3,6.2857142857142865,0.223,0.40399999999999997,20.2,14.6,5.9307099999999995,-0.110562,-0.00031589142857142856,29.64725993865889,2025,AAA
Everson Pereira,CHW,677592.0,sa3007034,25,9181,348,297,0.256,0.359,0.508,0.253,21,43,100,12.4,28.7,0.309,0.373,0.353,27.665706051873197,70.53763440860214,19.96962794229309,74.63884430176564,40.0,112.9,106.3,92.2,50.0,14.1,8.045977011494253,0.231,0.47100000000000003,12.1,9.3,1.1293799999999998,-0.5423140000000001,-0.0015583735632183904,40.26325932733889,2025,AAA
Brett Wisely,ATL,689172.0,sa1170003,27,9883,343,304,0.253,0.32899999999999996,0.38799999999999996,0.135,7,32,67,9.3,19.5,0.3,0.316,0.297,26.28032345013477,85.84269662921349,8.421052631578947,65.15373352855052,18.8,108.1,101.7,86.9,34.9,4.6,3.206997084548105,0.23,0.35600000000000004,18.7,16.9,0.14285699999999998,-0.025377200000000003,-7.398600583090379e-05,24.36402899824489,2025,AAA
Rodolfo Durán,SDP,660710.0,sa877500,28,10327,342,312,0.292,0.348,0.51,0.218,16,27,67,7.9,19.6,0.325,0.36700000000000005,0.32899999999999996,33.8301043219076,84.97409326424871,11.171875,63.38259441707718,23.3,112.9,103.7,89.3,43.3,8.2,5.847953216374267,0.263,0.439,17.6,10.5,5.22011,-0.553316,-0.0016178830409356727,29.487928735018077,2025,AAA
Jonatan Clase,TOR,682729.0,sa3008787,24,8773,342,303,0.251,0.33299999999999996,0.40299999999999997,0.152,7,35,90,10.2,26.3,0.33299999999999996,0.324,0.282,25.895316804407717,86.07888631090486,11.808118081180814,68.5214626391097,25.8,109.4,103.1,87.8,35.2,5.2,3.2163742690058483,0.20600000000000002,0.335,15.7,14.4,5.82795,3.4500900000000003,0.01008798245614035,33.264918823949515,2025,AAA
Otto Kemp,PHI,805249.0,sa3020577,26,9757,341,283,0.311,0.41600000000000004,0.5720000000000001,0.261,16,35,83,10.3,24.3,0.38299999999999995,0.42100000000000004,0.35600000000000004,29.680998613037442,78.88349514563106,16.257668711656446,70.66895368782161,33.9,113.4,106.4,90.9,45.2,12.6,7.331378299120235,0.23800000000000002,0.446,23.0,19.6,6.293080000000001,0.8301870000000001,0.0024345659824046924,37.310454195676215,2025,AAA
Yohendrick Piñango,TOR,682818.0,sa3009539,24,8789,341,293,0.235,0.335,0.379,0.14300000000000002,7,43,65,12.6,19.1,0.278,0.317,0.315,25.523560209424087,87.14652956298201,8.171745152354571,57.20588235294117,20.2,115.4,108.8,91.9,47.8,5.2,3.5190615835777126,0.239,0.366,17.4,14.1,3.1339099999999998,-0.53594,-0.0015716715542521994,48.86432075669382,2025,AAA
Joey Wiemer,WSN,686894.0,sa3014531,27,9970,336,286,0.203,0.313,0.35700000000000004,0.154,11,40,87,11.9,25.9,0.24600000000000002,0.3,0.295,29.53020134228188,81.65829145728644,13.543191800878475,64.09017713365539,29.9,109.9,104.4,87.5,35.1,8.9,5.357142857142857,0.19899999999999998,0.33399999999999996,21.8,12.9,5.0932699999999995,1.34168,0.003993095238095238,26.010558298691183,2025,AAA
Andrew Pintar,MIA,801464.0,sa3020715,25,9198,332,297,0.26899999999999996,0.33799999999999997,0.384,0.114,4,27,98,8.1,29.5,0.386,0.319,0.27699999999999997,27.633587786259547,81.93384223918575,12.978889757623145,62.98076923076921,28.9,110.0,105.4,87.7,40.7,7.0,4.216867469879518,0.218,0.319,12.9,6.4,6.71882,2.02471,0.00609852409638554,30.87808714675336,2025,AAA
Tyler Gentry,DET,694355.0,sa3014485,27,9979,330,290,0.207,0.285,0.37200000000000005,0.166,9,28,89,8.5,27.0,0.258,0.287,0.253,26.928895612708025,80.3921568627451,13.322884012539186,66.34146341463415,29.0,107.7,102.8,87.4,34.0,2.9,1.8181818181818181,0.191,0.281,22.1,12.0,5.21873,-0.216022,-0.0006546121212121213,18.820288930289262,2025,AAA
Dru Baker,CHW,681333.0,sa3017331,26,9564,330,299,0.251,0.318,0.355,0.10400000000000001,6,24,91,7.3,27.6,0.34,0.299,0.284,32.87878787878788,75.66265060240964,15.602836879432626,68.14449917898193,31.3,106.4,101.1,87.9,34.9,5.3,3.333333333333333,0.22699999999999998,0.33799999999999997,10.7,11.3,3.7846900000000003,-1.34235,-0.0040677272727272715,19.39547166060184,2025,AAA
Justyn-Henry Malloy,TBR,669234.0,sa3017073,26,9597,327,261,0.322,0.45,0.502,0.18,9,55,67,16.8,20.5,0.39899999999999997,0.415,0.382,16.343490304709142,81.23393316195373,9.839650145772595,59.846153846153854,26.6,110.8,103.2,89.0,36.4,9.2,5.504587155963304,0.271,0.44799999999999995,18.3,14.5,3.6886300000000003,-0.272812,-0.0008342874617737003,39.96479836811401,2025,AAA
Robert Hassell III,WSN,690987.0,sa3014701,24,9051,326,292,0.305,0.377,0.452,0.147,10,34,57,10.4,17.5,0.35100000000000003,0.363,0.309,27.131782945736433,84.52088452088451,11.230388109000826,71.90812720848056,23.4,110.5,103.7,90.2,37.7,5.2,3.6809815950920246,0.249,0.36700000000000005,8.0,9.3,4.65683,0.9640049999999999,0.0029570705521472394,39.896020229063005,2025,AAA
Yordys Valdes,0,686798.0,sa3010037,24,9050,325,306,0.17600000000000002,0.215,0.294,0.11800000000000001,5,13,108,4.0,33.2,0.25,0.222,0.20199999999999999,36.661466458658346,78.43137254901961,16.43302180685358,63.452566096423006,32.8,108.4,101.4,87.7,34.5,3.0,1.8461538461538465,0.16699999999999998,0.247,16.9,16.2,6.50331,0.653141,0.0020096646153846148,19.83190036667645,2025,AAA
Anthony Prato,0,668791.0,sa1052903,28,10245,325,260,0.24600000000000002,0.391,0.335,0.08800000000000001,4,43,57,13.2,17.5,0.299,0.336,0.34,23.878437047756872,86.79775280898876,8.755020080321286,64.25992779783394,20.9,109.7,100.8,85.9,31.7,3.4,2.1538461538461537,0.243,0.345,10.7,9.1,6.05742,0.997841,0.00307028,27.58853052175981,2025,AAA
Cooper Johnson,TEX,666194.0,sa3010584,28,10261,320,272,0.21,0.319,0.32,0.11,6,42,87,13.1,27.2,0.28,0.29,0.272,24.13793103448276,79.42583732057416,12.82608695652174,63.81679389312978,29.8,107.2,101.1,84.2,27.4,3.2,1.875,0.191,0.281,23.8,17.3,4.21015,0.164319,0.000513496875,16.341523331304813,2025,AAA
José Barrero,BAL,676480.0,sa3005385,28,10280,319,282,0.223,0.304,0.397,0.174,12,29,95,9.1,29.8,0.287,0.307,0.293,35.981308411214954,78.6082474226804,18.546365914786968,69.9099099099099,35.9,111.6,105.6,88.8,40.5,7.4,4.38871473354232,0.21,0.365,31.6,19.4,6.7163699999999995,0.288505,0.0009044043887147336,23.00473591159965,2025,AAA
Kristian Campbell,BOS,692225.0,sa3023011,23,8733,319,271,0.273,0.382,0.41700000000000004,0.14400000000000002,8,38,84,11.9,26.3,0.369,0.35600000000000004,0.285,22.852983988355174,80.05698005698005,10.725308641975307,57.63546798029557,27.4,111.4,102.6,84.1,29.9,3.7,2.19435736677116,0.20600000000000002,0.284,14.4,4.6,5.53035,-0.054366599999999994,-0.00017042821316614422,32.36662915839086,2025,AAA
Samuel Basallo,BAL,694212.0,sa3015716,21,7958,318,269,0.271,0.374,0.591,0.32,23,42,75,13.2,23.6,0.287,0.406,0.40700000000000003,33.05898491083676,81.95266272189349,14.182111200644645,66.015625,30.4,115.9,108.2,94.2,57.4,21.0,12.893081761006288,0.263,0.5870000000000001,15.7,14.8,1.24658,-0.668267,-0.00210146855345912,50.7526047404812,2025,AAA
Warming Bernabel,0,682653.0,sa3008761,23,8755,316,282,0.301,0.35600000000000004,0.45,0.149,8,23,39,7.3,12.3,0.32,0.348,0.278,36.734693877551024,90.54054054054052,10.679611650485436,75.35641547861506,19.4,110.1,100.1,84.2,22.8,2.0,1.5822784810126582,0.237,0.311,21.7,13.1,4.1125,-0.160794,-0.0005088417721518987,28.43856136957601,2025,AAA
Peyton Wilson,KCR,686523.0,sa3017110,26,9704,314,275,0.225,0.312,0.313,0.087,3,34,85,10.8,27.1,0.311,0.282,0.261,31.974921630094048,77.19298245614034,16.072908036454013,70.12302284710017,32.2,105.2,100.1,87.4,29.7,2.6,1.5923566878980893,0.19699999999999998,0.276,18.8,14.6,5.00986,0.799369,0.002545761146496815,16.992921882767842,2025,AAA
Braden Shewmake,HOU,669699.0,sa3010332,28,10417,312,277,0.23800000000000002,0.314,0.35700000000000004,0.11900000000000001,4,30,52,9.6,16.7,0.27699999999999997,0.297,0.278,38.11802232854865,83.24468085106382,12.401055408970974,73.72549019607844,22.9,109.3,100.8,87.6,31.3,4.0,2.8846153846153846,0.217,0.318,22.1,14.9,7.52168,1.41629,0.004539391025641026,21.01993611530782,2025,AAA
Ernesto Martinez Jr.,NYY,667803.0,sa3003173,26,9836,309,262,0.256,0.35600000000000004,0.389,0.134,6,38,80,12.3,25.9,0.33899999999999997,0.331,0.319,28.490028490028486,79.76878612716763,12.677165354330707,60.915492957746466,29.5,115.5,110.1,89.8,42.5,9.1,5.501618122977346,0.231,0.376,22.0,13.8,3.77475,-1.92603,-0.006233106796116505,34.41130005874443,2025,AAA
Ismael Munguia,TOR,665998.0,sa917132,27,10082,305,274,0.245,0.311,0.34299999999999997,0.099,4,21,25,6.9,8.2,0.254,0.29100000000000004,0.31,35.52397868561279,91.77377892030847,8.018433179723502,74.52107279693486,14.8,109.4,100.7,87.5,33.7,1.6,1.3114754098360657,0.276,0.35200000000000004,13.4,10.1,7.027710000000001,0.710753,0.002330337704918033,26.503380387243773,2025,AAA
Anthony Seigler,BOS,678011.0,sa3006894,26,9836,305,247,0.28300000000000003,0.413,0.478,0.19399999999999998,8,52,59,17.0,19.3,0.341,0.389,0.37200000000000005,19.910846953937593,85.25,9.387430389817023,68.49315068493149,22.1,107.9,101.8,91.7,46.3,9.5,5.9016393442622945,0.264,0.44,15.1,16.8,7.877330000000001,1.93166,0.006333311475409836,40.06405068424473,2025,AAA
Ronny Simon,PIT,682927.0,sa3008365,26,9539,303,257,0.29600000000000004,0.389,0.451,0.156,8,41,51,13.5,16.8,0.337,0.36700000000000005,0.35100000000000003,27.011494252873568,85.87896253602304,8.757961783439491,61.964285714285715,20.6,110.1,103.5,89.3,42.9,6.2,4.29042904290429,0.276,0.419,12.6,6.3,6.4903900000000005,1.41077,0.0046560066006600676,41.635199913905396,2025,AAA
Jordyn Adams,0,677941.0,sa3008032,26,9718,301,267,0.213,0.29,0.382,0.16899999999999998,10,28,93,9.3,30.9,0.281,0.293,0.25,29.86003110419907,75.0,15.180722891566264,63.12292358803987,33.0,108.1,102.0,87.1,35.4,3.9,2.3255813953488373,0.184,0.27899999999999997,10.9,12.1,7.745189999999999,-0.0638328,-0.00021206910299003317,20.437459001500734,2025,AAA
Rainer Nunez,0,678742.0,sa3005551,25,9306,300,270,0.252,0.32299999999999995,0.374,0.122,7,24,72,8.0,24.0,0.318,0.309,0.272,34.09090909090909,79.67479674796748,14.690721649484534,67.33576642335767,29.5,119.6,107.9,90.3,47.2,6.1,4.0,0.215,0.311,8.5,2.8,2.62955,-0.717531,-0.00239177,33.11419838240137,2025,AAA
Spencer Jones,NYY,682987.0,sa3019969,25,9147,298,263,0.27399999999999997,0.342,0.555,0.281,19,26,109,8.7,36.6,0.379,0.37799999999999995,0.354,36.38928067700987,66.58227848101265,21.33858267716536,70.40998217468804,41.5,114.4,108.4,94.8,54.7,17.6,9.395973154362416,0.23600000000000002,0.517,18.9,14.7,7.5273699999999995,1.40235,0.004705872483221477,41.260591798329955,2025,AAA
Tyler McDonough,BOS,694812.0,sa3016869,27,9918,298,267,0.251,0.326,0.36700000000000005,0.11599999999999999,5,26,73,8.7,24.5,0.326,0.307,0.285,27.066450567260944,84.4632768361582,11.475409836065571,65.31365313653136,25.5,109.7,103.3,88.5,39.3,3.7,2.348993288590604,0.23,0.319,21.9,11.7,4.72538,-1.75688,-0.005895570469798658,26.17943050986616,2025,AAA
Liover Peguero,PHI,678894.0,sa3005582,25,9280,297,264,0.239,0.306,0.36700000000000005,0.129,6,27,59,9.1,19.9,0.27899999999999997,0.29600000000000004,0.27,29.075630252100844,81.28342245989305,13.074842200180342,72.76264591439687,26.5,112.3,103.7,87.7,35.9,5.3,3.7037037037037033,0.21,0.306,15.7,11.7,5.16478,-0.39068200000000003,-0.0013154276094276096,32.56179792859552,2025,AAA
Dom Keegan,TBR,681371.0,sa3020194,25,9429,297,266,0.24100000000000002,0.306,0.429,0.188,10,24,91,8.1,30.6,0.32,0.317,0.29600000000000004,32.82051282051282,78.03278688524591,14.550264550264547,55.555555555555564,33.2,113.5,106.9,91.4,48.0,10.2,6.0606060606060606,0.21600000000000003,0.38299999999999995,22.9,13.7,2.94093,-0.532922,-0.0017943501683501683,33.31582635161407,2025,AAA
Steward Berroa,PHI,672642.0,sa3003276,27,9855,297,246,0.23199999999999998,0.34,0.309,0.077,2,43,78,14.5,26.3,0.318,0.29600000000000004,0.287,25.730994152046787,78.37837837837837,12.690763052208837,65.95365418894829,28.9,109.9,101.7,87.0,33.1,2.3,1.3468013468013469,0.213,0.29,20.9,14.7,6.06176,0.573058,0.0019294882154882156,25.797626036859192,2025,AAA
Edouard Julien,COL,666397.0,sa3014445,27,9891,297,239,0.276,0.41100000000000003,0.46399999999999997,0.188,11,51,82,17.2,27.6,0.37200000000000005,0.384,0.33799999999999997,17.777777777777782,80.3867403314917,9.98439937597504,59.63756177924218,26.6,107.9,103.7,88.9,42.4,7.6,4.040404040404041,0.228,0.377,11.9,13.6,4.70447,-0.31209000000000003,-0.0010508080808080806,31.650822806913943,2025,AAA
TT Bowens,NYM,688449.0,sa3015107,28,10229,296,268,0.25,0.318,0.485,0.235,16,23,91,7.8,30.7,0.315,0.344,0.319,31.335616438356162,74.59893048128343,17.95774647887324,67.7536231884058,36.6,112.0,107.2,91.4,46.0,13.1,7.77027027027027,0.223,0.446,18.5,12.2,2.62934,-0.541381,-0.0018289898648648649,25.82102817860286,2025,AAA
Cooper Bowman,TBR,688682.0,sa3016966,26,9621,296,257,0.237,0.32799999999999996,0.377,0.14,6,32,71,10.8,24.0,0.301,0.312,0.267,26.42740619902121,81.1046511627907,11.986301369863012,61.981981981981974,27.7,109.2,100.1,84.6,28.3,2.7,1.6891891891891893,0.205,0.273,19.6,10.7,7.98692,3.1139900000000003,0.010520236486486484,24.276645572873985,2025,AAA
Ji Hwan Bae,NYM,678225.0,sa3006895,26,9800,295,254,0.28,0.373,0.41700000000000004,0.138,1,34,60,11.5,20.3,0.359,0.34700000000000003,0.31,22.69043760129659,82.33766233766234,11.328790459965928,69.12028725314184,25.3,108.5,103.4,89.4,40.3,3.1,2.0338983050847457,0.239,0.345,8.8,7.3,8.968860000000001,2.00779,0.006806067796610169,32.20514668750628,2025,AAA
Will Wilson,SEA,669717.0,sa3009871,27,10170,292,260,0.24600000000000002,0.325,0.435,0.188,11,28,65,9.6,22.3,0.28600000000000003,0.331,0.29600000000000004,30.981067125645442,80.0,15.185185185185185,69.13827655310621,31.2,109.0,103.1,89.2,39.9,8.3,5.479452054794519,0.215,0.373,13.8,13.1,4.73604,-1.1653,-0.003990753424657535,23.99822101832315,2025,AAA
Corey Rosier,0,681468.0,sa3016961,26,9759,292,246,0.244,0.363,0.358,0.114,5,42,56,14.4,19.2,0.297,0.327,0.304,25.48387096774193,84.33333333333334,10.798946444249339,57.80346820809249,26.9,107.8,100.8,86.4,34.8,2.1,1.3698630136986298,0.22699999999999998,0.304,13.4,16.2,4.402340000000001,-1.2231,-0.004188698630136986,26.39025535164734,2025,AAA
José Fermín,STL,665877.0,sa917339,27,9922,291,237,0.3,0.426,0.485,0.18600000000000003,7,44,25,15.1,8.6,0.311,0.39899999999999997,0.335,19.871794871794872,93.47079037800688,3.7423846823324625,55.42857142857143,10.4,107.9,100.8,86.7,35.7,2.3,1.7182130584192443,0.25,0.34,20.6,14.4,5.370769999999999,0.9162309999999999,0.0031485601374570448,31.90777475279301,2025,AAA
Jordan Lawlar,ARI,691783.0,sa3017662,23,8714,288,250,0.32,0.41,0.58,0.26,11,35,69,12.2,24.0,0.406,0.42100000000000004,0.32899999999999996,25.112781954887215,83.64116094986808,12.025827280064568,66.02787456445994,27.3,113.3,104.0,88.8,43.6,10.5,6.597222222222222,0.242,0.4,24.3,14.3,8.2761,1.84133,0.006393506944444444,47.904510720579424,2025,AAA
CJ Kayfus,CLE,692216.0,sa3023068,24,8978,287,249,0.281,0.366,0.526,0.245,13,33,79,11.5,27.5,0.35600000000000004,0.38,0.34299999999999997,29.38230383973289,83.65650969529086,13.303571428571427,69.28982725527831,27.7,110.4,104.5,89.0,47.7,11.0,6.620209059233449,0.249,0.447,21.1,12.4,5.08809,-0.692154,-0.002411686411149826,41.23700201577798,2025,AAA
Leo Rivas,SEA,660844.0,sa872542,28,10456,285,218,0.312,0.46299999999999997,0.505,0.193,10,59,59,20.7,20.7,0.382,0.42200000000000004,0.33799999999999997,13.920454545454545,85.39325842696628,6.855439642324887,55.799373040752364,20.3,103.6,99.3,87.1,27.3,3.1,1.7543859649122806,0.223,0.319,24.3,16.0,7.494960000000001,2.3721,0.008323157894736843,23.10843913208223,2025,AAA
Bryce Eldridge,SFG,805811.0,sa3022757,21,7891,283,253,0.249,0.314,0.514,0.265,18,25,88,8.8,31.1,0.298,0.35100000000000003,0.363,29.223744292237438,81.73913043478261,15.536480686695278,67.91338582677166,33.7,114.6,108.4,95.7,63.5,16.8,9.89399293286219,0.263,0.527,11.8,13.2,1.7507700000000002,-0.23375900000000002,-0.0008260035335689046,46.24484257689482,2025,AAA
Brady House,WSN,691781.0,sa3017694,23,8396,282,260,0.304,0.35100000000000003,0.519,0.215,13,19,75,6.7,26.6,0.379,0.37200000000000005,0.318,35.663082437275975,79.08309455587394,16.356513222331053,75.377969762419,30.5,112.4,108.8,90.2,46.0,10.2,6.73758865248227,0.247,0.429,13.4,6.4,2.90943,-1.04986,-0.00372290780141844,38.77470933995016,2025,AAA
Jack Winkler,HOU,676466.0,sa3017393,27,10066,281,249,0.225,0.299,0.33299999999999996,0.10800000000000001,6,26,79,9.3,28.1,0.298,0.281,0.267,29.107142857142854,77.54491017964071,15.207373271889402,63.61904761904761,33.2,108.5,103.1,86.2,29.3,4.0,2.491103202846975,0.214,0.293,18.4,12.9,6.35923,4.41632,0.01571644128113879,17.710876757449952,2025,AAA
Blake Hunt,SDP,675448.0,sa3004153,27,10061,280,239,0.272,0.368,0.452,0.18,8,35,62,12.5,22.1,0.331,0.35700000000000004,0.32299999999999995,28.921568627450984,84.4776119402985,11.545454545454545,68.64754098360656,24.8,109.5,104.2,87.3,40.6,6.1,3.928571428571429,0.237,0.366,23.9,16.8,3.5944599999999998,-0.38333,-0.0013690357142857146,27.851504218605793,2025,AAA
Cristian Pache,NYM,665506.0,sa916722,27,10052,280,242,0.24,0.34299999999999997,0.368,0.128,4,34,76,12.1,27.1,0.33299999999999996,0.318,0.27899999999999997,25.29313232830821,81.21387283236994,12.609457092819614,63.48623853211009,29.0,108.4,103.7,88.2,38.2,4.8,2.8571428571428568,0.195,0.304,18.0,9.0,6.39939,-0.0186006,-6.643071428571427e-05,24.2837985749394,2025,AAA
Hayden Cantrelle,CHC,676463.0,sa3014426,27,10046,273,234,0.235,0.341,0.33299999999999996,0.098,4,33,91,12.1,33.3,0.364,0.306,0.263,23.835125448028673,79.88980716253444,13.321492007104794,63.90845070422535,30.2,101.2,94.8,82.1,9.7,0.7,0.3663003663003663,0.19399999999999998,0.252,18.1,15.6,6.706239999999999,1.30084,0.004764981684981685,13.779615935461106,2025,AAA
Yanquiel Fernández,NYY,692585.0,sa3015648,23,8549,270,242,0.285,0.348,0.504,0.21899999999999997,13,23,38,8.5,14.1,0.289,0.365,0.318,41.12149532710279,80.12422360248445,14.702815432742439,75.94339622641509,26.0,111.0,105.5,88.3,37.9,8.9,6.666666666666668,0.24600000000000002,0.415,21.6,11.3,2.1914,-1.0187,-0.0037729629629629623,37.555918973314775,2025,AAA
Will Banfield,CIN,677943.0,sa3007973,26,9688,270,243,0.214,0.27,0.292,0.078,2,18,69,6.7,25.6,0.281,0.25,0.27,36.86067019400353,80.44871794871796,14.833005893909625,69.17960088691795,29.0,111.8,104.1,87.0,35.4,3.9,2.592592592592593,0.221,0.326,20.6,13.0,1.35609,-0.490626,-0.0018171333333333332,21.906696191902228,2025,AAA
Jeferson Morales,0,672373.0,sa3005472,27,9878,269,229,0.249,0.349,0.402,0.153,6,29,49,10.8,18.2,0.28800000000000003,0.332,0.307,30.683918669131238,82.97872340425532,11.9960668633235,69.11764705882352,24.6,110.4,103.5,86.1,32.2,6.6,4.4609665427509295,0.22899999999999998,0.34700000000000003,14.8,11.0,6.06372,-0.283695,-0.001054628252788104,28.67961474087861,2025,AAA
Tyler Black,MIL,672012.0,sa3017623,25,9435,268,222,0.243,0.369,0.36,0.11699999999999999,4,43,71,16.0,26.5,0.33799999999999997,0.33,0.264,21.052631578947366,78.57142857142857,12.12624584717608,65.51126516464471,28.6,108.0,102.1,87.2,31.3,3.3,1.8656716417910448,0.171,0.23600000000000002,10.5,11.2,7.207139999999999,2.3247299999999997,0.008674365671641792,27.32016747472318,2025,AAA
Payton Henry,NYY,668721.0,sa918019,28,10562,268,240,0.24600000000000002,0.321,0.41200000000000003,0.16699999999999998,11,20,70,7.5,26.1,0.3,0.322,0.289,33.9622641509434,79.17981072555204,16.411824668705403,70.28824833702882,32.4,112.0,105.9,89.2,45.1,9.8,5.970149253731343,0.205,0.366,8.7,6.8,2.83575,-0.383676,-0.001431626865671642,20.68040740430401,2025,AAA
Matt Mervis,0,670223.0,sa3015051,28,10270,267,242,0.248,0.315,0.57,0.322,19,22,68,8.2,25.5,0.263,0.37200000000000005,0.326,27.79850746268657,75.64469914040114,16.733067729083665,74.57264957264957,33.7,111.2,106.0,90.6,42.3,13.7,8.98876404494382,0.226,0.46799999999999997,36.0,20.1,5.9606,0.0354709,0.0001328498127340824,28.02883383573119,2025,AAA
Luca Tresh,KCR,681123.0,sa3017394,26,9635,266,241,0.253,0.316,0.469,0.21600000000000003,10,21,59,7.9,22.2,0.293,0.336,0.309,33.025830258302584,81.79271708683474,14.299802761341224,75.63559322033899,27.1,109.4,102.5,86.9,34.2,10.3,7.142857142857142,0.22699999999999998,0.414,20.7,15.4,4.92548,0.117833,0.00044298120300751884,27.576701441172656,2025,AAA
John Rave,KCR,670231.0,sa918890,28,10376,266,231,0.27699999999999997,0.365,0.511,0.23399999999999999,11,31,61,11.7,22.9,0.32899999999999996,0.375,0.314,23.423423423423422,80.52805280528051,11.100917431192661,56.635514018691595,27.9,111.8,106.2,87.8,42.1,7.0,4.511278195488722,0.221,0.39,19.0,12.8,9.28623,2.72476,0.01024345864661654,28.281974360626478,2025,AAA
Roman Anthony,BOS,701350.0,sa3020211,22,8053,265,212,0.28800000000000003,0.423,0.491,0.203,10,51,56,19.2,21.1,0.345,0.39799999999999996,0.42700000000000005,19.354838709677423,84.26966292134831,9.635173058933583,55.625,27.0,116.0,109.6,95.0,57.6,20.3,12.075471698113208,0.28,0.578,6.3,5.5,4.56522,-1.54295,-0.00582245283018868,59.29514612545067,2025,AAA
Aaron Sabato,MIN,693306.0,sa3014494,27,9856,264,245,0.245,0.28800000000000003,0.45299999999999996,0.20800000000000002,14,15,83,5.7,31.4,0.305,0.316,0.31,34.58646616541353,79.1044776119403,18.041237113402058,76.48401826484019,33.7,114.3,106.9,90.4,49.1,11.5,7.196969696969697,0.252,0.426,13.4,10.2,1.95228,-0.45679,-0.0017302651515151515,28.842037420365127,2025,AAA
Diego Castillo,TEX,660636.0,sa872839,28,10438,262,232,0.263,0.344,0.397,0.134,7,29,51,11.1,19.5,0.309,0.327,0.28800000000000003,26.55677655677656,80.4878048780488,9.099264705882351,52.95202952029521,22.9,107.0,100.4,85.8,27.1,2.8,1.9083969465648856,0.235,0.315,17.0,11.5,0.14285699999999998,-0.06767260000000001,-0.0002582923664122137,16.19994726142069,2025,AAA
Will Holland,0,683735.0,sa3011204,28,10268,259,222,0.198,0.297,0.342,0.14400000000000002,8,26,76,10.0,29.3,0.254,0.28600000000000003,0.272,29.45326278659612,74.91856677524429,15.553435114503815,63.825363825363816,34.4,109.5,101.2,85.1,31.3,6.0,3.474903474903475,0.187,0.302,21.2,17.0,5.726430000000001,0.310827,0.0012001042471042472,17.182342815750705,2025,AAA
Ryan Ritter,COL,690022.0,sa3020206,25,9331,254,215,0.298,0.402,0.609,0.312,16,34,54,13.4,21.3,0.32899999999999996,0.426,0.35,26.79245283018868,76.97160883280758,14.111675126903553,69.67032967032965,30.3,110.5,104.1,88.9,42.9,12.4,7.874015748031495,0.24100000000000002,0.446,19.6,13.3,5.42753,-0.9737290000000001,-0.00383357874015748,40.41857370728447,2025,AAA
Blake Sabol,TBR,666165.0,sa3010269,28,10369,252,217,0.18,0.294,0.32299999999999995,0.14300000000000002,6,30,76,11.9,30.2,0.244,0.28,0.278,26.38146167557932,76.74418604651162,16.900000000000002,68.56492027334852,37.6,109.6,103.8,88.6,39.3,5.7,3.1746031746031744,0.184,0.311,15.5,11.7,6.6835,1.1039299999999999,0.004380674603174603,21.087333357640066,2025,AAA
Christian Encarnacion-Strand,BAL,687952.0,sa3017756,26,9674,252,229,0.245,0.31,0.493,0.249,11,17,62,6.7,24.6,0.287,0.342,0.341,40.18867924528302,80.06230529595015,13.849287169042773,71.01769911504425,25.5,112.2,104.8,89.2,41.9,15.6,10.317460317460316,0.237,0.496,22.0,20.3,3.2356,-0.380658,-0.001510547619047619,33.56490768801517,2025,AAA
