Name,Org,MLBAMId,MinorMasterId,Age,AgeDays,PA,AB,BA,OBP,SLG,ISO,HR,BB,K,BB%,K%,BABIP,wOBA,xwOBA,Chase%,ZContact%,SwStr%,ZSwing%,Whiff%,MaxEV,EV90,AvgEV,HardHit%,Barrel%BBE,Barrel%PA,xBA,xSLG,PullAir%,LA,Spd,wBsR,wBsR/PA,PSScore,Season,Level
Will Benson,CIN,666181.0,sa917927,27,10205,177,153,0.275,0.364,0.45799999999999996,0.183,7,21,49,11.9,27.7,0.35700000000000004,0.358,0.332,24.20212765957447,77.67857142857143,13.960113960113961,68.71165644171779,31.1,113.4,106.6,89.3,35.8,11.3,6.779661016949151,0.237,0.428,8.6,11.5,6.85659,0.768587,0.0043422994350282495,30.454033494631194,2025,AAA
Tommy Troy,ARI,694371.0,sa3022561,24,8899,177,152,0.28300000000000003,0.373,0.42100000000000004,0.138,3,18,28,10.2,15.8,0.325,0.349,0.311,25.87209302325581,91.19170984455957,8.307210031347962,65.64625850340136,18.8,105.6,100.9,86.8,31.7,1.6,1.1299435028248588,0.25,0.332,16.0,4.1,5.61709,-0.336436,-0.001900768361581921,31.68164457303124,2025,AAA
Kahlil Watson,CLE,696135.0,sa3017513,23,8445,176,149,0.255,0.358,0.47700000000000004,0.221,8,22,47,12.5,26.7,0.313,0.36,0.324,32.86908077994429,76.6990291262136,17.246596066565807,68.21192052980133,35.2,111.0,104.4,91.1,49.0,10.8,6.25,0.21899999999999997,0.408,22.1,15.4,6.41397,0.6869770000000001,0.003903278409090909,43.782624180412256,2025,AAA
Michael Toglia,CIN,669911.0,sa3010393,27,10145,176,157,0.331,0.39799999999999996,0.624,0.293,11,18,46,10.2,26.1,0.406,0.43,0.348,26.89075630252101,83.54978354978357,13.828238719068414,70.0,29.1,108.5,104.8,91.1,45.0,10.8,6.8181818181818175,0.261,0.45299999999999996,20.5,14.4,4.429869999999999,-1.39424,-0.007921818181818181,28.892602449208717,2025,AAA
Dayan Frias,CLE,682679.0,sa3008768,23,8736,174,157,0.19699999999999998,0.264,0.261,0.064,1,15,41,8.6,23.6,0.256,0.23800000000000002,0.239,28.88888888888889,86.4864864864865,11.045655375552283,69.59247648902821,23.0,107.2,101.1,89.2,35.9,1.7,1.1494252873563218,0.18600000000000003,0.273,16.7,15.8,5.00751,-0.760796,-0.0043723908045977,28.60143328886437,2025,AAA
Phil Clarke,0,671287.0,sa3011379,28,10292,173,145,0.28300000000000003,0.384,0.366,0.083,2,24,19,13.9,11.0,0.31,0.337,0.292,21.35922330097087,86.89320388349516,9.395973154362416,71.77700348432056,20.6,106.5,97.1,84.0,21.9,0.8,0.5780346820809248,0.22699999999999998,0.293,13.2,11.6,2.7816099999999997,-0.290626,-0.0016799190751445089,20.07880525258997,2025,AAA
Malcom Nuñez,0,682650.0,sa3008113,25,9212,173,152,0.28300000000000003,0.335,0.428,0.145,2,13,26,7.5,15.0,0.315,0.327,0.289,38.4,85.27918781725889,14.241960183767226,70.86330935251799,27.3,111.6,103.8,86.9,35.9,3.1,2.312138728323699,0.245,0.342,17.9,12.3,1.1382299999999999,-0.338363,-0.00195585549132948,28.50714968270546,2025,AAA
Jeremiah Jackson,BAL,669236.0,sa3007740,26,9560,171,162,0.377,0.4,0.6729999999999999,0.29600000000000004,11,6,20,3.5,11.7,0.379,0.45299999999999996,0.39799999999999996,39.6875,81.63265306122447,14.208633093525181,83.0508474576271,24.5,111.3,105.8,90.9,47.2,13.4,11.111111111111109,0.315,0.6,17.5,10.3,4.68107,-0.38617399999999996,-0.0022583274853801173,39.41741316857723,2025,AAA
Braxton Fulford,COL,690924.0,sa3017164,27,10032,171,147,0.354,0.433,0.7140000000000001,0.361,13,17,40,9.9,23.4,0.406,0.47600000000000003,0.345,25.490196078431374,87.92270531400965,12.403100775193801,71.875,26.8,111.7,105.6,90.6,52.3,12.8,8.187134502923977,0.239,0.467,33.0,23.4,6.03982,-0.801721,-0.004688426900584796,36.385290730860014,2025,AAA
Jacob Gonzalez,CHW,694378.0,sa3022498,24,8766,171,147,0.204,0.31,0.293,0.08800000000000001,2,20,34,11.7,19.9,0.25,0.27699999999999997,0.284,25.555555555555554,84.4559585492228,9.954751131221721,63.6963696369637,23.2,107.2,100.5,86.0,32.5,2.6,1.7543859649122806,0.217,0.29600000000000004,17.5,19.9,4.50004,0.627801,0.0036713508771929826,29.438044216493555,2025,AAA
Victor Mesa Jr.,TBR,683748.0,sa3010700,24,9028,170,152,0.29600000000000004,0.365,0.507,0.21100000000000002,7,17,28,10.0,16.5,0.322,0.374,0.313,32.18390804597701,78.81355932203391,14.664586583463338,80.54607508532423,27.0,108.6,103.4,87.7,32.8,4.0,2.9411764705882346,0.25,0.38,13.9,17.9,4.61209,-0.0468406,-0.0002755329411764706,30.787133858880395,2025,AAA
Julio Carreras,0,679734.0,sa3005598,26,9634,168,148,0.27699999999999997,0.35100000000000003,0.37200000000000005,0.095,1,16,38,9.5,22.6,0.36,0.32,0.298,31.66144200626959,80.76923076923076,11.442786069651742,64.08450704225352,24.4,110.2,102.6,86.5,40.2,2.7,1.7857142857142856,0.247,0.32899999999999996,8.5,7.4,7.9824399999999995,-0.24447,-0.0014551785714285715,29.4305590906757,2025,AAA
Hyeseong Kim,LAD,808975.0,sa3012639,27,9984,168,149,0.268,0.337,0.456,0.188,5,13,42,7.7,25.0,0.34,0.34299999999999997,0.27699999999999997,31.842105263157894,82.4074074074074,13.41991341991342,69.00958466453672,27.6,106.3,100.6,86.4,27.8,3.7,2.380952380952381,0.228,0.311,14.7,7.8,9.137030000000001,1.98322,0.011804880952380952,18.208218580224656,2025,AAA
Luis Vázquez,BAL,676679.0,sa3005131,26,9726,168,152,0.263,0.33299999999999996,0.408,0.145,5,12,37,7.1,22.0,0.318,0.326,0.28600000000000003,35.51136363636363,82.35294117647058,11.678832116788321,66.36636636636636,23.1,110.6,103.6,89.2,42.5,6.2,4.166666666666666,0.226,0.33799999999999997,6.7,2.9,4.72622,-0.521482,-0.0031040595238095237,29.76482003109607,2025,AAA
Cody Milligan,0,687862.0,sa1169818,27,10018,168,141,0.213,0.321,0.284,0.071,0,23,45,13.7,26.8,0.303,0.278,0.275,28.53107344632768,78.77358490566037,13.521545319465082,66.4576802507837,29.1,105.3,100.2,85.9,26.5,1.0,0.5952380952380952,0.212,0.268,9.0,9.6,7.70339,0.629254,0.0037455595238095243,17.6498907055477,2025,AAA
Jose Ramos,NYM,682947.0,sa3008845,25,9279,167,149,0.295,0.359,0.557,0.262,8,15,51,9.0,30.5,0.391,0.387,0.342,25.7396449704142,73.20574162679426,15.677321156773212,65.51724137931035,34.8,110.9,104.7,89.6,41.2,10.3,5.9880239520958085,0.254,0.455,12.0,8.4,6.303669999999999,-0.416779,-0.002495682634730539,36.609728040516146,2025,AAA
Damiano Palmegiani,0,671913.0,sa3017326,26,9622,167,138,0.159,0.299,0.23199999999999998,0.07200000000000001,1,18,47,10.8,28.1,0.231,0.256,0.28,23.59882005899705,80.8080808080808,14.374999999999998,65.78073089700996,33.1,111.0,105.3,87.1,33.7,7.6,4.1916167664670665,0.18,0.27899999999999997,26.8,21.6,1.2884,-0.813004,-0.0048682874251497,26.005454065597487,2025,AAA
Sal Stewart,CIN,701398.0,sa3020130,22,8209,165,143,0.315,0.39399999999999996,0.629,0.315,10,19,26,11.5,15.8,0.321,0.428,0.41700000000000004,31.085043988269803,80.86124401913875,12.759170653907494,73.07692307692307,25.4,113.7,107.1,93.1,51.3,21.0,15.151515151515152,0.28300000000000003,0.625,17.6,14.2,4.105119999999999,0.00391386,2.3720363636363635e-05,53.979469936113254,2025,AAA
Drew Swift,ATH,669439.0,sa3017281,27,9966,165,149,0.315,0.382,0.41600000000000004,0.10099999999999999,2,16,45,9.7,27.3,0.441,0.353,0.256,23.615160349854232,83.08457711442786,10.635155096011816,60.17964071856288,25.5,106.2,98.6,83.2,28.8,0.0,0.0,0.215,0.265,12.0,0.6,4.46051,0.08599939999999999,0.0005212084848484847,15.988065524638454,2025,AAA
Abimelec Ortiz,WSN,694673.0,sa3016926,24,8864,164,138,0.28300000000000003,0.384,0.565,0.28300000000000003,9,20,36,12.2,22.0,0.316,0.402,0.368,30.61797752808989,85.9903381642512,11.111111111111109,73.14487632508833,22.5,112.7,106.9,91.7,53.8,9.6,6.097560975609755,0.263,0.483,24.0,17.1,5.79782,-0.654172,-0.003988853658536585,50.21700286763485,2025,AAA
Kameron Misner,KCR,670224.0,sa3011656,28,10368,164,137,0.212,0.335,0.445,0.23399999999999999,8,25,43,15.2,26.2,0.24100000000000002,0.34,0.35,26.21621621621621,76.09756097560975,14.634146341463413,62.69113149847095,33.8,112.1,106.4,91.2,43.5,13.0,7.317073170731707,0.226,0.45299999999999996,16.7,17.4,5.4070800000000006,0.55465,0.0033820121951219514,30.544288867962948,2025,AAA
Heriberto Hernández,MIA,681715.0,sa3005630,26,9660,163,141,0.22,0.319,0.45399999999999996,0.23399999999999999,9,19,57,11.7,35.0,0.289,0.33399999999999996,0.308,23.214285714285715,76.74418604651162,14.501510574018129,65.95092024539878,32.8,109.6,105.8,91.4,47.1,12.9,6.7484662576687136,0.2,0.39899999999999997,21.2,13.8,6.0792,-0.0368911,-0.00022632576687116568,34.103096174024586,2025,AAA
Erick Brito,PHI,684081.0,sa3011753,24,8771,163,143,0.245,0.337,0.308,0.063,0,17,36,10.4,22.1,0.327,0.295,0.281,26.315789473684212,85.39325842696628,10.14040561622465,59.53177257525085,24.3,111.5,102.3,83.8,31.7,1.9,1.2269938650306749,0.221,0.29100000000000004,14.3,12.2,5.82675,-0.379205,-0.0023264110429447853,32.6204930756905,2025,AAA
Euribiel Angeles,ATH,683494.0,sa3008877,24,8785,162,146,0.28800000000000003,0.358,0.342,0.055,0,14,17,8.6,10.5,0.326,0.316,0.27,35.06944444444444,90.0,8.05243445692884,60.97560975609756,17.1,108.9,101.9,84.1,28.1,0.0,0.0,0.235,0.273,11.4,5.2,4.80161,-0.0915648,-0.0005652148148148149,27.64523214086188,2025,AAA
Davis Schneider,TOR,676914.0,sa3004518,27,9985,160,133,0.226,0.35,0.391,0.165,4,24,46,15.0,28.7,0.31,0.33,0.32299999999999995,20.94240837696335,78.5,12.142857142857142,62.893081761006286,30.4,110.5,103.3,89.3,36.4,13.6,7.5,0.19399999999999998,0.405,26.1,29.0,5.8408,-0.229922,-0.0014370124999999998,32.21392379366467,2025,AAA
Luis Matos,MIL,682641.0,sa3008756,24,8888,159,147,0.293,0.327,0.51,0.218,7,8,20,5.0,12.6,0.293,0.354,0.33899999999999997,35.64954682779456,91.005291005291,8.291873963515755,69.48529411764707,16.3,110.0,105.4,89.7,42.9,8.7,6.918238993710692,0.282,0.478,23.8,16.1,5.77995,0.945728,0.005947974842767296,43.51032983885809,2025,AAA
Will Wagner,SDP,695238.0,sa3017079,27,10162,158,143,0.266,0.335,0.42700000000000005,0.161,5,15,20,9.5,12.7,0.28,0.33299999999999996,0.301,26.4026402640264,89.94708994708994,8.17717206132879,66.54929577464789,17.8,109.2,103.4,86.0,35.5,4.1,3.1645569620253164,0.243,0.359,10.2,13.2,4.58723,-0.48216400000000004,-0.003051670886075949,25.628654803512894,2025,AAA
Adam Hall,0,647228.0,sa3005077,27,9869,158,142,0.218,0.297,0.31,0.092,1,8,56,5.1,35.4,0.353,0.275,0.23,29.411764705882355,79.18552036199095,16.825396825396822,71.9869706840391,33.5,110.4,103.8,87.0,36.5,2.4,1.2658227848101269,0.179,0.223,6.8,3.0,8.645380000000001,2.06164,0.013048354430379749,19.90375565033261,2025,AAA
Gustavo Campero,LAA,672569.0,sa3003242,28,10476,158,139,0.317,0.39899999999999997,0.46799999999999997,0.151,2,16,20,10.1,12.7,0.359,0.37799999999999995,0.303,27.00964630225081,86.82926829268294,9.81067125645439,75.92592592592592,19.7,107.0,100.5,85.4,25.2,1.7,1.2658227848101269,0.247,0.326,15.0,10.8,7.802339999999999,1.30844,0.00828126582278481,19.694963854074192,2025,AAA
Johan Rojas,PHI,679032.0,sa3005784,25,9417,157,144,0.271,0.331,0.354,0.083,1,13,32,8.3,20.4,0.342,0.305,0.309,29.8780487804878,81.31313131313131,13.237639553429027,66.22073578595318,28.0,109.3,105.1,88.8,41.3,1.9,1.2738853503184715,0.26899999999999996,0.36200000000000004,12.9,8.7,6.01963,0.30389499999999997,0.0019356369426751594,30.804641518877894,2025,AAA
Korey Holland,0,680690.0,sa3008249,26,9644,155,146,0.212,0.245,0.315,0.10300000000000001,3,7,60,4.5,38.7,0.32899999999999996,0.244,0.242,33.57664233576642,78.03738317757009,19.382504288164665,69.25566343042071,36.9,107.1,104.3,91.2,46.6,4.5,2.5806451612903225,0.204,0.318,9.6,11.3,5.33849,1.15321,0.007440064516129032,20.74240001586854,2025,AAA
Will Brennan,SFG,686823.0,sa3010039,28,10343,155,147,0.299,0.335,0.415,0.11599999999999999,3,8,20,5.2,12.9,0.331,0.32799999999999996,0.33,34.65703971119133,89.36170212765957,10.865561694290976,70.67669172932331,20.8,108.7,103.7,89.4,40.0,7.2,5.806451612903227,0.28600000000000003,0.439,13.3,12.5,3.21332,-0.413004,-0.0026645419354838712,25.227214820947673,2025,AAA
Graham Pauley,MIA,688363.0,sa3019858,25,9377,155,137,0.263,0.342,0.511,0.248,8,14,18,9.0,11.6,0.25,0.365,0.29600000000000004,28.125,84.57711442786069,12.059369202226346,80.07968127490041,23.0,106.8,101.7,87.2,35.0,4.2,3.2258064516129035,0.223,0.361,25.0,19.6,4.66476,0.703932,0.0045414967741935494,28.420940071815075,2025,AAA
Denzer Guzman,LAA,694203.0,sa3015711,22,8148,152,129,0.264,0.368,0.457,0.19399999999999998,6,21,44,13.8,28.9,0.35,0.36,0.3,24.509803921568626,78.92156862745098,13.980263157894738,67.54966887417218,30.5,107.0,101.4,88.2,33.3,6.0,3.2894736842105265,0.213,0.335,27.9,20.6,5.62079,0.8784200000000001,0.005779078947368421,32.192623890931976,2025,AAA
Jett Williams,MIL,702518.0,sa3020134,22,8242,151,134,0.209,0.285,0.433,0.22399999999999998,7,14,35,9.3,23.2,0.223,0.308,0.304,24.285714285714285,79.41176470588233,11.39240506329114,62.27106227106227,26.5,108.4,104.4,86.0,34.3,7.1,4.635761589403972,0.225,0.374,23.8,18.3,5.86567,-0.760759,-0.005038139072847682,33.618641771651575,2025,AAA
Nathan Martorella,0,687210.0,sa3019978,25,9233,151,131,0.198,0.298,0.32799999999999996,0.13,4,16,33,10.6,21.9,0.23199999999999998,0.282,0.273,25.71428571428571,85.24590163934425,11.861313868613136,68.28358208955224,25.5,108.6,101.9,85.4,32.3,4.0,2.6490066225165565,0.203,0.287,24.2,13.7,6.23966,0.687014,0.004549761589403974,28.28186594682057,2025,AAA
Jacob Melton,TBR,689200.0,sa3019988,25,9394,150,126,0.28600000000000003,0.389,0.556,0.27,6,22,30,14.7,20.0,0.33,0.401,0.41100000000000003,24.496644295302016,86.1271676300578,8.947368421052632,63.602941176470594,20.7,113.0,107.7,92.6,57.9,17.9,11.333333333333332,0.289,0.561,21.6,14.1,5.89016,0.577865,0.003852433333333333,50.826952617171,2025,AAA
Maverick Handley,ATL,668974.0,sa3010848,28,10306,150,125,0.256,0.373,0.368,0.11199999999999999,1,23,32,15.3,21.3,0.33299999999999996,0.33299999999999996,0.28300000000000003,23.7012987012987,79.1044776119403,13.220338983050848,71.27659574468085,28.5,105.3,100.4,85.0,27.7,0.0,0.0,0.201,0.273,13.3,8.4,5.74821,-0.2553,-0.0017020000000000002,17.305698330168198,2025,AAA
Braiden Ward,BOS,685274.0,sa3017332,27,9993,149,123,0.309,0.43,0.455,0.146,1,16,23,10.7,15.4,0.374,0.392,0.313,27.63636363636364,89.89361702127658,7.763401109057301,70.67669172932331,15.9,99.2,95.2,82.4,13.0,0.0,0.0,0.245,0.282,12.3,6.0,10.0,5.53097,0.03712060402684564,21.181922072055574,2025,AAA
Chandler Simpson,TBR,802415.0,sa3020219,25,9323,148,138,0.319,0.358,0.384,0.065,0,9,15,6.1,10.1,0.355,0.326,0.309,26.79245283018868,94.66666666666669,5.118110236220472,61.72839506172839,11.8,107.4,96.9,83.6,16.1,0.0,0.0,0.299,0.34299999999999997,6.1,3.7,9.00423,1.99542,0.013482567567567568,27.938756064148606,2025,AAA
Gabriel Gonzalez,MIN,694224.0,sa3015723,22,8181,148,133,0.316,0.358,0.504,0.188,6,9,28,6.1,18.9,0.35,0.36700000000000005,0.278,37.01298701298701,84.61538461538461,15.283018867924529,70.27027027027027,30.0,110.1,102.6,87.6,34.6,6.5,4.729729729729731,0.23,0.348,13.8,7.4,2.03715,-0.853809,-0.005768979729729729,29.628353077403244,2025,AAA
Chase DeLauter,CLE,800050.0,sa3021053,24,8998,148,126,0.278,0.37799999999999995,0.47600000000000003,0.198,5,21,23,14.2,15.5,0.303,0.371,0.34600000000000003,16.216216216216218,82.56410256410254,7.744107744107745,65.43624161073825,18.9,110.1,107.0,91.2,51.9,12.5,8.783783783783784,0.243,0.43200000000000005,12.5,10.0,3.1717,-0.36374,-0.0024577027027027033,50.19779503039691,2025,AAA
Keaton Anthony,PHI,805704.0,sa3022608,24,9102,148,134,0.313,0.374,0.433,0.11900000000000001,2,12,33,8.1,22.3,0.40399999999999997,0.354,0.304,34.831460674157306,82.79569892473118,11.1913357400722,64.80836236933798,22.2,107.2,102.9,89.9,36.6,6.9,4.729729729729731,0.247,0.374,6.9,7.1,0.9601649999999999,-0.36374,-0.0024577027027027033,29.3846223803646,2025,AAA
Dalton Rushing,LAD,687221.0,sa3019892,25,9230,147,117,0.316,0.435,0.521,0.205,5,25,31,17.0,21.1,0.381,0.41100000000000003,0.35200000000000004,17.777777777777782,79.42857142857143,10.701754385964913,68.62745098039215,26.4,108.3,105.4,90.2,43.8,10.1,6.1224489795918355,0.23399999999999999,0.43,10.1,15.3,4.82925,-0.18140799999999999,-0.0012340680272108846,42.48929678803384,2025,AAA
Max Anderson,DET,801194.0,sa3022567,24,8858,147,135,0.267,0.327,0.42200000000000004,0.156,5,8,28,5.4,19.0,0.304,0.32799999999999996,0.365,34.909090909090914,77.82805429864256,15.287769784172662,78.64768683274022,26.8,107.2,103.8,90.8,45.8,8.4,6.1224489795918355,0.299,0.48700000000000004,14.0,10.4,4.23679,-0.11298599999999999,-0.0007686122448979592,36.03642124523539,2025,AAA
Jase Bowen,SDP,687749.0,sa3011267,25,9398,145,126,0.294,0.386,0.484,0.19,3,19,36,13.1,24.8,0.391,0.377,0.298,35.172413793103445,80.8641975308642,15.413533834586465,66.94214876033058,31.1,109.4,103.9,85.1,34.4,8.9,5.517241379310344,0.203,0.359,13.0,13.2,6.94715,-0.31999099999999997,-0.0022068344827586212,28.535213695686178,2025,AAA
Brett Auerbach,0,682266.0,sa3014941,27,10134,145,119,0.21,0.345,0.353,0.14300000000000002,4,24,38,16.6,26.2,0.26899999999999996,0.316,0.315,23.052959501557627,77.9874213836478,12.414965986394556,59.550561797752806,31.3,108.9,103.8,87.3,40.2,6.1,3.4482758620689653,0.212,0.344,15.5,8.5,3.43033,-0.43921499999999997,-0.003029068965517241,25.317874401813608,2025,AAA
Adam Hackenberg,TOR,680753.0,sa3017041,26,9758,143,133,0.218,0.273,0.301,0.083,1,10,37,7.0,25.9,0.295,0.256,0.26,34.36293436293436,77.97619047619048,16.73469387755102,72.72727272727273,31.9,105.7,100.2,85.9,31.2,2.1,1.3986013986013983,0.221,0.306,12.5,14.1,4.29253,0.34622800000000004,0.002421174825174825,13.69814932042908,2025,AAA
Brennen Davis,SEA,680695.0,sa3007876,26,9703,142,125,0.248,0.324,0.5760000000000001,0.32799999999999996,12,11,44,7.7,31.0,0.268,0.377,0.32799999999999996,35.56231003039514,74.24242424242425,18.592964824120607,73.88059701492537,35.2,112.1,108.1,91.8,50.6,13.3,7.746478873239436,0.22699999999999998,0.45899999999999996,37.3,19.5,2.76594,-0.0453132,-0.00031910704225352116,31.662254462078447,2025,AAA
Ryan Clifford,NYM,691775.0,sa3020126,22,8346,142,114,0.21899999999999997,0.359,0.395,0.175,5,22,35,15.5,24.6,0.263,0.337,0.364,24.834437086092716,85.25641025641025,12.226277372262777,63.414634146341456,29.0,111.0,107.4,93.6,53.1,12.3,7.042253521126762,0.231,0.45399999999999996,22.2,14.9,2.96266,-0.6622680000000001,-0.004663859154929577,50.907638356906965,2025,AAA
Alan Roden,MIN,702176.0,sa3020212,26,9654,141,120,0.325,0.418,0.49200000000000005,0.16699999999999998,3,16,13,11.3,9.2,0.34299999999999997,0.396,0.375,24.363636363636363,90.84967320261438,7.4074074074074066,64.28571428571429,17.3,109.5,104.4,90.7,44.3,6.6,4.964539007092199,0.293,0.452,23.9,11.2,5.97499,-0.05529969999999999,-0.00039219645390070916,42.16452564778999,2025,AAA
Henry Bolte,ATH,703607.0,sa3020006,22,8331,141,120,0.3,0.40399999999999997,0.433,0.133,2,16,46,11.3,32.6,0.47200000000000003,0.371,0.29,23.97003745318352,80.7017543859649,15.037593984962404,64.52830188679245,34.0,111.6,107.3,88.9,42.5,5.5,2.8368794326241136,0.207,0.298,4.1,-8.4,8.98696,2.24851,0.015946879432624114,39.145940577247885,2025,AAA
Max Muncy,ATH,691777.0,sa3017290,23,8676,140,123,0.325,0.39299999999999996,0.504,0.179,3,10,32,7.1,22.9,0.41100000000000003,0.386,0.34,28.421052631578945,85.71428571428571,11.81988742964353,64.91935483870968,26.0,112.0,108.8,89.8,41.3,12.0,7.857142857142858,0.254,0.426,23.7,12.2,4.79985,-1.65205,-0.011800357142857144,44.046247182184096,2025,AAA
Jesus Valdez,ARI,678232.0,sa3005492,28,10377,139,127,0.23600000000000002,0.28800000000000003,0.34600000000000003,0.11,3,10,36,7.2,25.9,0.3,0.278,0.24,33.691756272401435,84.9673202614379,13.446969696969695,61.44578313253012,28.7,106.7,100.9,85.3,27.5,6.6,4.316546762589929,0.187,0.287,22.6,7.6,2.54013,-0.75695,-0.00544568345323741,12.468276452170118,2025,AAA
Ben Rortvedt,NYM,666163.0,sa917942,28,10471,137,117,0.205,0.299,0.33299999999999996,0.128,3,14,43,10.2,31.4,0.284,0.28300000000000003,0.255,26.896551724137932,80.8641975308642,13.996316758747698,64.03162055335969,31.7,108.0,101.6,84.8,30.3,5.3,2.9197080291970803,0.182,0.276,11.7,8.9,2.59775,-0.618446,-0.004514204379562044,13.268642813383751,2025,AAA
Austin Martin,MIN,668885.0,sa3014454,27,9928,137,113,0.319,0.431,0.39799999999999996,0.08,1,21,17,15.3,12.4,0.365,0.373,0.349,18.050541516245488,91.61676646706587,7.238095238095237,67.33870967741935,17.5,108.0,101.8,84.1,30.9,1.0,0.7299270072992701,0.28,0.37,10.3,9.9,2.12247,-0.955318,-0.0069731240875912405,27.95882000799366,2025,AAA
Christian Moore,LAA,695681.0,sa3025168,23,8620,137,120,0.292,0.365,0.483,0.192,5,13,40,9.5,29.2,0.39,0.365,0.318,29.33884297520661,75.39267015706807,16.479400749063668,65.41095890410958,33.6,111.3,106.1,90.9,41.5,12.2,7.299270072992701,0.231,0.415,9.8,14.1,7.1329199999999995,-0.00930029,-6.788532846715329e-05,41.1549280309592,2025,AAA
Kyren Paris,LAA,677347.0,sa3011768,24,8965,133,108,0.231,0.368,0.48100000000000004,0.25,6,20,37,15.0,27.8,0.28800000000000003,0.368,0.313,25.901639344262296,76.19047619047619,16.54275092936803,72.10300429184551,36.0,109.1,103.3,83.9,29.2,15.3,8.270676691729323,0.18,0.368,7.9,11.3,9.20975,1.4056600000000001,0.010568872180451128,32.20676803729174,2025,AAA
Colby Halter,ATH,690985.0,sa3022531,24,9042,132,117,0.205,0.273,0.368,0.162,3,9,46,6.8,34.8,0.29600000000000004,0.278,0.23800000000000002,30.303030303030305,76.2162162162162,17.870722433460074,70.61068702290076,35.5,108.8,101.5,86.1,28.4,2.7,1.5151515151515151,0.163,0.27399999999999997,21.3,21.0,8.49479,0.4954,0.003753030303030303,19.397356638678996,2025,AAA
Josh Breaux,CHW,677007.0,sa3008051,28,10459,132,115,0.226,0.318,0.33,0.10400000000000001,2,14,35,10.6,26.5,0.304,0.292,0.306,29.53020134228188,74.23312883435584,16.57142857142857,71.80616740088107,34.7,113.0,108.2,89.2,45.6,8.9,5.303030303030303,0.21600000000000003,0.38,17.3,13.5,3.32049,-0.296068,-0.0022429393939393943,23.89241490650949,2025,AAA
Denzel Clarke,ATH,672016.0,sa3017426,26,9524,132,104,0.26899999999999996,0.424,0.40399999999999997,0.135,0,23,30,17.4,22.7,0.37799999999999995,0.373,0.35100000000000003,20.967741935483872,81.3793103448276,11.594202898550725,59.91735537190082,30.5,115.2,107.4,89.8,51.4,4.1,2.272727272727273,0.258,0.33299999999999996,5.2,-8.0,8.50757,0.530871,0.00402175,43.95530380400017,2025,AAA
Andrew Vaughn,MIL,683734.0,sa3011226,28,10282,132,115,0.235,0.33299999999999996,0.426,0.191,5,17,23,12.9,17.4,0.253,0.33299999999999996,0.33,31.33802816901409,83.33333333333334,11.247443762781186,64.39024390243902,24.9,111.4,105.2,90.9,47.8,5.4,3.787878787878788,0.23800000000000002,0.41100000000000003,14.1,5.8,3.6625900000000002,-0.126886,-0.0009612575757575756,31.174356810061607,2025,AAA
Johnny Olmstead,MIA,675394.0,sa3022494,25,9451,131,111,0.198,0.298,0.306,0.10800000000000001,1,16,31,12.2,23.7,0.256,0.272,0.284,33.21799307958477,80.0,15.939278937381404,69.32773109243698,32.2,108.0,102.3,86.5,32.5,6.0,3.816793893129771,0.205,0.306,17.9,12.8,7.912739999999999,-0.293124,-0.0022375877862595424,25.42442006986112,2025,AAA
JJ Bleday,CIN,668709.0,sa3011642,28,10426,130,117,0.35,0.408,0.573,0.222,6,12,24,9.2,18.5,0.39799999999999996,0.418,0.32899999999999996,27.51937984496124,82.89473684210526,11.642411642411645,68.16143497757847,25.1,109.2,103.2,86.7,36.2,7.4,5.384615384615384,0.265,0.42200000000000004,25.3,13.8,5.50732,-0.224257,-0.0017250538461538465,23.59059588232337,2025,AAA
Brooks Baldwin,CHW,681460.0,sa3019918,25,9416,130,116,0.371,0.431,0.759,0.38799999999999996,12,12,22,9.2,16.9,0.373,0.493,0.358,28.63070539419087,84.18079096045197,11.956521739130435,80.82191780821918,22.4,109.1,102.2,89.1,41.5,12.8,9.230769230769232,0.27,0.493,16.5,12.3,6.47187,-1.34388,-0.010337538461538459,39.655834947020175,2025,AAA
Noah Cardenas,MIN,681433.0,sa3017624,26,9756,129,107,0.23399999999999999,0.364,0.45799999999999996,0.22399999999999998,7,20,26,15.5,20.2,0.243,0.361,0.303,27.645051194539253,80.4878048780488,13.092979127134724,70.08547008547008,28.2,105.6,100.0,83.9,20.3,6.3,3.875968992248062,0.201,0.317,21.0,19.0,0.9981200000000001,-0.312986,-0.002426248062015504,20.56509365734705,2025,AAA
Jac Caglianone,KCR,695506.0,sa3025245,23,8512,128,112,0.35700000000000004,0.42200000000000004,0.705,0.348,11,11,20,8.6,15.6,0.349,0.469,0.397,35.361216730038024,86.33093525179855,12.803532008830024,73.15789473684211,25.0,113.6,109.5,93.9,53.2,11.7,8.59375,0.289,0.5660000000000001,20.2,14.1,3.5487,-0.11298599999999999,-0.000882703125,50.66601725753668,2025,AAA
